preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A clay is a,toy.,clay,toy,21,"(-9.318551063537598, -4.659275531768799, [-7.963372230529785, -1.3551788330078125])",116535552,openai-gpt
A wagon is a,toy.,wagon,toy,22,"(-9.75655746459961, -4.878278732299805, [-8.20804500579834, -1.5485129356384277])",116535552,openai-gpt
A kite is a,toy.,kite,toy,23,"(-8.123472213745117, -4.061736106872559, [-6.977124214172363, -1.146348476409912])",116535552,openai-gpt
A train is a,toy.,train,toy,24,"(-10.082396507263184, -5.041198253631592, [-8.555932998657227, -1.526463508605957])",116535552,openai-gpt
A tricycle is a,toy.,tricycle,toy,25,"(-8.459657669067383, -4.229828834533691, [-7.173937797546387, -1.285719394683838])",116535552,openai-gpt
A coloring book is a,toy.,coloring book,toy,26,"(-8.59181022644043, -4.295905113220215, [-7.061995029449463, -1.5298151969909668])",116535552,openai-gpt
Crayons are,toys.,crayons,toy,27,"(-10.930743217468262, -5.465371608734131, [-9.788726806640625, -1.1420164108276367])",116535552,openai-gpt
A truck is a,toy.,truck,toy,28,"(-9.492242813110352, -4.746121406555176, [-8.187393188476562, -1.3048501014709473])",116535552,openai-gpt
A puzzle is a,toy.,puzzle,toy,29,"(-10.574716567993164, -5.287358283996582, [-9.336763381958008, -1.2379536628723145])",116535552,openai-gpt
A fire engine is a,toy.,fire engine,toy,30,"(-10.270851135253906, -5.135425567626953, [-8.8851318359375, -1.3857197761535645])",116535552,openai-gpt
A balloon is a,toy.,balloon,toy,31,"(-8.129081726074219, -4.064540863037109, [-7.0393805503845215, -1.0897011756896973])",116535552,openai-gpt
Skates are,toys.,skates,toy,32,"(-10.518999099731445, -5.259499549865723, [-9.463069915771484, -1.055929183959961])",116535552,openai-gpt
A baseball is a,toy.,baseball,toy,33,"(-8.094045639038086, -4.047022819519043, [-7.025464057922363, -1.0685820579528809])",116535552,openai-gpt
A drum is a,toy.,drum,toy,34,"(-8.297382354736328, -4.148691177368164, [-7.056349277496338, -1.2410335540771484])",116535552,openai-gpt
A football is a,toy.,football,toy,35,"(-7.810056686401367, -3.9050283432006836, [-6.692135334014893, -1.1179213523864746])",116535552,openai-gpt
A game is a,toy.,game,toy,36,"(-9.915380477905273, -4.957690238952637, [-8.75471305847168, -1.1606669425964355])",116535552,openai-gpt
A swing is a,toy.,swing,toy,37,"(-10.27971076965332, -5.13985538482666, [-8.882162094116211, -1.3975486755371094])",116535552,openai-gpt
A boat is a,toy.,boat,toy,38,"(-9.426796913146973, -4.713398456573486, [-8.00137996673584, -1.4254169464111328])",116535552,openai-gpt
A monopoly is a,toy.,monopoly,toy,39,"(-8.66063117980957, -4.330315589904785, [-7.555981159210205, -1.1046504974365234])",116535552,openai-gpt
A sled is a,toy.,sled,toy,40,"(-8.394012451171875, -4.1970062255859375, [-7.140211582183838, -1.253800392150879])",116535552,openai-gpt
A seesaw is a,toy.,seesaw,toy,41,"(-8.807868957519531, -4.403934478759766, [-7.151138782501221, -1.6567306518554688])",116535552,openai-gpt
Stilts are,toys.,stilts,toy,42,"(-12.646047592163086, -6.323023796081543, [-11.364883422851562, -1.2811646461486816])",116535552,openai-gpt
Checkers are,toys.,checkers,toy,43,"(-10.903436660766602, -5.451718330383301, [-9.810964584350586, -1.0924725532531738])",116535552,openai-gpt
A bat is a,toy.,bat,toy,44,"(-9.031749725341797, -4.515874862670898, [-7.971757888793945, -1.0599923133850098])",116535552,openai-gpt
A car is a,toy.,car,toy,45,"(-8.909768104553223, -4.454884052276611, [-7.7293219566345215, -1.1804461479187012])",116535552,openai-gpt
An airplane is a,toy.,airplane,toy,46,"(-9.241708755493164, -4.620854377746582, [-8.076437950134277, -1.1652708053588867])",116535552,openai-gpt
A bicycle is a,toy.,bicycle,toy,47,"(-8.269916534423828, -4.134958267211914, [-7.089162826538086, -1.1807537078857422])",116535552,openai-gpt
A tractor is a,toy.,tractor,toy,48,"(-8.457968711853027, -4.228984355926514, [-7.166574478149414, -1.2913942337036133])",116535552,openai-gpt
A sandbox is a,toy.,sandbox,toy,49,"(-9.592845916748047, -4.796422958374023, [-8.085549354553223, -1.507296085357666])",116535552,openai-gpt
A bike is a,toy.,bike,toy,50,"(-8.32672119140625, -4.163360595703125, [-7.276867866516113, -1.0498528480529785])",116535552,openai-gpt
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-9.033918380737305, -4.516959190368652, [-7.815777778625488, -1.2181410789489746])",116535552,openai-gpt
A rope is a,toy.,rope,toy,52,"(-9.23463249206543, -4.617316246032715, [-7.873771667480469, -1.3608603477478027])",116535552,openai-gpt
Dishes are,toys.,dishes,toy,53,"(-13.84128475189209, -6.920642375946045, [-12.588104248046875, -1.2531805038452148])",116535552,openai-gpt
Cards are,toys.,cards,toy,54,"(-12.788803100585938, -6.394401550292969, [-11.564818382263184, -1.2239842414855957])",116535552,openai-gpt
A mitt is a,toy.,mitt,toy,55,"(-8.687270164489746, -4.343635082244873, [-7.605361461639404, -1.0819087028503418])",116535552,openai-gpt
A horse is a,toy.,horse,toy,56,"(-8.18769645690918, -4.09384822845459, [-7.016695499420166, -1.1710014343261719])",116535552,openai-gpt
A gun is a,toy.,gun,toy,57,"(-8.08493423461914, -4.04246711730957, [-6.994296550750732, -1.0906376838684082])",116535552,openai-gpt
Animals are,toys.,animals,toy,58,"(-12.899192810058594, -6.449596405029297, [-11.789807319641113, -1.1093859672546387])",116535552,openai-gpt
A tennis racket is a,toy.,tennis racket,toy,59,"(-8.338972091674805, -4.169486045837402, [-7.097618579864502, -1.2413530349731445])",116535552,openai-gpt
Books are,toys.,books,toy,60,"(-13.638467788696289, -6.8192338943481445, [-12.42707633972168, -1.2113909721374512])",116535552,openai-gpt
A robin is a,bird.,robin,bird,1,"(-3.7844457626342773, -1.8922228813171387, [-2.7002482414245605, -1.0841975212097168])",116535552,openai-gpt
A sparrow is a,bird.,sparrow,bird,2,"(-3.0873899459838867, -1.5436949729919434, [-2.1953134536743164, -0.8920764923095703])",116535552,openai-gpt
A bluejay is a,bird.,bluejay,bird,3,"(-5.163670539855957, -2.5818352699279785, [-4.160436630249023, -1.0032339096069336])",116535552,openai-gpt
A bluebird is a,bird.,bluebird,bird,4,"(-3.9836950302124023, -1.9918475151062012, [-2.8111743927001953, -1.172520637512207])",116535552,openai-gpt
A canary is a,bird.,canary,bird,5,"(-4.981167316436768, -2.490583658218384, [-4.103764533996582, -0.8774027824401855])",116535552,openai-gpt
A blackbird is a,bird.,blackbird,bird,6,"(-3.5279994010925293, -1.7639997005462646, [-2.299530029296875, -1.2284693717956543])",116535552,openai-gpt
A dove is a,bird.,dove,bird,7,"(-3.6615524291992188, -1.8307762145996094, [-2.6530685424804688, -1.00848388671875])",116535552,openai-gpt
A lark is a,bird.,lark,bird,8,"(-9.351633071899414, -4.675816535949707, [-7.839832305908203, -1.5118012428283691])",116535552,openai-gpt
A swallow is a,bird.,swallow,bird,9,"(-10.382524490356445, -5.191262245178223, [-8.80687141418457, -1.5756535530090332])",116535552,openai-gpt
A parakeet is a,bird.,parakeet,bird,10,"(-5.059930324554443, -2.5299651622772217, [-3.714789867401123, -1.3451404571533203])",116535552,openai-gpt
An oriole is a,bird.,oriole,bird,11,"(-7.51011848449707, -3.755059242248535, [-6.644819736480713, -0.8652987480163574])",116535552,openai-gpt
A mockingbird is a,bird.,mockingbird,bird,12,"(-6.646629810333252, -3.323314905166626, [-4.871147155761719, -1.7754826545715332])",116535552,openai-gpt
A redbird is a,bird.,redbird,bird,13,"(-4.372999668121338, -2.186499834060669, [-3.159763813018799, -1.213235855102539])",116535552,openai-gpt
A wren is a,bird.,wren,bird,14,"(-4.416190147399902, -2.208095073699951, [-3.410694122314453, -1.0054960250854492])",116535552,openai-gpt
A finch is a,bird.,finch,bird,15,"(-3.589280128479004, -1.794640064239502, [-2.7096033096313477, -0.8796768188476562])",116535552,openai-gpt
A starling is a,bird.,starling,bird,16,"(-4.3569254875183105, -2.1784627437591553, [-3.4643898010253906, -0.8925356864929199])",116535552,openai-gpt
A cardinal is a,bird.,cardinal,bird,17,"(-6.560730457305908, -3.280365228652954, [-5.514043807983398, -1.0466866493225098])",116535552,openai-gpt
An eagle is a,bird.,eagle,bird,18,"(-2.9850544929504395, -1.4925272464752197, [-1.7935209274291992, -1.1915335655212402])",116535552,openai-gpt
A hummingbird is a,bird.,hummingbird,bird,19,"(-4.169582366943359, -2.0847911834716797, [-3.288771629333496, -0.8808107376098633])",116535552,openai-gpt
A seagull is a,bird.,seagull,bird,20,"(-3.8600635528564453, -1.9300317764282227, [-2.901144504547119, -0.9589190483093262])",116535552,openai-gpt
A woodpecker is a,bird.,woodpecker,bird,21,"(-4.568347930908203, -2.2841739654541016, [-3.4684343338012695, -1.0999135971069336])",116535552,openai-gpt
A pigeon is a,bird.,pigeon,bird,22,"(-3.503356456756592, -1.751678228378296, [-2.4973607063293457, -1.005995750427246])",116535552,openai-gpt
A thrush is a,bird.,thrush,bird,23,"(-4.042993068695068, -2.021496534347534, [-3.0212745666503906, -1.0217185020446777])",116535552,openai-gpt
A falcon is a,bird.,falcon,bird,24,"(-3.6675596237182617, -1.8337798118591309, [-2.426980972290039, -1.2405786514282227])",116535552,openai-gpt
A crow is a,bird.,crow,bird,25,"(-2.9478378295898438, -1.4739189147949219, [-2.0081586837768555, -0.9396791458129883])",116535552,openai-gpt
A hawk is a,bird.,hawk,bird,26,"(-3.3330273628234863, -1.6665136814117432, [-2.3685359954833984, -0.9644913673400879])",116535552,openai-gpt
A raven is a,bird.,raven,bird,27,"(-3.826882839202881, -1.9134414196014404, [-2.7463297843933105, -1.0805530548095703])",116535552,openai-gpt
A goldfinch is a,bird.,goldfinch,bird,28,"(-5.361351013183594, -2.680675506591797, [-4.211945533752441, -1.1494054794311523])",116535552,openai-gpt
A parrot is a,bird.,parrot,bird,29,"(-3.82908296585083, -1.914541482925415, [-2.8421096801757812, -0.9869732856750488])",116535552,openai-gpt
A sandpiper is a,bird.,sandpiper,bird,30,"(-6.850654602050781, -3.4253273010253906, [-5.750411033630371, -1.1002435684204102])",116535552,openai-gpt
A pheasant is a,bird.,pheasant,bird,31,"(-5.818213939666748, -2.909106969833374, [-4.377857685089111, -1.4403562545776367])",116535552,openai-gpt
A catbird is a,bird.,catbird,bird,32,"(-3.3418684005737305, -1.6709342002868652, [-2.350348472595215, -0.9915199279785156])",116535552,openai-gpt
A crane is a,bird.,crane,bird,33,"(-6.361863136291504, -3.180931568145752, [-5.315173625946045, -1.046689510345459])",116535552,openai-gpt
An albatross is a,bird.,albatross,bird,34,"(-5.456978797912598, -2.728489398956299, [-4.1970672607421875, -1.2599115371704102])",116535552,openai-gpt
A condor is a,bird.,condor,bird,35,"(-4.415910243988037, -2.2079551219940186, [-3.3456268310546875, -1.0702834129333496])",116535552,openai-gpt
A toucan is a,bird.,toucan,bird,36,"(-6.3393144607543945, -3.1696572303771973, [-5.375222206115723, -0.9640922546386719])",116535552,openai-gpt
An owl is a,bird.,owl,bird,37,"(-3.6070971488952637, -1.8035485744476318, [-2.385542869567871, -1.2215542793273926])",116535552,openai-gpt
A pelican is a,bird.,pelican,bird,38,"(-3.8737034797668457, -1.9368517398834229, [-2.754068374633789, -1.1196351051330566])",116535552,openai-gpt
A goose is a,bird.,goose,bird,39,"(-4.926726341247559, -2.4633631706237793, [-4.00312614440918, -0.9236001968383789])",116535552,openai-gpt
A vulture is a,bird.,vulture,bird,40,"(-5.124382495880127, -2.5621912479400635, [-4.207104206085205, -0.9172782897949219])",116535552,openai-gpt
A stork is a,bird.,stork,bird,41,"(-4.517923355102539, -2.2589616775512695, [-3.5561819076538086, -0.9617414474487305])",116535552,openai-gpt
A buzzard is a,bird.,buzzard,bird,42,"(-4.117077827453613, -2.0585389137268066, [-3.040806293487549, -1.0762715339660645])",116535552,openai-gpt
A swan is a,bird.,swan,bird,43,"(-4.1910858154296875, -2.0955429077148438, [-3.2848992347717285, -0.906186580657959])",116535552,openai-gpt
A flamingo is a,bird.,flamingo,bird,44,"(-5.653412818908691, -2.8267064094543457, [-4.364037036895752, -1.2893757820129395])",116535552,openai-gpt
A duck is a,bird.,duck,bird,45,"(-5.726675510406494, -2.863337755203247, [-4.783014297485352, -0.9436612129211426])",116535552,openai-gpt
A peacock is a,bird.,peacock,bird,46,"(-4.559623718261719, -2.2798118591308594, [-3.5405778884887695, -1.0190458297729492])",116535552,openai-gpt
An egret is a,bird.,egret,bird,47,"(-6.620415210723877, -3.3102076053619385, [-5.269931316375732, -1.3504838943481445])",116535552,openai-gpt
A chicken is a,bird.,chicken,bird,48,"(-4.116430759429932, -2.058215379714966, [-3.208001136779785, -0.9084296226501465])",116535552,openai-gpt
A turkey is a,bird.,turkey,bird,49,"(-4.850541114807129, -2.4252705574035645, [-3.969148874282837, -0.8813924789428711])",116535552,openai-gpt
An ostrich is a,bird.,ostrich,bird,50,"(-3.900681495666504, -1.950340747833252, [-2.9870715141296387, -0.9136099815368652])",116535552,openai-gpt
A titmouse is a,bird.,titmouse,bird,51,"(-6.731023788452148, -3.365511894226074, [-5.863343715667725, -0.8676800727844238])",116535552,openai-gpt
An emu is a,bird.,emu,bird,52,"(-6.582007884979248, -3.291003942489624, [-5.279746055603027, -1.3022618293762207])",116535552,openai-gpt
A penguin is a,bird.,penguin,bird,53,"(-5.880113124847412, -2.940056562423706, [-5.051794052124023, -0.8283190727233887])",116535552,openai-gpt
A bat is a,bird.,bat,bird,54,"(-4.682968616485596, -2.341484308242798, [-3.8492188453674316, -0.8337497711181641])",116535552,openai-gpt
Football is a,sport.,football,sport,1,"(-6.490090847015381, -3.2450454235076904, [-5.1146240234375, -1.3754668235778809])",116535552,openai-gpt
Baseball is a,sport.,baseball,sport,2,"(-6.8024821281433105, -3.4012410640716553, [-5.465566635131836, -1.3369154930114746])",116535552,openai-gpt
Basketball is a,sport.,basketball,sport,3,"(-6.667360782623291, -3.3336803913116455, [-4.995855331420898, -1.6715054512023926])",116535552,openai-gpt
Tennis is a,sport.,tennis,sport,4,"(-6.370163440704346, -3.185081720352173, [-4.728869438171387, -1.641294002532959])",116535552,openai-gpt
Softball is a,sport.,softball,sport,5,"(-7.131688117980957, -3.5658440589904785, [-5.527947425842285, -1.6037406921386719])",116535552,openai-gpt
Canoeing is a,sport.,canoeing,sport,6,"(-7.107578754425049, -3.5537893772125244, [-5.313764572143555, -1.7938141822814941])",116535552,openai-gpt
Handball is a,sport.,handball,sport,7,"(-7.648157596588135, -3.8240787982940674, [-6.138237476348877, -1.5099201202392578])",116535552,openai-gpt
Rugby is a,sport.,rugby,sport,8,"(-6.410896301269531, -3.2054481506347656, [-4.891998291015625, -1.5188980102539062])",116535552,openai-gpt
Hockey is a,sport.,hockey,sport,9,"(-6.272629737854004, -3.136314868927002, [-4.878542900085449, -1.3940868377685547])",116535552,openai-gpt
Ice hockey is a,sport.,ice hockey,sport,10,"(-6.142082214355469, -3.0710411071777344, [-4.276147842407227, -1.8659343719482422])",116535552,openai-gpt
Swimming is a,sport.,swimming,sport,11,"(-8.372442245483398, -4.186221122741699, [-6.973664283752441, -1.3987784385681152])",116535552,openai-gpt
Track is a,sport.,track,sport,12,"(-11.683735847473145, -5.841867923736572, [-10.196155548095703, -1.4875802993774414])",116535552,openai-gpt
Boxing is a,sport.,boxing,sport,13,"(-6.424476623535156, -3.212238311767578, [-4.677056312561035, -1.747420072555542])",116535552,openai-gpt
Volleyball is a,sport.,volleyball,sport,14,"(-6.95369815826416, -3.47684907913208, [-5.161932468414307, -1.7917656898498535])",116535552,openai-gpt
Lacrosse is a,sport.,lacrosse,sport,15,"(-8.888508796691895, -4.444254398345947, [-7.082824230194092, -1.8056843280792236])",116535552,openai-gpt
Skiing is a,sport.,skiing,sport,16,"(-7.883243083953857, -3.9416215419769287, [-6.388707160949707, -1.4945359230041504])",116535552,openai-gpt
Golf is a,sport.,golf,sport,17,"(-8.745403289794922, -4.372701644897461, [-7.149950981140137, -1.5954523086547852])",116535552,openai-gpt
Polo is a,sport.,polo,sport,18,"(-9.698923110961914, -4.849461555480957, [-8.175883293151855, -1.5230402946472168])",116535552,openai-gpt
Surfing is a,sport.,surfing,sport,19,"(-7.30175256729126, -3.65087628364563, [-5.7132391929626465, -1.5885133743286133])",116535552,openai-gpt
Wrestling is a,sport.,wrestling,sport,20,"(-6.141572952270508, -3.070786476135254, [-4.202376365661621, -1.9391963481903076])",116535552,openai-gpt
Gymnastics is a,sport.,gymnastics,sport,21,"(-6.826785087585449, -3.4133925437927246, [-5.197612762451172, -1.6291723251342773])",116535552,openai-gpt
Cricket is a,sport.,cricket,sport,22,"(-10.273089408874512, -5.136544704437256, [-8.811376571655273, -1.4617128372192383])",116535552,openai-gpt
Squash is a,sport.,squash,sport,23,"(-8.352312088012695, -4.176156044006348, [-6.992104530334473, -1.3602070808410645])",116535552,openai-gpt
Badminton is a,sport.,badminton,sport,24,"(-11.769647598266602, -5.884823799133301, [-9.975377082824707, -1.7942700386047363])",116535552,openai-gpt
Racing is a,sport.,racing,sport,25,"(-7.097699165344238, -3.548849582672119, [-5.789572238922119, -1.3081269264221191])",116535552,openai-gpt
Pole vault is a,sport.,pole vault,sport,26,"(-12.848373413085938, -6.424186706542969, [-10.652576446533203, -2.1957972049713135])",116535552,openai-gpt
Fencing is a,sport.,fencing,sport,27,"(-9.080513000488281, -4.540256500244141, [-7.294712066650391, -1.7858014106750488])",116535552,openai-gpt
Bowling is a,sport.,bowling,sport,28,"(-6.9256978034973145, -3.4628489017486572, [-5.592063903808594, -1.3336338996887207])",116535552,openai-gpt
Water skiing is a,sport.,water skiing,sport,29,"(-6.598363399505615, -3.2991816997528076, [-5.020810127258301, -1.5775532722473145])",116535552,openai-gpt
Ice skating is a,sport.,ice skating,sport,30,"(-7.80302619934082, -3.90151309967041, [-5.918158531188965, -1.8848674297332764])",116535552,openai-gpt
Jai alai is a,sport.,jai alai,sport,31,"(-13.088500022888184, -6.544250011444092, [-11.062726974487305, -2.025773048400879])",116535552,openai-gpt
Skating is a,sport.,skating,sport,32,"(-7.169556140899658, -3.584778070449829, [-5.75015926361084, -1.4193968772888184])",116535552,openai-gpt
Skindiving is a,sport.,skindiving,sport,33,"(-8.94820785522461, -4.474103927612305, [-7.312097072601318, -1.636110782623291])",116535552,openai-gpt
Sailing is a,sport.,sailing,sport,34,"(-9.2349853515625, -4.61749267578125, [-7.553633689880371, -1.681351661682129])",116535552,openai-gpt
Diving is a,sport.,diving,sport,35,"(-8.251001358032227, -4.125500679016113, [-6.750659942626953, -1.5003409385681152])",116535552,openai-gpt
Archery is a,sport.,archery,sport,36,"(-8.303522109985352, -4.151761054992676, [-6.397542476654053, -1.9059793949127197])",116535552,openai-gpt
Judo is a,sport.,judo,sport,37,"(-10.638612747192383, -5.319306373596191, [-9.171835899353027, -1.4667773246765137])",116535552,openai-gpt
Car racing is a,sport.,car racing,sport,38,"(-7.016223430633545, -3.5081117153167725, [-5.629034042358398, -1.3871893882751465])",116535552,openai-gpt
Ping pong is a,sport.,ping pong,sport,39,"(-7.842730522155762, -3.921365261077881, [-5.916264533996582, -1.9264659881591797])",116535552,openai-gpt
Rowing is a,sport.,rowing,sport,40,"(-9.3374605178833, -4.66873025894165, [-7.701583385467529, -1.6358771324157715])",116535552,openai-gpt
Fishing is a,sport.,fishing,sport,41,"(-8.979881286621094, -4.489940643310547, [-7.557862281799316, -1.4220190048217773])",116535552,openai-gpt
Horseback riding is a,sport.,horseback riding,sport,42,"(-6.47214412689209, -3.236072063446045, [-4.737185478210449, -1.7349586486816406])",116535552,openai-gpt
Running is a,sport.,running,sport,43,"(-8.300548553466797, -4.150274276733398, [-7.129333972930908, -1.1712141036987305])",116535552,openai-gpt
Horse racing is a,sport.,horse racing,sport,44,"(-5.705532073974609, -2.8527660369873047, [-4.086421966552734, -1.619110107421875])",116535552,openai-gpt
Hiking is a,sport.,hiking,sport,45,"(-8.858667373657227, -4.429333686828613, [-7.493947982788086, -1.3647198677062988])",116535552,openai-gpt
Weight lifting is a,sport.,weight lifting,sport,46,"(-10.473464965820312, -5.236732482910156, [-8.939569473266602, -1.5338950157165527])",116535552,openai-gpt
Croquet is a,sport.,croquet,sport,47,"(-8.268552780151367, -4.134276390075684, [-6.489872932434082, -1.778679370880127])",116535552,openai-gpt
Horseshoes is a,sport.,horseshoes,sport,48,"(-8.551450729370117, -4.275725364685059, [-6.943169116973877, -1.6082820892333984])",116535552,openai-gpt
Boating is a,sport.,boating,sport,49,"(-8.24755859375, -4.123779296875, [-6.646604061126709, -1.6009540557861328])",116535552,openai-gpt
Pool is a,sport.,pool,sport,50,"(-12.318153381347656, -6.159076690673828, [-10.305025100708008, -2.0131287574768066])",116535552,openai-gpt
Billiards is a,sport.,billiards,sport,51,"(-8.275643348693848, -4.137821674346924, [-6.63021183013916, -1.6454315185546875])",116535552,openai-gpt
Hunting is a,sport.,hunting,sport,52,"(-9.055130004882812, -4.527565002441406, [-7.663468837738037, -1.3916606903076172])",116535552,openai-gpt
Jump rope is a,sport.,jump rope,sport,53,"(-9.778282165527344, -4.889141082763672, [-8.203392028808594, -1.5748906135559082])",116535552,openai-gpt
Camping is a,sport.,camping,sport,54,"(-11.217309951782227, -5.608654975891113, [-9.864304542541504, -1.3530049324035645])",116535552,openai-gpt
Chess is a,sport.,chess,sport,55,"(-7.894428253173828, -3.947214126586914, [-6.551663398742676, -1.3427648544311523])",116535552,openai-gpt
Dancing is a,sport.,dancing,sport,56,"(-9.036251068115234, -4.518125534057617, [-7.5717949867248535, -1.464456558227539])",116535552,openai-gpt
Checkers is a,sport.,checkers,sport,57,"(-7.298867225646973, -3.6494336128234863, [-6.179611682891846, -1.119255542755127])",116535552,openai-gpt
Cards is a,sport.,cards,sport,58,"(-10.504036903381348, -5.252018451690674, [-9.218660354614258, -1.2853765487670898])",116535552,openai-gpt
Sunbathing is a,sport.,sunbathing,sport,59,"(-7.182249546051025, -3.5911247730255127, [-5.625478267669678, -1.5567712783813477])",116535552,openai-gpt
Pea is a,vegetable.,pea,vegetable,1,"(-6.186453342437744, -3.093226671218872, [-5.285670280456543, -0.9007830619812012])",116535552,openai-gpt
Carrot is a,vegetable.,carrot,vegetable,2,"(-7.302260875701904, -3.651130437850952, [-6.275113105773926, -1.0271477699279785])",116535552,openai-gpt
Green bean is a,vegetable.,green bean,vegetable,3,"(-6.241549968719482, -3.120774984359741, [-5.1160888671875, -1.1254611015319824])",116535552,openai-gpt
String bean is a,vegetable.,string bean,vegetable,4,"(-6.367285251617432, -3.183642625808716, [-5.375552177429199, -0.9917330741882324])",116535552,openai-gpt
Spinach is a,vegetable.,spinach,vegetable,5,"(-6.241464614868164, -3.120732307434082, [-5.186657905578613, -1.0548067092895508])",116535552,openai-gpt
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-5.9625115394592285, -2.9812557697296143, [-4.964351654052734, -0.9981598854064941])",116535552,openai-gpt
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-8.041448593139648, -4.020724296569824, [-6.395390510559082, -1.6460580825805664])",116535552,openai-gpt
Corn is a,vegetable.,corn,vegetable,8,"(-6.313538074493408, -3.156769037246704, [-5.271867752075195, -1.041670322418213])",116535552,openai-gpt
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-7.792052268981934, -3.896026134490967, [-6.717857360839844, -1.0741949081420898])",116535552,openai-gpt
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-10.282588958740234, -5.141294479370117, [-8.980964660644531, -1.3016247749328613])",116535552,openai-gpt
Squash is a,vegetable.,squash,vegetable,11,"(-7.502589225769043, -3.7512946128845215, [-6.498375415802002, -1.004213809967041])",116535552,openai-gpt
Lettuce is a,vegetable.,lettuce,vegetable,12,"(-6.41537618637085, -3.207688093185425, [-5.344391822814941, -1.0709843635559082])",116535552,openai-gpt
Celery is a,vegetable.,celery,vegetable,13,"(-6.789473533630371, -3.3947367668151855, [-5.6316728591918945, -1.1578006744384766])",116535552,openai-gpt
Cucumber is a,vegetable.,cucumber,vegetable,14,"(-6.982958793640137, -3.4914793968200684, [-5.751486301422119, -1.2314724922180176])",116535552,openai-gpt
Beet is a,vegetable.,beet,vegetable,15,"(-8.360960006713867, -4.180480003356934, [-7.411022663116455, -0.9499373435974121])",116535552,openai-gpt
Green is a,vegetable.,green,vegetable,16,"(-8.907819747924805, -4.453909873962402, [-7.8748040199279785, -1.0330157279968262])",116535552,openai-gpt
Tomato is a,vegetable.,tomato,vegetable,17,"(-6.784313678741455, -3.3921568393707275, [-5.712157249450684, -1.0721564292907715])",116535552,openai-gpt
Lima bean is a,vegetable.,lima bean,vegetable,18,"(-6.697943687438965, -3.3489718437194824, [-5.449549674987793, -1.2483940124511719])",116535552,openai-gpt
