preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Jacks are,toys.,jacks,toy,15,"(-11.826087951660156, -5.913043975830078, [-10.03057861328125, -1.7955093383789062])",124439808,gpt2
Paper dolls are,toys.,paper dolls,toy,16,"(-9.561103820800781, -4.780551910400391, [-6.949394226074219, -2.6117095947265625])",124439808,gpt2
An erector set is a,toy.,erector set,toy,17,"(-11.547149658203125, -5.7735748291015625, [-6.709175109863281, -4.837974548339844])",124439808,gpt2
A hula hoop is a,toy.,hula hoop,toy,18,"(-11.240890502929688, -5.620445251464844, [-6.68511962890625, -4.5557708740234375])",124439808,gpt2
A jump rope is a,toy.,jump rope,toy,19,"(-11.465400695800781, -5.732700347900391, [-7.477409362792969, -3.9879913330078125])",124439808,gpt2
A pogo stick is a,toy.,pogo stick,toy,20,"(-9.550788879394531, -4.775394439697266, [-5.2131500244140625, -4.337638854980469])",124439808,gpt2
A clay is a,toy.,clay,toy,21,"(-11.5740966796875, -5.78704833984375, [-8.108245849609375, -3.465850830078125])",124439808,gpt2
A wagon is a,toy.,wagon,toy,22,"(-10.096794128417969, -5.048397064208984, [-6.6214447021484375, -3.4753494262695312])",124439808,gpt2
A kite is a,toy.,kite,toy,23,"(-10.029197692871094, -5.014598846435547, [-5.75726318359375, -4.271934509277344])",124439808,gpt2
A train is a,toy.,train,toy,24,"(-11.62823486328125, -5.814117431640625, [-8.199470520019531, -3.4287643432617188])",124439808,gpt2
A tricycle is a,toy.,tricycle,toy,25,"(-11.432167053222656, -5.716083526611328, [-6.920440673828125, -4.511726379394531])",124439808,gpt2
A coloring book is a,toy.,coloring book,toy,26,"(-9.302986145019531, -4.651493072509766, [-6.914329528808594, -2.3886566162109375])",124439808,gpt2
Crayons are,toys.,crayons,toy,27,"(-12.114173889160156, -6.057086944580078, [-10.02215576171875, -2.0920181274414062])",124439808,gpt2
A truck is a,toy.,truck,toy,28,"(-10.379371643066406, -5.189685821533203, [-7.1653900146484375, -3.2139816284179688])",124439808,gpt2
A puzzle is a,toy.,puzzle,toy,29,"(-9.96734619140625, -4.983673095703125, [-7.721366882324219, -2.2459793090820312])",124439808,gpt2
A fire engine is a,toy.,fire engine,toy,30,"(-11.555282592773438, -5.777641296386719, [-8.318496704101562, -3.236785888671875])",124439808,gpt2
A balloon is a,toy.,balloon,toy,31,"(-9.811439514160156, -4.905719757080078, [-6.2866363525390625, -3.5248031616210938])",124439808,gpt2
Skates are,toys.,skates,toy,32,"(-11.952651977539062, -5.976325988769531, [-9.69952392578125, -2.2531280517578125])",124439808,gpt2
A baseball is a,toy.,baseball,toy,33,"(-8.360153198242188, -4.180076599121094, [-6.863609313964844, -1.4965438842773438])",124439808,gpt2
A drum is a,toy.,drum,toy,34,"(-11.482467651367188, -5.741233825683594, [-7.444969177246094, -4.037498474121094])",124439808,gpt2
A football is a,toy.,football,toy,35,"(-9.38018798828125, -4.690093994140625, [-7.901832580566406, -1.4783554077148438])",124439808,gpt2
A game is a,toy.,game,toy,36,"(-9.975021362304688, -4.987510681152344, [-8.314529418945312, -1.660491943359375])",124439808,gpt2
A swing is a,toy.,swing,toy,37,"(-12.709716796875, -6.3548583984375, [-10.017204284667969, -2.6925125122070312])",124439808,gpt2
A boat is a,toy.,boat,toy,38,"(-10.114707946777344, -5.057353973388672, [-6.9614105224609375, -3.1532974243164062])",124439808,gpt2
A monopoly is a,toy.,monopoly,toy,39,"(-13.43988037109375, -6.719940185546875, [-10.851730346679688, -2.5881500244140625])",124439808,gpt2
A sled is a,toy.,sled,toy,40,"(-10.828559875488281, -5.414279937744141, [-6.606285095214844, -4.2222747802734375])",124439808,gpt2
A seesaw is a,toy.,seesaw,toy,41,"(-12.439964294433594, -6.219982147216797, [-7.6961517333984375, -4.743812561035156])",124439808,gpt2
Stilts are,toys.,stilts,toy,42,"(-11.943275451660156, -5.971637725830078, [-9.389671325683594, -2.5536041259765625])",124439808,gpt2
Checkers are,toys.,checkers,toy,43,"(-15.436859130859375, -7.7184295654296875, [-12.909332275390625, -2.52752685546875])",124439808,gpt2
A bat is a,toy.,bat,toy,44,"(-8.1746826171875, -4.08734130859375, [-5.8292388916015625, -2.3454437255859375])",124439808,gpt2
A car is a,toy.,car,toy,45,"(-8.706085205078125, -4.3530426025390625, [-6.113136291503906, -2.5929489135742188])",124439808,gpt2
An airplane is a,toy.,airplane,toy,46,"(-9.204933166503906, -4.602466583251953, [-6.8966827392578125, -2.3082504272460938])",124439808,gpt2
A bicycle is a,toy.,bicycle,toy,47,"(-9.022575378417969, -4.511287689208984, [-6.361259460449219, -2.66131591796875])",124439808,gpt2
A tractor is a,toy.,tractor,toy,48,"(-11.519424438476562, -5.759712219238281, [-7.373039245605469, -4.146385192871094])",124439808,gpt2
A sandbox is a,toy.,sandbox,toy,49,"(-10.986198425292969, -5.493099212646484, [-8.153846740722656, -2.8323516845703125])",124439808,gpt2
A bike is a,toy.,bike,toy,50,"(-8.318435668945312, -4.159217834472656, [-6.365715026855469, -1.9527206420898438])",124439808,gpt2
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-10.221580505371094, -5.110790252685547, [-7.523017883300781, -2.6985626220703125])",124439808,gpt2
A rope is a,toy.,rope,toy,52,"(-11.040023803710938, -5.520011901855469, [-7.882225036621094, -3.1577987670898438])",124439808,gpt2
Dishes are,toys.,dishes,toy,53,"(-12.477378845214844, -6.238689422607422, [-10.469406127929688, -2.0079727172851562])",124439808,gpt2
Cards are,toys.,cards,toy,54,"(-12.341064453125, -6.1705322265625, [-10.486480712890625, -1.854583740234375])",124439808,gpt2
A mitt is a,toy.,mitt,toy,55,"(-9.989715576171875, -4.9948577880859375, [-6.8321685791015625, -3.1575469970703125])",124439808,gpt2
A horse is a,toy.,horse,toy,56,"(-8.86944580078125, -4.434722900390625, [-6.674407958984375, -2.195037841796875])",124439808,gpt2
A gun is a,toy.,gun,toy,57,"(-6.8347930908203125, -3.4173965454101562, [-4.8930816650390625, -1.94171142578125])",124439808,gpt2
Animals are,toys.,animals,toy,58,"(-11.964637756347656, -5.982318878173828, [-10.227195739746094, -1.7374420166015625])",124439808,gpt2
A tennis racket is a,toy.,tennis racket,toy,59,"(-9.073318481445312, -4.536659240722656, [-6.046699523925781, -3.0266189575195312])",124439808,gpt2
Books are,toys.,books,toy,60,"(-13.908248901367188, -6.954124450683594, [-12.193634033203125, -1.7146148681640625])",124439808,gpt2
A robin is a,bird.,robin,bird,1,"(-7.9619598388671875, -3.9809799194335938, [-4.50897216796875, -3.4529876708984375])",124439808,gpt2
A sparrow is a,bird.,sparrow,bird,2,"(-8.009429931640625, -4.0047149658203125, [-4.2211456298828125, -3.7882843017578125])",124439808,gpt2
A bluejay is a,bird.,bluejay,bird,3,"(-9.132301330566406, -4.566150665283203, [-5.229148864746094, -3.9031524658203125])",124439808,gpt2
A bluebird is a,bird.,bluebird,bird,4,"(-7.855445861816406, -3.927722930908203, [-2.5816497802734375, -5.273796081542969])",124439808,gpt2
A canary is a,bird.,canary,bird,5,"(-9.333885192871094, -4.666942596435547, [-6.264549255371094, -3.0693359375])",124439808,gpt2
A blackbird is a,bird.,blackbird,bird,6,"(-7.994102478027344, -3.997051239013672, [-2.4710006713867188, -5.523101806640625])",124439808,gpt2
A dove is a,bird.,dove,bird,7,"(-7.650787353515625, -3.8253936767578125, [-3.2161102294921875, -4.4346771240234375])",124439808,gpt2
A lark is a,bird.,lark,bird,8,"(-9.591178894042969, -4.795589447021484, [-5.821678161621094, -3.769500732421875])",124439808,gpt2
A swallow is a,bird.,swallow,bird,9,"(-9.027244567871094, -4.513622283935547, [-6.111717224121094, -2.91552734375])",124439808,gpt2
A parakeet is a,bird.,parakeet,bird,10,"(-7.596031188964844, -3.798015594482422, [-3.9070358276367188, -3.688995361328125])",124439808,gpt2
An oriole is a,bird.,oriole,bird,11,"(-8.145439147949219, -4.072719573974609, [-3.7372894287109375, -4.408149719238281])",124439808,gpt2
A mockingbird is a,bird.,mockingbird,bird,12,"(-8.011505126953125, -4.0057525634765625, [-2.5000991821289062, -5.511405944824219])",124439808,gpt2
A redbird is a,bird.,redbird,bird,13,"(-7.008575439453125, -3.5042877197265625, [-2.2166748046875, -4.791900634765625])",124439808,gpt2
A wren is a,bird.,wren,bird,14,"(-10.679397583007812, -5.339698791503906, [-7.440574645996094, -3.2388229370117188])",124439808,gpt2
A finch is a,bird.,finch,bird,15,"(-8.999183654785156, -4.499591827392578, [-5.6240997314453125, -3.3750839233398438])",124439808,gpt2
A starling is a,bird.,starling,bird,16,"(-8.771934509277344, -4.385967254638672, [-4.663505554199219, -4.108428955078125])",124439808,gpt2
A cardinal is a,bird.,cardinal,bird,17,"(-10.506446838378906, -5.253223419189453, [-7.684898376464844, -2.8215484619140625])",124439808,gpt2
An eagle is a,bird.,eagle,bird,18,"(-5.8339996337890625, -2.9169998168945312, [-1.9180984497070312, -3.9159011840820312])",124439808,gpt2
A hummingbird is a,bird.,hummingbird,bird,19,"(-8.581581115722656, -4.290790557861328, [-3.0931549072265625, -5.488426208496094])",124439808,gpt2
A seagull is a,bird.,seagull,bird,20,"(-9.555389404296875, -4.7776947021484375, [-4.756126403808594, -4.799263000488281])",124439808,gpt2
A woodpecker is a,bird.,woodpecker,bird,21,"(-8.629844665527344, -4.314922332763672, [-4.453468322753906, -4.1763763427734375])",124439808,gpt2
A pigeon is a,bird.,pigeon,bird,22,"(-6.363990783691406, -3.181995391845703, [-2.74371337890625, -3.6202774047851562])",124439808,gpt2
A thrush is a,bird.,thrush,bird,23,"(-10.272361755371094, -5.136180877685547, [-5.9609832763671875, -4.311378479003906])",124439808,gpt2
A falcon is a,bird.,falcon,bird,24,"(-7.7874908447265625, -3.8937454223632812, [-3.1385726928710938, -4.648918151855469])",124439808,gpt2
A crow is a,bird.,crow,bird,25,"(-5.7783660888671875, -2.8891830444335938, [-2.6896133422851562, -3.0887527465820312])",124439808,gpt2
A hawk is a,bird.,hawk,bird,26,"(-6.462593078613281, -3.2312965393066406, [-2.7209625244140625, -3.7416305541992188])",124439808,gpt2
A raven is a,bird.,raven,bird,27,"(-7.733131408691406, -3.866565704345703, [-3.43328857421875, -4.299842834472656])",124439808,gpt2
A goldfinch is a,bird.,goldfinch,bird,28,"(-10.8148193359375, -5.40740966796875, [-7.4785003662109375, -3.3363189697265625])",124439808,gpt2
A parrot is a,bird.,parrot,bird,29,"(-6.950019836425781, -3.4750099182128906, [-2.7249221801757812, -4.22509765625])",124439808,gpt2
A sandpiper is a,bird.,sandpiper,bird,30,"(-8.567214965820312, -4.283607482910156, [-4.902587890625, -3.6646270751953125])",124439808,gpt2
A pheasant is a,bird.,pheasant,bird,31,"(-9.321540832519531, -4.660770416259766, [-4.8289642333984375, -4.492576599121094])",124439808,gpt2
A catbird is a,bird.,catbird,bird,32,"(-6.887664794921875, -3.4438323974609375, [-2.6719818115234375, -4.2156829833984375])",124439808,gpt2
A crane is a,bird.,crane,bird,33,"(-11.816009521484375, -5.9080047607421875, [-8.240196228027344, -3.5758132934570312])",124439808,gpt2
An albatross is a,bird.,albatross,bird,34,"(-8.752128601074219, -4.376064300537109, [-4.4100189208984375, -4.342109680175781])",124439808,gpt2
A condor is a,bird.,condor,bird,35,"(-10.931304931640625, -5.4656524658203125, [-6.9934234619140625, -3.9378814697265625])",124439808,gpt2
A toucan is a,bird.,toucan,bird,36,"(-8.56134033203125, -4.280670166015625, [-4.590873718261719, -3.9704666137695312])",124439808,gpt2
An owl is a,bird.,owl,bird,37,"(-6.825752258300781, -3.4128761291503906, [-2.7193984985351562, -4.106353759765625])",124439808,gpt2
A pelican is a,bird.,pelican,bird,38,"(-9.492889404296875, -4.7464447021484375, [-4.927696228027344, -4.565193176269531])",124439808,gpt2
A goose is a,bird.,goose,bird,39,"(-5.3328399658203125, -2.6664199829101562, [-2.6053237915039062, -2.7275161743164062])",124439808,gpt2
A vulture is a,bird.,vulture,bird,40,"(-8.437507629394531, -4.218753814697266, [-3.922576904296875, -4.514930725097656])",124439808,gpt2
A stork is a,bird.,stork,bird,41,"(-8.024421691894531, -4.012210845947266, [-5.420646667480469, -2.6037750244140625])",124439808,gpt2
A buzzard is a,bird.,buzzard,bird,42,"(-9.184707641601562, -4.592353820800781, [-5.436592102050781, -3.7481155395507812])",124439808,gpt2
A swan is a,bird.,swan,bird,43,"(-7.2937469482421875, -3.6468734741210938, [-3.700531005859375, -3.5932159423828125])",124439808,gpt2
A flamingo is a,bird.,flamingo,bird,44,"(-8.299705505371094, -4.149852752685547, [-4.499382019042969, -3.800323486328125])",124439808,gpt2
A duck is a,bird.,duck,bird,45,"(-6.024909973144531, -3.0124549865722656, [-3.433807373046875, -2.5911026000976562])",124439808,gpt2
A peacock is a,bird.,peacock,bird,46,"(-8.153305053710938, -4.076652526855469, [-3.6653594970703125, -4.487945556640625])",124439808,gpt2
An egret is a,bird.,egret,bird,47,"(-8.447921752929688, -4.223960876464844, [-5.462181091308594, -2.9857406616210938])",124439808,gpt2
A chicken is a,bird.,chicken,bird,48,"(-5.567985534667969, -2.7839927673339844, [-3.7884902954101562, -1.7794952392578125])",124439808,gpt2
A turkey is a,bird.,turkey,bird,49,"(-6.646842956542969, -3.3234214782714844, [-3.5415115356445312, -3.1053314208984375])",124439808,gpt2
An ostrich is a,bird.,ostrich,bird,50,"(-8.798507690429688, -4.399253845214844, [-3.8579864501953125, -4.940521240234375])",124439808,gpt2
A titmouse is a,bird.,titmouse,bird,51,"(-10.213088989257812, -5.106544494628906, [-6.152099609375, -4.0609893798828125])",124439808,gpt2
An emu is a,bird.,emu,bird,52,"(-9.136734008789062, -4.568367004394531, [-5.82196044921875, -3.3147735595703125])",124439808,gpt2
A penguin is a,bird.,penguin,bird,53,"(-8.996849060058594, -4.498424530029297, [-4.85968017578125, -4.137168884277344])",124439808,gpt2
A bat is a,bird.,bat,bird,54,"(-6.979743957519531, -3.4898719787597656, [-4.8402099609375, -2.1395339965820312])",124439808,gpt2
Football is a,sport.,football,sport,1,"(-8.498558044433594, -4.249279022216797, [-4.617118835449219, -3.881439208984375])",124439808,gpt2
Baseball is a,sport.,baseball,sport,2,"(-9.241188049316406, -4.620594024658203, [-5.011711120605469, -4.2294769287109375])",124439808,gpt2
Basketball is a,sport.,basketball,sport,3,"(-6.360466003417969, -3.1802330017089844, [-3.0211181640625, -3.3393478393554688])",124439808,gpt2
Tennis is a,sport.,tennis,sport,4,"(-10.754074096679688, -5.377037048339844, [-6.602668762207031, -4.151405334472656])",124439808,gpt2
Softball is a,sport.,softball,sport,5,"(-9.92291259765625, -4.961456298828125, [-4.815925598144531, -5.106986999511719])",124439808,gpt2
Canoeing is a,sport.,canoeing,sport,6,"(-8.384986877441406, -4.192493438720703, [-4.7024993896484375, -3.6824874877929688])",124439808,gpt2
Handball is a,sport.,handball,sport,7,"(-10.388946533203125, -5.1944732666015625, [-5.693031311035156, -4.695915222167969])",124439808,gpt2
Rugby is a,sport.,rugby,sport,8,"(-8.599845886230469, -4.299922943115234, [-4.190948486328125, -4.408897399902344])",124439808,gpt2
Hockey is a,sport.,hockey,sport,9,"(-6.5836639404296875, -3.2918319702148438, [-2.5617904663085938, -4.021873474121094])",124439808,gpt2
Ice hockey is a,sport.,ice hockey,sport,10,"(-5.922447204589844, -2.961223602294922, [-2.2355117797851562, -3.6869354248046875])",124439808,gpt2
Swimming is a,sport.,swimming,sport,11,"(-7.1509246826171875, -3.5754623413085938, [-2.8514022827148438, -4.299522399902344])",124439808,gpt2
Track is a,sport.,track,sport,12,"(-12.976104736328125, -6.4880523681640625, [-8.566566467285156, -4.409538269042969])",124439808,gpt2
Boxing is a,sport.,boxing,sport,13,"(-10.594024658203125, -5.2970123291015625, [-6.61688232421875, -3.977142333984375])",124439808,gpt2
Volleyball is a,sport.,volleyball,sport,14,"(-8.876495361328125, -4.4382476806640625, [-4.06201171875, -4.814483642578125])",124439808,gpt2
Lacrosse is a,sport.,lacrosse,sport,15,"(-9.164787292480469, -4.582393646240234, [-4.6263580322265625, -4.538429260253906])",124439808,gpt2
Skiing is a,sport.,skiing,sport,16,"(-9.262832641601562, -4.631416320800781, [-5.1715850830078125, -4.09124755859375])",124439808,gpt2
Golf is a,sport.,golf,sport,17,"(-9.378608703613281, -4.689304351806641, [-5.563636779785156, -3.814971923828125])",124439808,gpt2
Polo is a,sport.,polo,sport,18,"(-12.723014831542969, -6.361507415771484, [-7.377891540527344, -5.345123291015625])",124439808,gpt2
Surfing is a,sport.,surfing,sport,19,"(-9.295310974121094, -4.647655487060547, [-4.9407806396484375, -4.354530334472656])",124439808,gpt2
Wrestling is a,sport.,wrestling,sport,20,"(-6.923133850097656, -3.461566925048828, [-2.7985305786132812, -4.124603271484375])",124439808,gpt2
Gymnastics is a,sport.,gymnastics,sport,21,"(-11.028450012207031, -5.514225006103516, [-6.6190643310546875, -4.409385681152344])",124439808,gpt2
Cricket is a,sport.,cricket,sport,22,"(-6.995368957519531, -3.4976844787597656, [-2.6713180541992188, -4.3240509033203125])",124439808,gpt2
Squash is a,sport.,squash,sport,23,"(-11.991935729980469, -5.995967864990234, [-7.349822998046875, -4.642112731933594])",124439808,gpt2
Badminton is a,sport.,badminton,sport,24,"(-8.108497619628906, -4.054248809814453, [-3.3446884155273438, -4.7638092041015625])",124439808,gpt2
Racing is a,sport.,racing,sport,25,"(-7.7413177490234375, -3.8706588745117188, [-3.6214675903320312, -4.119850158691406])",124439808,gpt2
Pole vault is a,sport.,pole vault,sport,26,"(-14.009788513183594, -7.004894256591797, [-9.938278198242188, -4.071510314941406])",124439808,gpt2
Fencing is a,sport.,fencing,sport,27,"(-11.321952819824219, -5.660976409912109, [-7.5297088623046875, -3.7922439575195312])",124439808,gpt2
Bowling is a,sport.,bowling,sport,28,"(-10.109588623046875, -5.0547943115234375, [-5.925262451171875, -4.184326171875])",124439808,gpt2
Water skiing is a,sport.,water skiing,sport,29,"(-6.894256591796875, -3.4471282958984375, [-2.8055877685546875, -4.0886688232421875])",124439808,gpt2
Ice skating is a,sport.,ice skating,sport,30,"(-6.4619293212890625, -3.2309646606445312, [-2.3048171997070312, -4.157112121582031])",124439808,gpt2
Jai alai is a,sport.,jai alai,sport,31,"(-13.149375915527344, -6.574687957763672, [-8.854148864746094, -4.29522705078125])",124439808,gpt2
Skating is a,sport.,skating,sport,32,"(-7.575103759765625, -3.7875518798828125, [-3.5539627075195312, -4.021141052246094])",124439808,gpt2
Skindiving is a,sport.,skindiving,sport,33,"(-11.959754943847656, -5.979877471923828, [-7.770484924316406, -4.18927001953125])",124439808,gpt2
Sailing is a,sport.,sailing,sport,34,"(-9.41424560546875, -4.707122802734375, [-5.91717529296875, -3.4970703125])",124439808,gpt2
Diving is a,sport.,diving,sport,35,"(-8.560226440429688, -4.280113220214844, [-4.787895202636719, -3.7723312377929688])",124439808,gpt2
Archery is a,sport.,archery,sport,36,"(-10.446403503417969, -5.223201751708984, [-5.701866149902344, -4.744537353515625])",124439808,gpt2
Judo is a,sport.,judo,sport,37,"(-12.305206298828125, -6.1526031494140625, [-7.7032928466796875, -4.6019134521484375])",124439808,gpt2
Car racing is a,sport.,car racing,sport,38,"(-6.453865051269531, -3.2269325256347656, [-2.4611053466796875, -3.9927597045898438])",124439808,gpt2
Ping pong is a,sport.,ping pong,sport,39,"(-9.493667602539062, -4.746833801269531, [-6.32183837890625, -3.1718292236328125])",124439808,gpt2
Rowing is a,sport.,rowing,sport,40,"(-8.264328002929688, -4.132164001464844, [-3.8208847045898438, -4.443443298339844])",124439808,gpt2
Fishing is a,sport.,fishing,sport,41,"(-8.189247131347656, -4.094623565673828, [-4.4517669677734375, -3.7374801635742188])",124439808,gpt2
Horseback riding is a,sport.,horseback riding,sport,42,"(-8.051124572753906, -4.025562286376953, [-3.0629425048828125, -4.988182067871094])",124439808,gpt2
Running is a,sport.,running,sport,43,"(-11.713142395019531, -5.856571197509766, [-7.390220642089844, -4.3229217529296875])",124439808,gpt2
Horse racing is a,sport.,horse racing,sport,44,"(-6.892059326171875, -3.4460296630859375, [-2.1464385986328125, -4.7456207275390625])",124439808,gpt2
Hiking is a,sport.,hiking,sport,45,"(-7.394927978515625, -3.6974639892578125, [-4.4050445556640625, -2.9898834228515625])",124439808,gpt2
Weight lifting is a,sport.,weight lifting,sport,46,"(-7.6262359619140625, -3.8131179809570312, [-3.8730545043945312, -3.7531814575195312])",124439808,gpt2
Croquet is a,sport.,croquet,sport,47,"(-10.087425231933594, -5.043712615966797, [-5.455833435058594, -4.631591796875])",124439808,gpt2
Horseshoes is a,sport.,horseshoes,sport,48,"(-12.010147094726562, -6.005073547363281, [-7.491035461425781, -4.519111633300781])",124439808,gpt2
Boating is a,sport.,boating,sport,49,"(-8.56842041015625, -4.284210205078125, [-5.368217468261719, -3.2002029418945312])",124439808,gpt2
Pool is a,sport.,pool,sport,50,"(-14.097053527832031, -7.048526763916016, [-9.801841735839844, -4.2952117919921875])",124439808,gpt2
Billiards is a,sport.,billiards,sport,51,"(-12.287223815917969, -6.143611907958984, [-8.285820007324219, -4.00140380859375])",124439808,gpt2
Hunting is a,sport.,hunting,sport,52,"(-7.937461853027344, -3.968730926513672, [-4.622650146484375, -3.3148117065429688])",124439808,gpt2
Jump rope is a,sport.,jump rope,sport,53,"(-10.661750793457031, -5.330875396728516, [-6.999916076660156, -3.661834716796875])",124439808,gpt2
Camping is a,sport.,camping,sport,54,"(-9.62847900390625, -4.814239501953125, [-6.436988830566406, -3.1914901733398438])",124439808,gpt2
Chess is a,sport.,chess,sport,55,"(-12.021728515625, -6.0108642578125, [-7.8135528564453125, -4.2081756591796875])",124439808,gpt2
Dancing is a,sport.,dancing,sport,56,"(-8.354354858398438, -4.177177429199219, [-4.707908630371094, -3.6464462280273438])",124439808,gpt2
Checkers is a,sport.,checkers,sport,57,"(-12.881332397460938, -6.440666198730469, [-8.374320983886719, -4.507011413574219])",124439808,gpt2
Cards is a,sport.,cards,sport,58,"(-11.676010131835938, -5.838005065917969, [-7.9880523681640625, -3.687957763671875])",124439808,gpt2
Sunbathing is a,sport.,sunbathing,sport,59,"(-10.473716735839844, -5.236858367919922, [-6.7242431640625, -3.7494735717773438])",124439808,gpt2
Pea is a,vegetable.,pea,vegetable,1,"(-11.014564514160156, -5.507282257080078, [-7.867805480957031, -3.146759033203125])",124439808,gpt2
Carrot is a,vegetable.,carrot,vegetable,2,"(-11.598342895507812, -5.799171447753906, [-8.122528076171875, -3.4758148193359375])",124439808,gpt2
Green bean is a,vegetable.,green bean,vegetable,3,"(-8.407356262207031, -4.203678131103516, [-5.043731689453125, -3.3636245727539062])",124439808,gpt2
String bean is a,vegetable.,string bean,vegetable,4,"(-14.122520446777344, -7.061260223388672, [-11.922088623046875, -2.2004318237304688])",124439808,gpt2
Spinach is a,vegetable.,spinach,vegetable,5,"(-12.622116088867188, -6.311058044433594, [-8.978141784667969, -3.6439743041992188])",124439808,gpt2
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-7.671073913574219, -3.8355369567871094, [-4.5386199951171875, -3.1324539184570312])",124439808,gpt2
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-8.465629577636719, -4.232814788818359, [-4.614753723144531, -3.8508758544921875])",124439808,gpt2
Corn is a,vegetable.,corn,vegetable,8,"(-10.685379028320312, -5.342689514160156, [-7.570564270019531, -3.1148147583007812])",124439808,gpt2
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-8.171775817871094, -4.085887908935547, [-4.550567626953125, -3.6212081909179688])",124439808,gpt2
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-12.303031921386719, -6.151515960693359, [-8.204505920410156, -4.0985260009765625])",124439808,gpt2
Squash is a,vegetable.,squash,vegetable,11,"(-14.714179992675781, -7.357089996337891, [-10.423805236816406, -4.290374755859375])",124439808,gpt2
Lettuce is a,vegetable.,lettuce,vegetable,12,"(-8.357582092285156, -4.178791046142578, [-5.262962341308594, -3.0946197509765625])",124439808,gpt2
Celery is a,vegetable.,celery,vegetable,13,"(-9.354667663574219, -4.677333831787109, [-6.3753662109375, -2.9793014526367188])",124439808,gpt2
Cucumber is a,vegetable.,cucumber,vegetable,14,"(-9.343513488769531, -4.671756744384766, [-6.061714172363281, -3.28179931640625])",124439808,gpt2
Beet is a,vegetable.,beet,vegetable,15,"(-11.684516906738281, -5.842258453369141, [-8.318229675292969, -3.3662872314453125])",124439808,gpt2
Green is a,vegetable.,green,vegetable,16,"(-12.203269958496094, -6.101634979248047, [-9.557571411132812, -2.6456985473632812])",124439808,gpt2
Tomato is a,vegetable.,tomato,vegetable,17,"(-12.569755554199219, -6.284877777099609, [-9.108161926269531, -3.4615936279296875])",124439808,gpt2
Lima bean is a,vegetable.,lima bean,vegetable,18,"(-9.507041931152344, -4.753520965576172, [-5.49810791015625, -4.008934020996094])",124439808,gpt2
Artichoke is a,vegetable.,artichoke,vegetable,19,"(-11.915176391601562, -5.957588195800781, [-7.810737609863281, -4.104438781738281])",124439808,gpt2
Turnip is a,vegetable.,turnip,vegetable,20,"(-13.494865417480469, -6.747432708740234, [-10.0357666015625, -3.4590988159179688])",124439808,gpt2
Eggplant is a,vegetable.,eggplant,vegetable,21,"(-8.946380615234375, -4.4731903076171875, [-5.458473205566406, -3.4879074096679688])",124439808,gpt2
Romaine is a,vegetable.,romaine,vegetable,22,"(-12.6768798828125, -6.33843994140625, [-10.017356872558594, -2.6595230102539062])",124439808,gpt2
Green pepper is a,vegetable.,green pepper,vegetable,23,"(-8.639129638671875, -4.3195648193359375, [-5.525779724121094, -3.1133499145507812])",124439808,gpt2
