preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A monopoly is a,toy.,monopoly,toy,39,"(-12.587669372558594, -6.293834686279297, [-10.675365447998047, -1.9123039245605469])",81912576,distilgpt2
A sled is a,toy.,sled,toy,40,"(-10.167221069335938, -5.083610534667969, [-6.687591552734375, -3.4796295166015625])",81912576,distilgpt2
A seesaw is a,toy.,seesaw,toy,41,"(-11.061710357666016, -5.530855178833008, [-7.614875793457031, -3.4468345642089844])",81912576,distilgpt2
Stilts are,toys.,stilts,toy,42,"(-12.583648681640625, -6.2918243408203125, [-10.495895385742188, -2.0877532958984375])",81912576,distilgpt2
Checkers are,toys.,checkers,toy,43,"(-13.795284271240234, -6.897642135620117, [-11.705245971679688, -2.090038299560547])",81912576,distilgpt2
A bat is a,toy.,bat,toy,44,"(-9.684688568115234, -4.842344284057617, [-6.640705108642578, -3.0439834594726562])",81912576,distilgpt2
A car is a,toy.,car,toy,45,"(-10.072032928466797, -5.036016464233398, [-6.403598785400391, -3.6684341430664062])",81912576,distilgpt2
An airplane is a,toy.,airplane,toy,46,"(-10.457382202148438, -5.228691101074219, [-7.413490295410156, -3.0438919067382812])",81912576,distilgpt2
A bicycle is a,toy.,bicycle,toy,47,"(-10.283210754394531, -5.141605377197266, [-7.193656921386719, -3.0895538330078125])",81912576,distilgpt2
A tractor is a,toy.,tractor,toy,48,"(-11.122615814208984, -5.561307907104492, [-7.1046295166015625, -4.017986297607422])",81912576,distilgpt2
A sandbox is a,toy.,sandbox,toy,49,"(-12.160930633544922, -6.080465316772461, [-8.565330505371094, -3.595600128173828])",81912576,distilgpt2
A bike is a,toy.,bike,toy,50,"(-10.354179382324219, -5.177089691162109, [-7.4512786865234375, -2.9029006958007812])",81912576,distilgpt2
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-11.038333892822266, -5.519166946411133, [-7.822223663330078, -3.2161102294921875])",81912576,distilgpt2
A rope is a,toy.,rope,toy,52,"(-10.892250061035156, -5.446125030517578, [-7.675987243652344, -3.2162628173828125])",81912576,distilgpt2
Dishes are,toys.,dishes,toy,53,"(-12.881641387939453, -6.440820693969727, [-10.959236145019531, -1.9224052429199219])",81912576,distilgpt2
Cards are,toys.,cards,toy,54,"(-12.102397918701172, -6.051198959350586, [-10.31594467163086, -1.7864532470703125])",81912576,distilgpt2
A mitt is a,toy.,mitt,toy,55,"(-9.992801666259766, -4.996400833129883, [-7.184883117675781, -2.8079185485839844])",81912576,distilgpt2
A horse is a,toy.,horse,toy,56,"(-10.153488159179688, -5.076744079589844, [-7.499439239501953, -2.6540489196777344])",81912576,distilgpt2
A gun is a,toy.,gun,toy,57,"(-8.251296997070312, -4.125648498535156, [-5.590187072753906, -2.6611099243164062])",81912576,distilgpt2
Animals are,toys.,animals,toy,58,"(-12.005321502685547, -6.002660751342773, [-10.296867370605469, -1.7084541320800781])",81912576,distilgpt2
A tennis racket is a,toy.,tennis racket,toy,59,"(-10.654109954833984, -5.327054977416992, [-6.995048522949219, -3.6590614318847656])",81912576,distilgpt2
Books are,toys.,books,toy,60,"(-12.177299499511719, -6.088649749755859, [-10.434211730957031, -1.7430877685546875])",81912576,distilgpt2
A robin is a,bird.,robin,bird,1,"(-10.569019317626953, -5.284509658813477, [-7.322105407714844, -3.2469139099121094])",81912576,distilgpt2
A sparrow is a,bird.,sparrow,bird,2,"(-8.320823669433594, -4.160411834716797, [-4.435054779052734, -3.8857688903808594])",81912576,distilgpt2
A bluejay is a,bird.,bluejay,bird,3,"(-8.868453979492188, -4.434226989746094, [-5.60198974609375, -3.2664642333984375])",81912576,distilgpt2
A bluebird is a,bird.,bluebird,bird,4,"(-7.681903839111328, -3.840951919555664, [-3.3037643432617188, -4.378139495849609])",81912576,distilgpt2
A canary is a,bird.,canary,bird,5,"(-10.041999816894531, -5.020999908447266, [-6.354949951171875, -3.6870498657226562])",81912576,distilgpt2
A blackbird is a,bird.,blackbird,bird,6,"(-8.134895324707031, -4.067447662353516, [-3.49859619140625, -4.636299133300781])",81912576,distilgpt2
A dove is a,bird.,dove,bird,7,"(-7.833110809326172, -3.916555404663086, [-4.133060455322266, -3.7000503540039062])",81912576,distilgpt2
A lark is a,bird.,lark,bird,8,"(-9.101264953613281, -4.550632476806641, [-5.894050598144531, -3.20721435546875])",81912576,distilgpt2
A swallow is a,bird.,swallow,bird,9,"(-9.41995620727539, -4.709978103637695, [-6.364097595214844, -3.055858612060547])",81912576,distilgpt2
A parakeet is a,bird.,parakeet,bird,10,"(-9.722484588623047, -4.861242294311523, [-5.7051849365234375, -4.017299652099609])",81912576,distilgpt2
An oriole is a,bird.,oriole,bird,11,"(-7.846870422363281, -3.9234352111816406, [-4.416828155517578, -3.430042266845703])",81912576,distilgpt2
A mockingbird is a,bird.,mockingbird,bird,12,"(-9.120124816894531, -4.560062408447266, [-4.452510833740234, -4.667613983154297])",81912576,distilgpt2
A redbird is a,bird.,redbird,bird,13,"(-7.592823028564453, -3.7964115142822266, [-3.2344436645507812, -4.358379364013672])",81912576,distilgpt2
A wren is a,bird.,wren,bird,14,"(-10.610237121582031, -5.305118560791016, [-7.751255035400391, -2.8589820861816406])",81912576,distilgpt2
A finch is a,bird.,finch,bird,15,"(-8.884647369384766, -4.442323684692383, [-5.818172454833984, -3.0664749145507812])",81912576,distilgpt2
A starling is a,bird.,starling,bird,16,"(-9.175708770751953, -4.587854385375977, [-5.443695068359375, -3.732013702392578])",81912576,distilgpt2
A cardinal is a,bird.,cardinal,bird,17,"(-10.339038848876953, -5.169519424438477, [-8.26076889038086, -2.0782699584960938])",81912576,distilgpt2
An eagle is a,bird.,eagle,bird,18,"(-6.268409729003906, -3.134204864501953, [-2.6185531616210938, -3.6498565673828125])",81912576,distilgpt2
A hummingbird is a,bird.,hummingbird,bird,19,"(-8.796241760253906, -4.398120880126953, [-3.1684722900390625, -5.627769470214844])",81912576,distilgpt2
A seagull is a,bird.,seagull,bird,20,"(-7.796012878417969, -3.8980064392089844, [-4.25701904296875, -3.5389938354492188])",81912576,distilgpt2
A woodpecker is a,bird.,woodpecker,bird,21,"(-8.16537094116211, -4.082685470581055, [-4.547554016113281, -3.617816925048828])",81912576,distilgpt2
A pigeon is a,bird.,pigeon,bird,22,"(-6.416027069091797, -3.2080135345458984, [-2.7587738037109375, -3.6572532653808594])",81912576,distilgpt2
A thrush is a,bird.,thrush,bird,23,"(-11.409454345703125, -5.7047271728515625, [-7.481533050537109, -3.9279212951660156])",81912576,distilgpt2
A falcon is a,bird.,falcon,bird,24,"(-7.664093017578125, -3.8320465087890625, [-3.84698486328125, -3.817108154296875])",81912576,distilgpt2
A crow is a,bird.,crow,bird,25,"(-5.891815185546875, -2.9459075927734375, [-3.0700111389160156, -2.8218040466308594])",81912576,distilgpt2
A hawk is a,bird.,hawk,bird,26,"(-7.113437652587891, -3.5567188262939453, [-3.363239288330078, -3.7501983642578125])",81912576,distilgpt2
A raven is a,bird.,raven,bird,27,"(-8.01198959350586, -4.00599479675293, [-4.2592926025390625, -3.752696990966797])",81912576,distilgpt2
A goldfinch is a,bird.,goldfinch,bird,28,"(-10.588245391845703, -5.294122695922852, [-7.168792724609375, -3.419452667236328])",81912576,distilgpt2
A parrot is a,bird.,parrot,bird,29,"(-7.327152252197266, -3.663576126098633, [-3.4323463439941406, -3.894805908203125])",81912576,distilgpt2
A sandpiper is a,bird.,sandpiper,bird,30,"(-8.539306640625, -4.2696533203125, [-5.038078308105469, -3.5012283325195312])",81912576,distilgpt2
A pheasant is a,bird.,pheasant,bird,31,"(-8.29604721069336, -4.14802360534668, [-4.610866546630859, -3.6851806640625])",81912576,distilgpt2
A catbird is a,bird.,catbird,bird,32,"(-8.346839904785156, -4.173419952392578, [-3.8144989013671875, -4.532341003417969])",81912576,distilgpt2
A crane is a,bird.,crane,bird,33,"(-11.005470275878906, -5.502735137939453, [-7.628028869628906, -3.37744140625])",81912576,distilgpt2
An albatross is a,bird.,albatross,bird,34,"(-8.819526672363281, -4.409763336181641, [-4.661094665527344, -4.1584320068359375])",81912576,distilgpt2
A condor is a,bird.,condor,bird,35,"(-10.647174835205078, -5.323587417602539, [-6.939914703369141, -3.7072601318359375])",81912576,distilgpt2
A toucan is a,bird.,toucan,bird,36,"(-8.8507080078125, -4.42535400390625, [-4.971839904785156, -3.8788681030273438])",81912576,distilgpt2
An owl is a,bird.,owl,bird,37,"(-7.330745697021484, -3.665372848510742, [-3.4368972778320312, -3.893848419189453])",81912576,distilgpt2
A pelican is a,bird.,pelican,bird,38,"(-8.85833740234375, -4.429168701171875, [-5.352809906005859, -3.5055274963378906])",81912576,distilgpt2
A goose is a,bird.,goose,bird,39,"(-6.685283660888672, -3.342641830444336, [-3.4440040588378906, -3.2412796020507812])",81912576,distilgpt2
A vulture is a,bird.,vulture,bird,40,"(-9.28243637084961, -4.641218185424805, [-5.698246002197266, -3.5841903686523438])",81912576,distilgpt2
A stork is a,bird.,stork,bird,41,"(-9.531639099121094, -4.765819549560547, [-6.390659332275391, -3.140979766845703])",81912576,distilgpt2
A buzzard is a,bird.,buzzard,bird,42,"(-9.553520202636719, -4.776760101318359, [-6.06719970703125, -3.4863204956054688])",81912576,distilgpt2
A swan is a,bird.,swan,bird,43,"(-8.374382019042969, -4.187191009521484, [-5.139362335205078, -3.2350196838378906])",81912576,distilgpt2
A flamingo is a,bird.,flamingo,bird,44,"(-9.195796966552734, -4.597898483276367, [-5.012775421142578, -4.183021545410156])",81912576,distilgpt2
A duck is a,bird.,duck,bird,45,"(-7.01287841796875, -3.506439208984375, [-4.040138244628906, -2.9727401733398438])",81912576,distilgpt2
A peacock is a,bird.,peacock,bird,46,"(-7.761863708496094, -3.880931854248047, [-4.381797790527344, -3.38006591796875])",81912576,distilgpt2
An egret is a,bird.,egret,bird,47,"(-8.878978729248047, -4.439489364624023, [-6.038013458251953, -2.8409652709960938])",81912576,distilgpt2
A chicken is a,bird.,chicken,bird,48,"(-7.8463134765625, -3.92315673828125, [-5.0143280029296875, -2.8319854736328125])",81912576,distilgpt2
A turkey is a,bird.,turkey,bird,49,"(-8.280864715576172, -4.140432357788086, [-4.675872802734375, -3.604991912841797])",81912576,distilgpt2
An ostrich is a,bird.,ostrich,bird,50,"(-8.21011734008789, -4.105058670043945, [-4.308197021484375, -3.9019203186035156])",81912576,distilgpt2
A titmouse is a,bird.,titmouse,bird,51,"(-9.45444107055664, -4.72722053527832, [-6.188041687011719, -3.266399383544922])",81912576,distilgpt2
An emu is a,bird.,emu,bird,52,"(-9.236076354980469, -4.618038177490234, [-6.646919250488281, -2.5891571044921875])",81912576,distilgpt2
A penguin is a,bird.,penguin,bird,53,"(-8.231101989746094, -4.115550994873047, [-4.551807403564453, -3.6792945861816406])",81912576,distilgpt2
A bat is a,bird.,bat,bird,54,"(-7.71649169921875, -3.858245849609375, [-5.072376251220703, -2.644115447998047])",81912576,distilgpt2
Football is a,sport.,football,sport,1,"(-9.9342041015625, -4.96710205078125, [-6.0491790771484375, -3.8850250244140625])",81912576,distilgpt2
Baseball is a,sport.,baseball,sport,2,"(-9.827865600585938, -4.913932800292969, [-6.263149261474609, -3.564716339111328])",81912576,distilgpt2
Basketball is a,sport.,basketball,sport,3,"(-7.441192626953125, -3.7205963134765625, [-2.8888092041015625, -4.5523834228515625])",81912576,distilgpt2
Tennis is a,sport.,tennis,sport,4,"(-12.995784759521484, -6.497892379760742, [-7.8771209716796875, -5.118663787841797])",81912576,distilgpt2
Softball is a,sport.,softball,sport,5,"(-10.723915100097656, -5.361957550048828, [-6.153865814208984, -4.570049285888672])",81912576,distilgpt2
Canoeing is a,sport.,canoeing,sport,6,"(-11.593730926513672, -5.796865463256836, [-7.137458801269531, -4.456272125244141])",81912576,distilgpt2
Handball is a,sport.,handball,sport,7,"(-10.70401382446289, -5.352006912231445, [-6.125385284423828, -4.5786285400390625])",81912576,distilgpt2
Rugby is a,sport.,rugby,sport,8,"(-11.910179138183594, -5.955089569091797, [-7.668697357177734, -4.241481781005859])",81912576,distilgpt2
Hockey is a,sport.,hockey,sport,9,"(-8.7724609375, -4.38623046875, [-4.296680450439453, -4.475780487060547])",81912576,distilgpt2
Ice hockey is a,sport.,ice hockey,sport,10,"(-7.207386016845703, -3.6036930084228516, [-2.3262786865234375, -4.881107330322266])",81912576,distilgpt2
Swimming is a,sport.,swimming,sport,11,"(-9.002361297607422, -4.501180648803711, [-4.138587951660156, -4.863773345947266])",81912576,distilgpt2
Track is a,sport.,track,sport,12,"(-12.458015441894531, -6.229007720947266, [-8.710899353027344, -3.7471160888671875])",81912576,distilgpt2
Boxing is a,sport.,boxing,sport,13,"(-11.576221466064453, -5.788110733032227, [-7.01336669921875, -4.562854766845703])",81912576,distilgpt2
Volleyball is a,sport.,volleyball,sport,14,"(-10.325813293457031, -5.162906646728516, [-5.560291290283203, -4.765522003173828])",81912576,distilgpt2
Lacrosse is a,sport.,lacrosse,sport,15,"(-8.777873992919922, -4.388936996459961, [-4.223358154296875, -4.554515838623047])",81912576,distilgpt2
Skiing is a,sport.,skiing,sport,16,"(-10.85540771484375, -5.427703857421875, [-6.6492767333984375, -4.2061309814453125])",81912576,distilgpt2
Golf is a,sport.,golf,sport,17,"(-12.702266693115234, -6.351133346557617, [-7.492450714111328, -5.209815979003906])",81912576,distilgpt2
Polo is a,sport.,polo,sport,18,"(-13.17818832397461, -6.589094161987305, [-7.583324432373047, -5.5948638916015625])",81912576,distilgpt2
Surfing is a,sport.,surfing,sport,19,"(-9.888458251953125, -4.9442291259765625, [-4.999576568603516, -4.888881683349609])",81912576,distilgpt2
Wrestling is a,sport.,wrestling,sport,20,"(-9.04366683959961, -4.521833419799805, [-3.7565841674804688, -5.287082672119141])",81912576,distilgpt2
Gymnastics is a,sport.,gymnastics,sport,21,"(-10.586502075195312, -5.293251037597656, [-5.997631072998047, -4.588871002197266])",81912576,distilgpt2
Cricket is a,sport.,cricket,sport,22,"(-9.47011947631836, -4.73505973815918, [-4.65753173828125, -4.812587738037109])",81912576,distilgpt2
Squash is a,sport.,squash,sport,23,"(-12.781536102294922, -6.390768051147461, [-8.254997253417969, -4.526538848876953])",81912576,distilgpt2
Badminton is a,sport.,badminton,sport,24,"(-9.67498779296875, -4.837493896484375, [-5.610805511474609, -4.064182281494141])",81912576,distilgpt2
Racing is a,sport.,racing,sport,25,"(-10.289093017578125, -5.1445465087890625, [-5.894924163818359, -4.394168853759766])",81912576,distilgpt2
Pole vault is a,sport.,pole vault,sport,26,"(-14.519981384277344, -7.259990692138672, [-9.946945190429688, -4.573036193847656])",81912576,distilgpt2
Fencing is a,sport.,fencing,sport,27,"(-10.881446838378906, -5.440723419189453, [-6.8630218505859375, -4.018424987792969])",81912576,distilgpt2
Bowling is a,sport.,bowling,sport,28,"(-10.425575256347656, -5.212787628173828, [-6.27325439453125, -4.152320861816406])",81912576,distilgpt2
Water skiing is a,sport.,water skiing,sport,29,"(-7.374603271484375, -3.6873016357421875, [-2.9000930786132812, -4.474510192871094])",81912576,distilgpt2
Ice skating is a,sport.,ice skating,sport,30,"(-7.177986145019531, -3.5889930725097656, [-2.3697891235351562, -4.808197021484375])",81912576,distilgpt2
Jai alai is a,sport.,jai alai,sport,31,"(-13.645885467529297, -6.822942733764648, [-9.254779815673828, -4.391105651855469])",81912576,distilgpt2
Skating is a,sport.,skating,sport,32,"(-9.685611724853516, -4.842805862426758, [-5.748588562011719, -3.937023162841797])",81912576,distilgpt2
Skindiving is a,sport.,skindiving,sport,33,"(-11.375225067138672, -5.687612533569336, [-7.319728851318359, -4.0554962158203125])",81912576,distilgpt2
Sailing is a,sport.,sailing,sport,34,"(-11.503364562988281, -5.751682281494141, [-7.905754089355469, -3.5976104736328125])",81912576,distilgpt2
Diving is a,sport.,diving,sport,35,"(-10.373092651367188, -5.186546325683594, [-6.170829772949219, -4.202262878417969])",81912576,distilgpt2
Archery is a,sport.,archery,sport,36,"(-10.425052642822266, -5.212526321411133, [-5.6239166259765625, -4.801136016845703])",81912576,distilgpt2
Judo is a,sport.,judo,sport,37,"(-12.53580093383789, -6.267900466918945, [-7.995384216308594, -4.540416717529297])",81912576,distilgpt2
Car racing is a,sport.,car racing,sport,38,"(-7.614849090576172, -3.807424545288086, [-2.9544143676757812, -4.660434722900391])",81912576,distilgpt2
Ping pong is a,sport.,ping pong,sport,39,"(-11.217727661132812, -5.608863830566406, [-7.507499694824219, -3.7102279663085938])",81912576,distilgpt2
Rowing is a,sport.,rowing,sport,40,"(-10.75283432006836, -5.37641716003418, [-7.010410308837891, -3.7424240112304688])",81912576,distilgpt2
Fishing is a,sport.,fishing,sport,41,"(-10.001819610595703, -5.000909805297852, [-5.9462127685546875, -4.055606842041016])",81912576,distilgpt2
Horseback riding is a,sport.,horseback riding,sport,42,"(-9.455886840820312, -4.727943420410156, [-4.271629333496094, -5.184257507324219])",81912576,distilgpt2
Running is a,sport.,running,sport,43,"(-12.324546813964844, -6.162273406982422, [-8.703205108642578, -3.6213417053222656])",81912576,distilgpt2
Horse racing is a,sport.,horse racing,sport,44,"(-8.152473449707031, -4.076236724853516, [-2.75634765625, -5.396125793457031])",81912576,distilgpt2
Hiking is a,sport.,hiking,sport,45,"(-9.418113708496094, -4.709056854248047, [-5.196292877197266, -4.221820831298828])",81912576,distilgpt2
Weight lifting is a,sport.,weight lifting,sport,46,"(-8.58773422241211, -4.293867111206055, [-4.09332275390625, -4.494411468505859])",81912576,distilgpt2
Croquet is a,sport.,croquet,sport,47,"(-10.39437484741211, -5.197187423706055, [-5.972358703613281, -4.422016143798828])",81912576,distilgpt2
Horseshoes is a,sport.,horseshoes,sport,48,"(-12.667850494384766, -6.333925247192383, [-8.036842346191406, -4.631008148193359])",81912576,distilgpt2
Boating is a,sport.,boating,sport,49,"(-10.173088073730469, -5.086544036865234, [-5.728290557861328, -4.444797515869141])",81912576,distilgpt2
Pool is a,sport.,pool,sport,50,"(-12.124290466308594, -6.062145233154297, [-8.791915893554688, -3.3323745727539062])",81912576,distilgpt2
Billiards is a,sport.,billiards,sport,51,"(-12.572490692138672, -6.286245346069336, [-8.20804214477539, -4.364448547363281])",81912576,distilgpt2
Hunting is a,sport.,hunting,sport,52,"(-9.623062133789062, -4.811531066894531, [-5.353939056396484, -4.269123077392578])",81912576,distilgpt2
Jump rope is a,sport.,jump rope,sport,53,"(-11.687023162841797, -5.843511581420898, [-7.549442291259766, -4.137580871582031])",81912576,distilgpt2
Camping is a,sport.,camping,sport,54,"(-11.02923583984375, -5.514617919921875, [-6.797111511230469, -4.232124328613281])",81912576,distilgpt2
Chess is a,sport.,chess,sport,55,"(-12.049606323242188, -6.024803161621094, [-8.026077270507812, -4.023529052734375])",81912576,distilgpt2
Dancing is a,sport.,dancing,sport,56,"(-10.111034393310547, -5.055517196655273, [-6.002265930175781, -4.108768463134766])",81912576,distilgpt2
Checkers is a,sport.,checkers,sport,57,"(-13.06502914428711, -6.532514572143555, [-8.640785217285156, -4.424243927001953])",81912576,distilgpt2
Cards is a,sport.,cards,sport,58,"(-12.140357971191406, -6.070178985595703, [-8.19704818725586, -3.943309783935547])",81912576,distilgpt2
Sunbathing is a,sport.,sunbathing,sport,59,"(-10.824295043945312, -5.412147521972656, [-6.120548248291016, -4.703746795654297])",81912576,distilgpt2
Pea is a,vegetable.,pea,vegetable,1,"(-9.874603271484375, -4.9373016357421875, [-6.195159912109375, -3.679443359375])",81912576,distilgpt2
Carrot is a,vegetable.,carrot,vegetable,2,"(-12.746772766113281, -6.373386383056641, [-8.647895812988281, -4.098876953125])",81912576,distilgpt2
Green bean is a,vegetable.,green bean,vegetable,3,"(-8.409584045410156, -4.204792022705078, [-4.4972686767578125, -3.9123153686523438])",81912576,distilgpt2
String bean is a,vegetable.,string bean,vegetable,4,"(-9.327774047851562, -4.663887023925781, [-6.835594177246094, -2.4921798706054688])",81912576,distilgpt2
Spinach is a,vegetable.,spinach,vegetable,5,"(-11.966922760009766, -5.983461380004883, [-7.697872161865234, -4.269050598144531])",81912576,distilgpt2
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-7.903820037841797, -3.9519100189208984, [-3.6614036560058594, -4.2424163818359375])",81912576,distilgpt2
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-8.825538635253906, -4.412769317626953, [-4.3086700439453125, -4.516868591308594])",81912576,distilgpt2
Corn is a,vegetable.,corn,vegetable,8,"(-12.19384765625, -6.096923828125, [-8.501968383789062, -3.6918792724609375])",81912576,distilgpt2
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-8.82735824584961, -4.413679122924805, [-4.447368621826172, -4.3799896240234375])",81912576,distilgpt2
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-10.860210418701172, -5.430105209350586, [-8.126724243164062, -2.7334861755371094])",81912576,distilgpt2
Squash is a,vegetable.,squash,vegetable,11,"(-14.53164291381836, -7.26582145690918, [-10.07049560546875, -4.461147308349609])",81912576,distilgpt2
Lettuce is a,vegetable.,lettuce,vegetable,12,"(-10.123798370361328, -5.061899185180664, [-6.648952484130859, -3.4748458862304688])",81912576,distilgpt2
Celery is a,vegetable.,celery,vegetable,13,"(-11.176860809326172, -5.588430404663086, [-6.937206268310547, -4.239654541015625])",81912576,distilgpt2
Cucumber is a,vegetable.,cucumber,vegetable,14,"(-9.17755126953125, -4.588775634765625, [-5.583473205566406, -3.5940780639648438])",81912576,distilgpt2
Beet is a,vegetable.,beet,vegetable,15,"(-13.008419036865234, -6.504209518432617, [-8.886005401611328, -4.122413635253906])",81912576,distilgpt2
Green is a,vegetable.,green,vegetable,16,"(-13.194229125976562, -6.597114562988281, [-9.642906188964844, -3.5513229370117188])",81912576,distilgpt2
Tomato is a,vegetable.,tomato,vegetable,17,"(-14.984428405761719, -7.492214202880859, [-10.135581970214844, -4.848846435546875])",81912576,distilgpt2
Lima bean is a,vegetable.,lima bean,vegetable,18,"(-8.606597900390625, -4.3032989501953125, [-4.490303039550781, -4.116294860839844])",81912576,distilgpt2
Artichoke is a,vegetable.,artichoke,vegetable,19,"(-13.765827178955078, -6.882913589477539, [-9.092266082763672, -4.673561096191406])",81912576,distilgpt2
