preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A pogo stick is a,toy.,pogo stick,toy,20,"(-4.315799713134766, -2.157899856567383, [-4.299932479858398, -0.015867233276367188])",109514298,bert-base-uncased
A clay is a,toy.,clay,toy,21,"(-11.234972953796387, -5.617486476898193, [-11.201905250549316, -0.03306770324707031])",109514298,bert-base-uncased
A wagon is a,toy.,wagon,toy,22,"(-8.624429702758789, -4.3122148513793945, [-8.598125457763672, -0.026304244995117188])",109514298,bert-base-uncased
A kite is a,toy.,kite,toy,23,"(-9.163578033447266, -4.581789016723633, [-9.141141891479492, -0.022436141967773438])",109514298,bert-base-uncased
A train is a,toy.,train,toy,24,"(-7.374701499938965, -3.6873507499694824, [-7.347947120666504, -0.026754379272460938])",109514298,bert-base-uncased
A tricycle is a,toy.,tricycle,toy,25,"(-8.71208381652832, -4.35604190826416, [-8.690954208374023, -0.021129608154296875])",109514298,bert-base-uncased
A coloring book is a,toy.,coloring book,toy,26,"(-3.766235828399658, -1.883117914199829, [-3.729454517364502, -0.03678131103515625])",109514298,bert-base-uncased
Crayons are,toys.,crayons,toy,27,"(-9.516117095947266, -4.758058547973633, [-9.489498138427734, -0.02661895751953125])",109514298,bert-base-uncased
A truck is a,toy.,truck,toy,28,"(-8.026793003082275, -4.013396501541138, [-7.995947360992432, -0.03084564208984375])",109514298,bert-base-uncased
A puzzle is a,toy.,puzzle,toy,29,"(-8.387340545654297, -4.193670272827148, [-8.356609344482422, -0.030731201171875])",109514298,bert-base-uncased
A fire engine is a,toy.,fire engine,toy,30,"(-8.39699935913086, -4.19849967956543, [-8.380270004272461, -0.016729354858398438])",109514298,bert-base-uncased
A balloon is a,toy.,balloon,toy,31,"(-6.077694892883301, -3.0388474464416504, [-6.053845405578613, -0.0238494873046875])",109514298,bert-base-uncased
Skates are,toys.,skates,toy,32,"(-11.268173217773438, -5.634086608886719, [-11.185022354125977, -0.08315086364746094])",109514298,bert-base-uncased
A baseball is a,toy.,baseball,toy,33,"(-7.303808212280273, -3.6519041061401367, [-7.272493362426758, -0.031314849853515625])",109514298,bert-base-uncased
A drum is a,toy.,drum,toy,34,"(-6.211132526397705, -3.1055662631988525, [-6.181040287017822, -0.030092239379882812])",109514298,bert-base-uncased
A football is a,toy.,football,toy,35,"(-7.176382541656494, -3.588191270828247, [-7.142771244049072, -0.033611297607421875])",109514298,bert-base-uncased
A game is a,toy.,game,toy,36,"(-8.52048110961914, -4.26024055480957, [-8.45528793334961, -0.06519317626953125])",109514298,bert-base-uncased
A swing is a,toy.,swing,toy,37,"(-7.685791015625, -3.8428955078125, [-7.658008575439453, -0.027782440185546875])",109514298,bert-base-uncased
A boat is a,toy.,boat,toy,38,"(-8.92287826538086, -4.46143913269043, [-8.890806198120117, -0.03207206726074219])",109514298,bert-base-uncased
A monopoly is a,toy.,monopoly,toy,39,"(-12.10397720336914, -6.05198860168457, [-12.073104858398438, -0.030872344970703125])",109514298,bert-base-uncased
A sled is a,toy.,sled,toy,40,"(-8.058858871459961, -4.0294294357299805, [-8.037897109985352, -0.020961761474609375])",109514298,bert-base-uncased
A seesaw is a,toy.,seesaw,toy,41,"(-6.199564456939697, -3.0997822284698486, [-6.178776264190674, -0.020788192749023438])",109514298,bert-base-uncased
Stilts are,toys.,stilts,toy,42,"(-9.903834342956543, -4.9519171714782715, [-9.774420738220215, -0.12941360473632812])",109514298,bert-base-uncased
Checkers are,toys.,checkers,toy,43,"(-11.47712516784668, -5.73856258392334, [-11.400226593017578, -0.07689857482910156])",109514298,bert-base-uncased
A bat is a,toy.,bat,toy,44,"(-7.8289361000061035, -3.9144680500030518, [-7.797459125518799, -0.03147697448730469])",109514298,bert-base-uncased
A car is a,toy.,car,toy,45,"(-7.319287300109863, -3.6596436500549316, [-7.28328800201416, -0.035999298095703125])",109514298,bert-base-uncased
An airplane is a,toy.,airplane,toy,46,"(-6.127624034881592, -3.063812017440796, [-6.101037502288818, -0.026586532592773438])",109514298,bert-base-uncased
A bicycle is a,toy.,bicycle,toy,47,"(-7.999719619750977, -3.9998598098754883, [-7.971536636352539, -0.0281829833984375])",109514298,bert-base-uncased
A tractor is a,toy.,tractor,toy,48,"(-8.003342628479004, -4.001671314239502, [-7.977799415588379, -0.025543212890625])",109514298,bert-base-uncased
A sandbox is a,toy.,sandbox,toy,49,"(-5.8741455078125, -2.93707275390625, [-5.855058670043945, -0.019086837768554688])",109514298,bert-base-uncased
A bike is a,toy.,bike,toy,50,"(-7.246587753295898, -3.623293876647949, [-7.212541580200195, -0.034046173095703125])",109514298,bert-base-uncased
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-7.918687343597412, -3.959343671798706, [-7.893496990203857, -0.025190353393554688])",109514298,bert-base-uncased
A rope is a,toy.,rope,toy,52,"(-9.120758056640625, -4.5603790283203125, [-9.086381912231445, -0.03437614440917969])",109514298,bert-base-uncased
Dishes are,toys.,dishes,toy,53,"(-14.532835960388184, -7.266417980194092, [-14.317107200622559, -0.215728759765625])",109514298,bert-base-uncased
Cards are,toys.,cards,toy,54,"(-11.142919540405273, -5.571459770202637, [-11.045822143554688, -0.09709739685058594])",109514298,bert-base-uncased
A mitt is a,toy.,mitt,toy,55,"(-6.397613048553467, -3.1988065242767334, [-6.378077983856201, -0.019535064697265625])",109514298,bert-base-uncased
A horse is a,toy.,horse,toy,56,"(-9.601495742797852, -4.800747871398926, [-9.565555572509766, -0.03594017028808594])",109514298,bert-base-uncased
A gun is a,toy.,gun,toy,57,"(-7.660698890686035, -3.8303494453430176, [-7.619698524475098, -0.0410003662109375])",109514298,bert-base-uncased
Animals are,toys.,animals,toy,58,"(-8.925257682800293, -4.4626288414001465, [-8.828888893127441, -0.09636878967285156])",109514298,bert-base-uncased
A tennis racket is a,toy.,tennis racket,toy,59,"(-4.713627815246582, -2.356813907623291, [-4.69064998626709, -0.022977828979492188])",109514298,bert-base-uncased
Books are,toys.,books,toy,60,"(-8.541130065917969, -4.270565032958984, [-8.443143844604492, -0.09798622131347656])",109514298,bert-base-uncased
A robin is a,bird.,robin,bird,1,"(-1.232187271118164, -0.616093635559082, [-1.1535015106201172, -0.07868576049804688])",109514298,bert-base-uncased
A sparrow is a,bird.,sparrow,bird,2,"(-0.6834592819213867, -0.34172964096069336, [-0.6068181991577148, -0.07664108276367188])",109514298,bert-base-uncased
A bluejay is a,bird.,bluejay,bird,3,"(-1.7564773559570312, -0.8782386779785156, [-1.7197647094726562, -0.036712646484375])",109514298,bert-base-uncased
A bluebird is a,bird.,bluebird,bird,4,"(-0.14241886138916016, -0.07120943069458008, [-0.0769186019897461, -0.06550025939941406])",109514298,bert-base-uncased
A canary is a,bird.,canary,bird,5,"(-1.4863824844360352, -0.7431912422180176, [-1.4349088668823242, -0.05147361755371094])",109514298,bert-base-uncased
A blackbird is a,bird.,blackbird,bird,6,"(-0.1628103256225586, -0.0814051628112793, [-0.0964365005493164, -0.06637382507324219])",109514298,bert-base-uncased
A dove is a,bird.,dove,bird,7,"(-0.5489139556884766, -0.2744569778442383, [-0.48592376708984375, -0.06299018859863281])",109514298,bert-base-uncased
A lark is a,bird.,lark,bird,8,"(-3.1763553619384766, -1.5881776809692383, [-3.118753433227539, -0.0576019287109375])",109514298,bert-base-uncased
A swallow is a,bird.,swallow,bird,9,"(-5.291290283203125, -2.6456451416015625, [-5.231157302856445, -0.06013298034667969])",109514298,bert-base-uncased
A parakeet is a,bird.,parakeet,bird,10,"(-0.814056396484375, -0.4070281982421875, [-0.7617301940917969, -0.052326202392578125])",109514298,bert-base-uncased
An oriole is a,bird.,oriole,bird,11,"(-6.206119537353516, -3.103059768676758, [-6.167308807373047, -0.03881072998046875])",109514298,bert-base-uncased
A mockingbird is a,bird.,mockingbird,bird,12,"(-0.4074974060058594, -0.2037487030029297, [-0.3514080047607422, -0.05608940124511719])",109514298,bert-base-uncased
A redbird is a,bird.,redbird,bird,13,"(-0.16929149627685547, -0.08464574813842773, [-0.10772037506103516, -0.06157112121582031])",109514298,bert-base-uncased
A wren is a,bird.,wren,bird,14,"(-1.1375617980957031, -0.5687808990478516, [-1.0835704803466797, -0.05399131774902344])",109514298,bert-base-uncased
A finch is a,bird.,finch,bird,15,"(-0.7722396850585938, -0.3861198425292969, [-0.7080860137939453, -0.06415367126464844])",109514298,bert-base-uncased
A starling is a,bird.,starling,bird,16,"(-0.6439704895019531, -0.32198524475097656, [-0.6062259674072266, -0.03774452209472656])",109514298,bert-base-uncased
A cardinal is a,bird.,cardinal,bird,17,"(-7.244238376617432, -3.622119188308716, [-7.149288654327393, -0.09494972229003906])",109514298,bert-base-uncased
An eagle is a,bird.,eagle,bird,18,"(-0.5517263412475586, -0.2758631706237793, [-0.4969949722290039, -0.05473136901855469])",109514298,bert-base-uncased
A hummingbird is a,bird.,hummingbird,bird,19,"(-0.16759967803955078, -0.08379983901977539, [-0.12093067169189453, -0.04666900634765625])",109514298,bert-base-uncased
A seagull is a,bird.,seagull,bird,20,"(-0.44815826416015625, -0.22407913208007812, [-0.39989662170410156, -0.04826164245605469])",109514298,bert-base-uncased
A woodpecker is a,bird.,woodpecker,bird,21,"(-0.1791057586669922, -0.0895528793334961, [-0.11061668395996094, -0.06848907470703125])",109514298,bert-base-uncased
A pigeon is a,bird.,pigeon,bird,22,"(-2.4176254272460938, -1.2088127136230469, [-2.360675811767578, -0.056949615478515625])",109514298,bert-base-uncased
A thrush is a,bird.,thrush,bird,23,"(-0.5626792907714844, -0.2813396453857422, [-0.5211048126220703, -0.04157447814941406])",109514298,bert-base-uncased
A falcon is a,bird.,falcon,bird,24,"(-1.0384063720703125, -0.5192031860351562, [-0.9736728668212891, -0.06473350524902344])",109514298,bert-base-uncased
A crow is a,bird.,crow,bird,25,"(-0.564453125, -0.2822265625, [-0.5043067932128906, -0.060146331787109375])",109514298,bert-base-uncased
A hawk is a,bird.,hawk,bird,26,"(-0.7442436218261719, -0.37212181091308594, [-0.6788330078125, -0.06541061401367188])",109514298,bert-base-uncased
A raven is a,bird.,raven,bird,27,"(-1.2982196807861328, -0.6491098403930664, [-1.2300052642822266, -0.06821441650390625])",109514298,bert-base-uncased
A goldfinch is a,bird.,goldfinch,bird,28,"(-2.1353397369384766, -1.0676698684692383, [-2.0981674194335938, -0.03717231750488281])",109514298,bert-base-uncased
A parrot is a,bird.,parrot,bird,29,"(-0.3975696563720703, -0.19878482818603516, [-0.33982086181640625, -0.05774879455566406])",109514298,bert-base-uncased
A sandpiper is a,bird.,sandpiper,bird,30,"(-2.3311691284179688, -1.1655845642089844, [-2.2805519104003906, -0.050617218017578125])",109514298,bert-base-uncased
A pheasant is a,bird.,pheasant,bird,31,"(-0.7925996780395508, -0.3962998390197754, [-0.7405862808227539, -0.052013397216796875])",109514298,bert-base-uncased
A catbird is a,bird.,catbird,bird,32,"(-0.12002182006835938, -0.06001091003417969, [-0.06550025939941406, -0.05452156066894531])",109514298,bert-base-uncased
A crane is a,bird.,crane,bird,33,"(-8.051612854003906, -4.025806427001953, [-7.991977691650391, -0.059635162353515625])",109514298,bert-base-uncased
An albatross is a,bird.,albatross,bird,34,"(-0.3532886505126953, -0.17664432525634766, [-0.2940540313720703, -0.059234619140625])",109514298,bert-base-uncased
A condor is a,bird.,condor,bird,35,"(-0.9457874298095703, -0.47289371490478516, [-0.8948078155517578, -0.0509796142578125])",109514298,bert-base-uncased
A toucan is a,bird.,toucan,bird,36,"(-1.8823308944702148, -0.9411654472351074, [-1.8403005599975586, -0.04203033447265625])",109514298,bert-base-uncased
An owl is a,bird.,owl,bird,37,"(-0.22515106201171875, -0.11257553100585938, [-0.17315292358398438, -0.051998138427734375])",109514298,bert-base-uncased
A pelican is a,bird.,pelican,bird,38,"(-1.1937999725341797, -0.5968999862670898, [-1.1573028564453125, -0.03649711608886719])",109514298,bert-base-uncased
A goose is a,bird.,goose,bird,39,"(-2.6329517364501953, -1.3164758682250977, [-2.577413558959961, -0.055538177490234375])",109514298,bert-base-uncased
A vulture is a,bird.,vulture,bird,40,"(-0.5975971221923828, -0.2987985610961914, [-0.5396747589111328, -0.05792236328125])",109514298,bert-base-uncased
A stork is a,bird.,stork,bird,41,"(-1.752100944519043, -0.8760504722595215, [-1.709120750427246, -0.042980194091796875])",109514298,bert-base-uncased
A buzzard is a,bird.,buzzard,bird,42,"(-0.3373584747314453, -0.16867923736572266, [-0.30017852783203125, -0.03717994689941406])",109514298,bert-base-uncased
A swan is a,bird.,swan,bird,43,"(-2.0040206909179688, -1.0020103454589844, [-1.9417152404785156, -0.062305450439453125])",109514298,bert-base-uncased
A flamingo is a,bird.,flamingo,bird,44,"(-2.6138811111450195, -1.3069405555725098, [-2.574601173400879, -0.039279937744140625])",109514298,bert-base-uncased
A duck is a,bird.,duck,bird,45,"(-3.600889205932617, -1.8004446029663086, [-3.5445556640625, -0.05633354187011719])",109514298,bert-base-uncased
A peacock is a,bird.,peacock,bird,46,"(-0.5015535354614258, -0.2507767677307129, [-0.44854068756103516, -0.053012847900390625])",109514298,bert-base-uncased
An egret is a,bird.,egret,bird,47,"(-1.7419376373291016, -0.8709688186645508, [-1.6828136444091797, -0.059123992919921875])",109514298,bert-base-uncased
A chicken is a,bird.,chicken,bird,48,"(-2.9474029541015625, -1.4737014770507812, [-2.8957862854003906, -0.051616668701171875])",109514298,bert-base-uncased
A turkey is a,bird.,turkey,bird,49,"(-4.841880798339844, -2.420940399169922, [-4.779293060302734, -0.06258773803710938])",109514298,bert-base-uncased
An ostrich is a,bird.,ostrich,bird,50,"(-0.8762350082397461, -0.43811750411987305, [-0.829411506652832, -0.04682350158691406])",109514298,bert-base-uncased
A titmouse is a,bird.,titmouse,bird,51,"(-6.33096981048584, -3.16548490524292, [-6.274205207824707, -0.05676460266113281])",109514298,bert-base-uncased
An emu is a,bird.,emu,bird,52,"(-2.6884984970092773, -1.3442492485046387, [-2.6381940841674805, -0.050304412841796875])",109514298,bert-base-uncased
A penguin is a,bird.,penguin,bird,53,"(-2.1953811645507812, -1.0976905822753906, [-2.123746871948242, -0.07163429260253906])",109514298,bert-base-uncased
A bat is a,bird.,bat,bird,54,"(-4.420638084411621, -2.2103190422058105, [-4.332243919372559, -0.0883941650390625])",109514298,bert-base-uncased
Football is a,sport.,football,sport,1,"(-0.3829946517944336, -0.1914973258972168, [-0.27525997161865234, -0.10773468017578125])",109514298,bert-base-uncased
Baseball is a,sport.,baseball,sport,2,"(-0.5305395126342773, -0.26526975631713867, [-0.38285350799560547, -0.14768600463867188])",109514298,bert-base-uncased
Basketball is a,sport.,basketball,sport,3,"(-0.22665882110595703, -0.11332941055297852, [-0.1192922592163086, -0.10736656188964844])",109514298,bert-base-uncased
Tennis is a,sport.,tennis,sport,4,"(-0.5020637512207031, -0.25103187561035156, [-0.35358428955078125, -0.14847946166992188])",109514298,bert-base-uncased
Softball is a,sport.,softball,sport,5,"(-0.2931852340698242, -0.1465926170349121, [-0.13219356536865234, -0.16099166870117188])",109514298,bert-base-uncased
Canoeing is a,sport.,canoeing,sport,6,"(-0.2919168472290039, -0.14595842361450195, [-0.19225215911865234, -0.09966468811035156])",109514298,bert-base-uncased
Handball is a,sport.,handball,sport,7,"(-0.15168190002441406, -0.07584095001220703, [-0.04552650451660156, -0.1061553955078125])",109514298,bert-base-uncased
Rugby is a,sport.,rugby,sport,8,"(-0.1843700408935547, -0.09218502044677734, [-0.061859130859375, -0.12251091003417969])",109514298,bert-base-uncased
Hockey is a,sport.,hockey,sport,9,"(-0.30940723419189453, -0.15470361709594727, [-0.18757915496826172, -0.12182807922363281])",109514298,bert-base-uncased
Ice hockey is a,sport.,ice hockey,sport,10,"(-0.11439228057861328, -0.05719614028930664, [-0.03164386749267578, -0.0827484130859375])",109514298,bert-base-uncased
Swimming is a,sport.,swimming,sport,11,"(-0.4366483688354492, -0.2183241844177246, [-0.28882694244384766, -0.14782142639160156])",109514298,bert-base-uncased
Track is a,sport.,track,sport,12,"(-7.149394989013672, -3.574697494506836, [-6.973512649536133, -0.17588233947753906])",109514298,bert-base-uncased
Boxing is a,sport.,boxing,sport,13,"(-0.23924827575683594, -0.11962413787841797, [-0.11040687561035156, -0.12884140014648438])",109514298,bert-base-uncased
Volleyball is a,sport.,volleyball,sport,14,"(-0.1695413589477539, -0.08477067947387695, [-0.0887136459350586, -0.08082771301269531])",109514298,bert-base-uncased
Lacrosse is a,sport.,lacrosse,sport,15,"(-0.2879981994628906, -0.1439990997314453, [-0.1584625244140625, -0.12953567504882812])",109514298,bert-base-uncased
Skiing is a,sport.,skiing,sport,16,"(-0.5506858825683594, -0.2753429412841797, [-0.4228515625, -0.12783432006835938])",109514298,bert-base-uncased
Golf is a,sport.,golf,sport,17,"(-1.0439434051513672, -0.5219717025756836, [-0.8697280883789062, -0.17421531677246094])",109514298,bert-base-uncased
Polo is a,sport.,polo,sport,18,"(-4.526792049407959, -2.2633960247039795, [-4.365359783172607, -0.16143226623535156])",109514298,bert-base-uncased
Surfing is a,sport.,surfing,sport,19,"(-0.6236667633056641, -0.31183338165283203, [-0.4963226318359375, -0.12734413146972656])",109514298,bert-base-uncased
Wrestling is a,sport.,wrestling,sport,20,"(-0.17913532257080078, -0.08956766128540039, [-0.07834911346435547, -0.10078620910644531])",109514298,bert-base-uncased
Gymnastics is a,sport.,gymnastics,sport,21,"(-0.21357250213623047, -0.10678625106811523, [-0.12426280975341797, -0.0893096923828125])",109514298,bert-base-uncased
Cricket is a,sport.,cricket,sport,22,"(-0.6930465698242188, -0.3465232849121094, [-0.5652046203613281, -0.12784194946289062])",109514298,bert-base-uncased
Squash is a,sport.,squash,sport,23,"(-1.0008020401000977, -0.5004010200500488, [-0.8667764663696289, -0.13402557373046875])",109514298,bert-base-uncased
Badminton is a,sport.,badminton,sport,24,"(-0.19974422454833984, -0.09987211227416992, [-0.06270885467529297, -0.13703536987304688])",109514298,bert-base-uncased
Racing is a,sport.,racing,sport,25,"(-0.7524166107177734, -0.3762083053588867, [-0.5557346343994141, -0.19668197631835938])",109514298,bert-base-uncased
Pole vault is a,sport.,pole vault,sport,26,"(-0.21238231658935547, -0.10619115829467773, [-0.13997364044189453, -0.07240867614746094])",109514298,bert-base-uncased
Fencing is a,sport.,fencing,sport,27,"(-0.4686107635498047, -0.23430538177490234, [-0.3129234313964844, -0.1556873321533203])",109514298,bert-base-uncased
Bowling is a,sport.,bowling,sport,28,"(-0.6211471557617188, -0.3105735778808594, [-0.4678325653076172, -0.15331459045410156])",109514298,bert-base-uncased
Water skiing is a,sport.,water skiing,sport,29,"(-1.413008689880371, -0.7065043449401855, [-1.3612966537475586, -0.0517120361328125])",109514298,bert-base-uncased
Ice skating is a,sport.,ice skating,sport,30,"(-0.07170295715332031, -0.035851478576660156, [-0.010189056396484375, -0.06151390075683594])",109514298,bert-base-uncased
Jai alai is a,sport.,jai alai,sport,31,"(-8.92798137664795, -4.463990688323975, [-8.835736274719238, -0.09224510192871094])",109514298,bert-base-uncased
Skating is a,sport.,skating,sport,32,"(-0.18282604217529297, -0.09141302108764648, [-0.04230022430419922, -0.14052581787109375])",109514298,bert-base-uncased
Skindiving is a,sport.,skindiving,sport,33,"(-1.2378196716308594, -0.6189098358154297, [-1.12786865234375, -0.10995101928710938])",109514298,bert-base-uncased
Sailing is a,sport.,sailing,sport,34,"(-0.3854646682739258, -0.1927323341369629, [-0.25481319427490234, -0.13065147399902344])",109514298,bert-base-uncased
Diving is a,sport.,diving,sport,35,"(-0.6428747177124023, -0.32143735885620117, [-0.4579305648803711, -0.18494415283203125])",109514298,bert-base-uncased
Archery is a,sport.,archery,sport,36,"(-0.3934345245361328, -0.1967172622680664, [-0.23220443725585938, -0.16123008728027344])",109514298,bert-base-uncased
Judo is a,sport.,judo,sport,37,"(-0.3353433609008789, -0.16767168045043945, [-0.2556428909301758, -0.07970046997070312])",109514298,bert-base-uncased
Car racing is a,sport.,car racing,sport,38,"(-0.44741153717041016, -0.22370576858520508, [-0.31110095977783203, -0.13631057739257812])",109514298,bert-base-uncased
Ping pong is a,sport.,ping pong,sport,39,"(-1.7364139556884766, -0.8682069778442383, [-1.6578521728515625, -0.07856178283691406])",109514298,bert-base-uncased
Rowing is a,sport.,rowing,sport,40,"(-0.23484230041503906, -0.11742115020751953, [-0.07019233703613281, -0.16464996337890625])",109514298,bert-base-uncased
Fishing is a,sport.,fishing,sport,41,"(-1.6680946350097656, -0.8340473175048828, [-1.5512275695800781, -0.1168670654296875])",109514298,bert-base-uncased
Horseback riding is a,sport.,horseback riding,sport,42,"(-0.5578441619873047, -0.27892208099365234, [-0.46770477294921875, -0.09013938903808594])",109514298,bert-base-uncased
Running is a,sport.,running,sport,43,"(-1.1466398239135742, -0.5733199119567871, [-0.9662446975708008, -0.18039512634277344])",109514298,bert-base-uncased
Horse racing is a,sport.,horse racing,sport,44,"(-0.3265199661254883, -0.16325998306274414, [-0.19710636138916016, -0.12941360473632812])",109514298,bert-base-uncased
Hiking is a,sport.,hiking,sport,45,"(-2.4939966201782227, -1.2469983100891113, [-2.3399667739868164, -0.15402984619140625])",109514298,bert-base-uncased
Weight lifting is a,sport.,weight lifting,sport,46,"(-0.16120338439941406, -0.08060169219970703, [-0.05872917175292969, -0.10247421264648438])",109514298,bert-base-uncased
Croquet is a,sport.,croquet,sport,47,"(-4.629693508148193, -2.3148467540740967, [-4.516519069671631, -0.1131744384765625])",109514298,bert-base-uncased
Horseshoes is a,sport.,horseshoes,sport,48,"(-7.1448822021484375, -3.5724411010742188, [-7.001310348510742, -0.1435718536376953])",109514298,bert-base-uncased
Boating is a,sport.,boating,sport,49,"(-0.7670421600341797, -0.38352108001708984, [-0.5872230529785156, -0.17981910705566406])",109514298,bert-base-uncased
Pool is a,sport.,pool,sport,50,"(-2.6809659004211426, -1.3404829502105713, [-2.5241894721984863, -0.15677642822265625])",109514298,bert-base-uncased
Billiards is a,sport.,billiards,sport,51,"(-0.3826761245727539, -0.19133806228637695, [-0.2933073043823242, -0.08936882019042969])",109514298,bert-base-uncased
Hunting is a,sport.,hunting,sport,52,"(-1.1135797500610352, -0.5567898750305176, [-0.9675073623657227, -0.1460723876953125])",109514298,bert-base-uncased
Jump rope is a,sport.,jump rope,sport,53,"(-2.356870651245117, -1.1784353256225586, [-2.285104751586914, -0.07176589965820312])",109514298,bert-base-uncased
Camping is a,sport.,camping,sport,54,"(-2.6289100646972656, -1.3144550323486328, [-2.4594192504882812, -0.16949081420898438])",109514298,bert-base-uncased
Chess is a,sport.,chess,sport,55,"(-3.4652938842773438, -1.7326469421386719, [-3.358671188354492, -0.10662269592285156])",109514298,bert-base-uncased
Dancing is a,sport.,dancing,sport,56,"(-1.4012784957885742, -0.7006392478942871, [-1.285170555114746, -0.11610794067382812])",109514298,bert-base-uncased
Checkers is a,sport.,checkers,sport,57,"(-4.194490432739258, -2.097245216369629, [-4.069488525390625, -0.1250019073486328])",109514298,bert-base-uncased
Cards is a,sport.,cards,sport,58,"(-6.237678527832031, -3.1188392639160156, [-6.068906784057617, -0.16877174377441406])",109514298,bert-base-uncased
Sunbathing is a,sport.,sunbathing,sport,59,"(-0.8969869613647461, -0.44849348068237305, [-0.7991304397583008, -0.09785652160644531])",109514298,bert-base-uncased
Pea is a,vegetable.,pea,vegetable,1,"(-3.394340991973877, -1.6971704959869385, [-3.2767605781555176, -0.11758041381835938])",109514298,bert-base-uncased
Carrot is a,vegetable.,carrot,vegetable,2,"(-6.145171642303467, -3.0725858211517334, [-6.061137676239014, -0.08403396606445312])",109514298,bert-base-uncased
Green bean is a,vegetable.,green bean,vegetable,3,"(-3.328990936279297, -1.6644954681396484, [-3.2852916717529297, -0.04369926452636719])",109514298,bert-base-uncased
String bean is a,vegetable.,string bean,vegetable,4,"(-3.840813159942627, -1.9204065799713135, [-3.7826123237609863, -0.058200836181640625])",109514298,bert-base-uncased
Spinach is a,vegetable.,spinach,vegetable,5,"(-1.5736608505249023, -0.7868304252624512, [-1.4703683853149414, -0.10329246520996094])",109514298,bert-base-uncased
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-3.607409954071045, -1.8037049770355225, [-3.527495861053467, -0.07991409301757812])",109514298,bert-base-uncased
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-1.9766435623168945, -0.9883217811584473, [-1.880742073059082, -0.0959014892578125])",109514298,bert-base-uncased
Corn is a,vegetable.,corn,vegetable,8,"(-3.7792654037475586, -1.8896327018737793, [-3.580317497253418, -0.19894790649414062])",109514298,bert-base-uncased
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-3.8993172645568848, -1.9496586322784424, [-3.846071720123291, -0.05324554443359375])",109514298,bert-base-uncased
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-9.262799263000488, -4.631399631500244, [-9.134539604187012, -0.12825965881347656])",109514298,bert-base-uncased
