preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A football is a,toy.,football,toy,35,"(-7.827384948730469, -3.9136924743652344, [-6.366264343261719, -1.46112060546875])",354823168,gpt2-medium
A game is a,toy.,game,toy,36,"(-8.731407165527344, -4.365703582763672, [-7.268531799316406, -1.4628753662109375])",354823168,gpt2-medium
A swing is a,toy.,swing,toy,37,"(-10.995201110839844, -5.497600555419922, [-9.312332153320312, -1.6828689575195312])",354823168,gpt2-medium
A boat is a,toy.,boat,toy,38,"(-8.453529357910156, -4.226764678955078, [-6.665718078613281, -1.787811279296875])",354823168,gpt2-medium
A monopoly is a,toy.,monopoly,toy,39,"(-11.788604736328125, -5.8943023681640625, [-10.017593383789062, -1.7710113525390625])",354823168,gpt2-medium
A sled is a,toy.,sled,toy,40,"(-9.876480102539062, -4.938240051269531, [-5.8646697998046875, -4.011810302734375])",354823168,gpt2-medium
A seesaw is a,toy.,seesaw,toy,41,"(-11.602249145507812, -5.801124572753906, [-7.9737701416015625, -3.62847900390625])",354823168,gpt2-medium
Stilts are,toys.,stilts,toy,42,"(-12.879219055175781, -6.439609527587891, [-10.089469909667969, -2.7897491455078125])",354823168,gpt2-medium
Checkers are,toys.,checkers,toy,43,"(-13.12384033203125, -6.561920166015625, [-10.373847961425781, -2.7499923706054688])",354823168,gpt2-medium
A bat is a,toy.,bat,toy,44,"(-8.454856872558594, -4.227428436279297, [-6.839378356933594, -1.615478515625])",354823168,gpt2-medium
A car is a,toy.,car,toy,45,"(-7.232158660888672, -3.616079330444336, [-5.8599090576171875, -1.3722496032714844])",354823168,gpt2-medium
An airplane is a,toy.,airplane,toy,46,"(-7.55279541015625, -3.776397705078125, [-6.136688232421875, -1.416107177734375])",354823168,gpt2-medium
A bicycle is a,toy.,bicycle,toy,47,"(-7.14178466796875, -3.570892333984375, [-5.6442413330078125, -1.4975433349609375])",354823168,gpt2-medium
A tractor is a,toy.,tractor,toy,48,"(-9.46270751953125, -4.731353759765625, [-7.195915222167969, -2.2667922973632812])",354823168,gpt2-medium
A sandbox is a,toy.,sandbox,toy,49,"(-9.97271728515625, -4.986358642578125, [-7.7561798095703125, -2.2165374755859375])",354823168,gpt2-medium
A bike is a,toy.,bike,toy,50,"(-6.6911468505859375, -3.3455734252929688, [-5.261955261230469, -1.4291915893554688])",354823168,gpt2-medium
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-8.281822204589844, -4.140911102294922, [-6.354560852050781, -1.9272613525390625])",354823168,gpt2-medium
A rope is a,toy.,rope,toy,52,"(-10.394638061523438, -5.197319030761719, [-7.6055908203125, -2.7890472412109375])",354823168,gpt2-medium
Dishes are,toys.,dishes,toy,53,"(-13.887725830078125, -6.9438629150390625, [-12.075401306152344, -1.8123245239257812])",354823168,gpt2-medium
Cards are,toys.,cards,toy,54,"(-12.996665954589844, -6.498332977294922, [-11.282875061035156, -1.7137908935546875])",354823168,gpt2-medium
A mitt is a,toy.,mitt,toy,55,"(-10.6195068359375, -5.30975341796875, [-6.620597839355469, -3.9989089965820312])",354823168,gpt2-medium
A horse is a,toy.,horse,toy,56,"(-7.833744049072266, -3.916872024536133, [-6.331214904785156, -1.5025291442871094])",354823168,gpt2-medium
A gun is a,toy.,gun,toy,57,"(-6.287788391113281, -3.1438941955566406, [-4.887275695800781, -1.4005126953125])",354823168,gpt2-medium
Animals are,toys.,animals,toy,58,"(-11.701622009277344, -5.850811004638672, [-9.9176025390625, -1.7840194702148438])",354823168,gpt2-medium
A tennis racket is a,toy.,tennis racket,toy,59,"(-7.187843322753906, -3.593921661376953, [-5.042335510253906, -2.1455078125])",354823168,gpt2-medium
Books are,toys.,books,toy,60,"(-14.507301330566406, -7.253650665283203, [-12.732040405273438, -1.7752609252929688])",354823168,gpt2-medium
A robin is a,bird.,robin,bird,1,"(-4.613445281982422, -2.306722640991211, [-1.362152099609375, -3.251293182373047])",354823168,gpt2-medium
A sparrow is a,bird.,sparrow,bird,2,"(-5.754131317138672, -2.877065658569336, [-2.048187255859375, -3.705944061279297])",354823168,gpt2-medium
A bluejay is a,bird.,bluejay,bird,3,"(-7.2735748291015625, -3.6367874145507812, [-3.7445602416992188, -3.5290145874023438])",354823168,gpt2-medium
A bluebird is a,bird.,bluebird,bird,4,"(-7.417045593261719, -3.7085227966308594, [-2.1149063110351562, -5.3021392822265625])",354823168,gpt2-medium
A canary is a,bird.,canary,bird,5,"(-8.1990966796875, -4.09954833984375, [-4.413963317871094, -3.7851333618164062])",354823168,gpt2-medium
A blackbird is a,bird.,blackbird,bird,6,"(-7.87335205078125, -3.936676025390625, [-1.7734603881835938, -6.099891662597656])",354823168,gpt2-medium
A dove is a,bird.,dove,bird,7,"(-5.606941223144531, -2.8034706115722656, [-2.0830459594726562, -3.523895263671875])",354823168,gpt2-medium
A lark is a,bird.,lark,bird,8,"(-6.20709228515625, -3.103546142578125, [-3.0550308227539062, -3.1520614624023438])",354823168,gpt2-medium
A swallow is a,bird.,swallow,bird,9,"(-6.7981414794921875, -3.3990707397460938, [-3.4396209716796875, -3.3585205078125])",354823168,gpt2-medium
A parakeet is a,bird.,parakeet,bird,10,"(-6.794364929199219, -3.3971824645996094, [-2.0191574096679688, -4.77520751953125])",354823168,gpt2-medium
An oriole is a,bird.,oriole,bird,11,"(-8.414787292480469, -4.207393646240234, [-3.7285614013671875, -4.686225891113281])",354823168,gpt2-medium
A mockingbird is a,bird.,mockingbird,bird,12,"(-6.549201965332031, -3.2746009826660156, [-1.47369384765625, -5.075508117675781])",354823168,gpt2-medium
A redbird is a,bird.,redbird,bird,13,"(-7.6272430419921875, -3.8136215209960938, [-2.1998977661132812, -5.427345275878906])",354823168,gpt2-medium
A wren is a,bird.,wren,bird,14,"(-7.1660614013671875, -3.5830307006835938, [-2.2018585205078125, -4.964202880859375])",354823168,gpt2-medium
A finch is a,bird.,finch,bird,15,"(-6.7044525146484375, -3.3522262573242188, [-2.482940673828125, -4.2215118408203125])",354823168,gpt2-medium
A starling is a,bird.,starling,bird,16,"(-6.896930694580078, -3.448465347290039, [-2.512298583984375, -4.384632110595703])",354823168,gpt2-medium
A cardinal is a,bird.,cardinal,bird,17,"(-11.111007690429688, -5.555503845214844, [-8.628250122070312, -2.482757568359375])",354823168,gpt2-medium
An eagle is a,bird.,eagle,bird,18,"(-5.845836639404297, -2.9229183197021484, [-1.9513320922851562, -3.8945045471191406])",354823168,gpt2-medium
A hummingbird is a,bird.,hummingbird,bird,19,"(-6.975292205810547, -3.4876461029052734, [-2.0787887573242188, -4.896503448486328])",354823168,gpt2-medium
A seagull is a,bird.,seagull,bird,20,"(-6.515132904052734, -3.257566452026367, [-1.899688720703125, -4.615444183349609])",354823168,gpt2-medium
A woodpecker is a,bird.,woodpecker,bird,21,"(-7.027690887451172, -3.513845443725586, [-2.2348709106445312, -4.792819976806641])",354823168,gpt2-medium
A pigeon is a,bird.,pigeon,bird,22,"(-3.4439697265625, -1.72198486328125, [-1.6285247802734375, -1.8154449462890625])",354823168,gpt2-medium
A thrush is a,bird.,thrush,bird,23,"(-8.243743896484375, -4.1218719482421875, [-3.7388534545898438, -4.504890441894531])",354823168,gpt2-medium
A falcon is a,bird.,falcon,bird,24,"(-5.905628204345703, -2.9528141021728516, [-1.68798828125, -4.217639923095703])",354823168,gpt2-medium
A crow is a,bird.,crow,bird,25,"(-4.257850646972656, -2.128925323486328, [-1.6707305908203125, -2.5871200561523438])",354823168,gpt2-medium
A hawk is a,bird.,hawk,bird,26,"(-5.2698822021484375, -2.6349411010742188, [-2.1135101318359375, -3.1563720703125])",354823168,gpt2-medium
A raven is a,bird.,raven,bird,27,"(-6.448814392089844, -3.224407196044922, [-2.4425277709960938, -4.00628662109375])",354823168,gpt2-medium
A goldfinch is a,bird.,goldfinch,bird,28,"(-7.797756195068359, -3.8988780975341797, [-2.4187545776367188, -5.379001617431641])",354823168,gpt2-medium
A parrot is a,bird.,parrot,bird,29,"(-6.0199737548828125, -3.0099868774414062, [-1.7399673461914062, -4.280006408691406])",354823168,gpt2-medium
A sandpiper is a,bird.,sandpiper,bird,30,"(-6.992645263671875, -3.4963226318359375, [-2.1412887573242188, -4.851356506347656])",354823168,gpt2-medium
A pheasant is a,bird.,pheasant,bird,31,"(-7.5106048583984375, -3.7553024291992188, [-2.4519577026367188, -5.058647155761719])",354823168,gpt2-medium
A catbird is a,bird.,catbird,bird,32,"(-6.333011627197266, -3.166505813598633, [-1.913421630859375, -4.419589996337891])",354823168,gpt2-medium
A crane is a,bird.,crane,bird,33,"(-10.91262435913086, -5.45631217956543, [-7.362632751464844, -3.5499916076660156])",354823168,gpt2-medium
An albatross is a,bird.,albatross,bird,34,"(-8.50613021850586, -4.25306510925293, [-3.2983627319335938, -5.207767486572266])",354823168,gpt2-medium
A condor is a,bird.,condor,bird,35,"(-5.5085906982421875, -2.7542953491210938, [-1.9337539672851562, -3.5748367309570312])",354823168,gpt2-medium
A toucan is a,bird.,toucan,bird,36,"(-5.603004455566406, -2.801502227783203, [-2.5350265502929688, -3.0679779052734375])",354823168,gpt2-medium
An owl is a,bird.,owl,bird,37,"(-4.786590576171875, -2.3932952880859375, [-1.9597244262695312, -2.8268661499023438])",354823168,gpt2-medium
A pelican is a,bird.,pelican,bird,38,"(-6.509136199951172, -3.254568099975586, [-2.22235107421875, -4.286785125732422])",354823168,gpt2-medium
A goose is a,bird.,goose,bird,39,"(-4.398933410644531, -2.1994667053222656, [-2.0454940795898438, -2.3534393310546875])",354823168,gpt2-medium
A vulture is a,bird.,vulture,bird,40,"(-7.859382629394531, -3.9296913146972656, [-2.702056884765625, -5.157325744628906])",354823168,gpt2-medium
A stork is a,bird.,stork,bird,41,"(-6.786018371582031, -3.3930091857910156, [-2.2755584716796875, -4.510459899902344])",354823168,gpt2-medium
A buzzard is a,bird.,buzzard,bird,42,"(-6.664379119873047, -3.3321895599365234, [-1.8291702270507812, -4.835208892822266])",354823168,gpt2-medium
A swan is a,bird.,swan,bird,43,"(-6.5430450439453125, -3.2715225219726562, [-2.5163650512695312, -4.026679992675781])",354823168,gpt2-medium
A flamingo is a,bird.,flamingo,bird,44,"(-6.942661285400391, -3.4713306427001953, [-2.5579071044921875, -4.384754180908203])",354823168,gpt2-medium
A duck is a,bird.,duck,bird,45,"(-4.670928955078125, -2.3354644775390625, [-2.765380859375, -1.905548095703125])",354823168,gpt2-medium
A peacock is a,bird.,peacock,bird,46,"(-5.937705993652344, -2.968852996826172, [-1.97015380859375, -3.9675521850585938])",354823168,gpt2-medium
An egret is a,bird.,egret,bird,47,"(-7.860431671142578, -3.930215835571289, [-2.8730316162109375, -4.987400054931641])",354823168,gpt2-medium
A chicken is a,bird.,chicken,bird,48,"(-4.646430969238281, -2.3232154846191406, [-2.9546585083007812, -1.6917724609375])",354823168,gpt2-medium
A turkey is a,bird.,turkey,bird,49,"(-4.546409606933594, -2.273204803466797, [-2.0325851440429688, -2.513824462890625])",354823168,gpt2-medium
An ostrich is a,bird.,ostrich,bird,50,"(-6.8239898681640625, -3.4119949340820312, [-2.3842697143554688, -4.439720153808594])",354823168,gpt2-medium
A titmouse is a,bird.,titmouse,bird,51,"(-9.406829833984375, -4.7034149169921875, [-5.257270812988281, -4.149559020996094])",354823168,gpt2-medium
An emu is a,bird.,emu,bird,52,"(-7.087127685546875, -3.5435638427734375, [-2.968994140625, -4.118133544921875])",354823168,gpt2-medium
A penguin is a,bird.,penguin,bird,53,"(-6.322093963623047, -3.1610469818115234, [-2.95404052734375, -3.368053436279297])",354823168,gpt2-medium
A bat is a,bird.,bat,bird,54,"(-5.2620697021484375, -2.6310348510742188, [-3.4256973266601562, -1.8363723754882812])",354823168,gpt2-medium
Football is a,sport.,football,sport,1,"(-4.627044677734375, -2.3135223388671875, [-2.2094955444335938, -2.4175491333007812])",354823168,gpt2-medium
Baseball is a,sport.,baseball,sport,2,"(-5.642585754394531, -2.8212928771972656, [-2.5118408203125, -3.1307449340820312])",354823168,gpt2-medium
Basketball is a,sport.,basketball,sport,3,"(-5.344245910644531, -2.6721229553222656, [-1.9836044311523438, -3.3606414794921875])",354823168,gpt2-medium
Tennis is a,sport.,tennis,sport,4,"(-5.910820007324219, -2.9554100036621094, [-2.0419387817382812, -3.8688812255859375])",354823168,gpt2-medium
Softball is a,sport.,softball,sport,5,"(-9.374961853027344, -4.687480926513672, [-4.075286865234375, -5.299674987792969])",354823168,gpt2-medium
Canoeing is a,sport.,canoeing,sport,6,"(-6.726127624511719, -3.3630638122558594, [-2.33502197265625, -4.391105651855469])",354823168,gpt2-medium
Handball is a,sport.,handball,sport,7,"(-7.755706787109375, -3.8778533935546875, [-2.5316238403320312, -5.224082946777344])",354823168,gpt2-medium
Rugby is a,sport.,rugby,sport,8,"(-6.160057067871094, -3.080028533935547, [-1.6650466918945312, -4.4950103759765625])",354823168,gpt2-medium
Hockey is a,sport.,hockey,sport,9,"(-5.573081970214844, -2.786540985107422, [-2.3115921020507812, -3.2614898681640625])",354823168,gpt2-medium
Ice hockey is a,sport.,ice hockey,sport,10,"(-7.235198974609375, -3.6175994873046875, [-2.2975082397460938, -4.937690734863281])",354823168,gpt2-medium
Swimming is a,sport.,swimming,sport,11,"(-5.553428649902344, -2.776714324951172, [-2.2986907958984375, -3.2547378540039062])",354823168,gpt2-medium
Track is a,sport.,track,sport,12,"(-12.172386169433594, -6.086193084716797, [-7.95166015625, -4.220726013183594])",354823168,gpt2-medium
Boxing is a,sport.,boxing,sport,13,"(-6.588539123535156, -3.294269561767578, [-2.9441070556640625, -3.6444320678710938])",354823168,gpt2-medium
Volleyball is a,sport.,volleyball,sport,14,"(-6.5432586669921875, -3.2716293334960938, [-1.5639266967773438, -4.979331970214844])",354823168,gpt2-medium
Lacrosse is a,sport.,lacrosse,sport,15,"(-6.9182281494140625, -3.4591140747070312, [-1.8303985595703125, -5.08782958984375])",354823168,gpt2-medium
Skiing is a,sport.,skiing,sport,16,"(-7.194694519042969, -3.5973472595214844, [-2.1327743530273438, -5.061920166015625])",354823168,gpt2-medium
Golf is a,sport.,golf,sport,17,"(-5.809761047363281, -2.9048805236816406, [-2.5231704711914062, -3.286590576171875])",354823168,gpt2-medium
Polo is a,sport.,polo,sport,18,"(-8.154197692871094, -4.077098846435547, [-4.1178131103515625, -4.036384582519531])",354823168,gpt2-medium
Surfing is a,sport.,surfing,sport,19,"(-6.328269958496094, -3.164134979248047, [-2.5585556030273438, -3.76971435546875])",354823168,gpt2-medium
Wrestling is a,sport.,wrestling,sport,20,"(-5.02532958984375, -2.512664794921875, [-2.040191650390625, -2.985137939453125])",354823168,gpt2-medium
Gymnastics is a,sport.,gymnastics,sport,21,"(-5.931159973144531, -2.9655799865722656, [-2.406005859375, -3.5251541137695312])",354823168,gpt2-medium
Cricket is a,sport.,cricket,sport,22,"(-6.1161651611328125, -3.0580825805664062, [-2.04534912109375, -4.0708160400390625])",354823168,gpt2-medium
Squash is a,sport.,squash,sport,23,"(-11.091926574707031, -5.545963287353516, [-6.473411560058594, -4.6185150146484375])",354823168,gpt2-medium
Badminton is a,sport.,badminton,sport,24,"(-6.797050476074219, -3.3985252380371094, [-2.0631484985351562, -4.7339019775390625])",354823168,gpt2-medium
Racing is a,sport.,racing,sport,25,"(-5.3806610107421875, -2.6903305053710938, [-2.400848388671875, -2.9798126220703125])",354823168,gpt2-medium
Pole vault is a,sport.,pole vault,sport,26,"(-8.590103149414062, -4.295051574707031, [-4.755928039550781, -3.8341751098632812])",354823168,gpt2-medium
Fencing is a,sport.,fencing,sport,27,"(-6.571372985839844, -3.285686492919922, [-2.9298629760742188, -3.641510009765625])",354823168,gpt2-medium
Bowling is a,sport.,bowling,sport,28,"(-5.368904113769531, -2.6844520568847656, [-2.0253067016601562, -3.343597412109375])",354823168,gpt2-medium
Water skiing is a,sport.,water skiing,sport,29,"(-6.8133697509765625, -3.4066848754882812, [-1.7830276489257812, -5.030342102050781])",354823168,gpt2-medium
Ice skating is a,sport.,ice skating,sport,30,"(-6.57244873046875, -3.286224365234375, [-1.9978179931640625, -4.5746307373046875])",354823168,gpt2-medium
Jai alai is a,sport.,jai alai,sport,31,"(-12.488754272460938, -6.244377136230469, [-8.257514953613281, -4.231239318847656])",354823168,gpt2-medium
Skating is a,sport.,skating,sport,32,"(-5.4909820556640625, -2.7454910278320312, [-2.591278076171875, -2.8997039794921875])",354823168,gpt2-medium
Skindiving is a,sport.,skindiving,sport,33,"(-10.569007873535156, -5.284503936767578, [-6.382560729980469, -4.1864471435546875])",354823168,gpt2-medium
Sailing is a,sport.,sailing,sport,34,"(-5.2509918212890625, -2.6254959106445312, [-2.4290695190429688, -2.8219223022460938])",354823168,gpt2-medium
Diving is a,sport.,diving,sport,35,"(-5.8676605224609375, -2.9338302612304688, [-2.8150253295898438, -3.0526351928710938])",354823168,gpt2-medium
Archery is a,sport.,archery,sport,36,"(-8.881011962890625, -4.4405059814453125, [-5.0141143798828125, -3.8668975830078125])",354823168,gpt2-medium
Judo is a,sport.,judo,sport,37,"(-8.688827514648438, -4.344413757324219, [-4.0336761474609375, -4.6551513671875])",354823168,gpt2-medium
Car racing is a,sport.,car racing,sport,38,"(-6.465362548828125, -3.2326812744140625, [-2.6017532348632812, -3.8636093139648438])",354823168,gpt2-medium
Ping pong is a,sport.,ping pong,sport,39,"(-8.227470397949219, -4.113735198974609, [-4.071563720703125, -4.155906677246094])",354823168,gpt2-medium
Rowing is a,sport.,rowing,sport,40,"(-5.089973449707031, -2.5449867248535156, [-1.4983139038085938, -3.5916595458984375])",354823168,gpt2-medium
Fishing is a,sport.,fishing,sport,41,"(-6.282318115234375, -3.1411590576171875, [-3.040008544921875, -3.2423095703125])",354823168,gpt2-medium
Horseback riding is a,sport.,horseback riding,sport,42,"(-7.4463958740234375, -3.7231979370117188, [-2.4508056640625, -4.9955902099609375])",354823168,gpt2-medium
Running is a,sport.,running,sport,43,"(-8.94830322265625, -4.474151611328125, [-5.9978179931640625, -2.9504852294921875])",354823168,gpt2-medium
Horse racing is a,sport.,horse racing,sport,44,"(-6.59271240234375, -3.296356201171875, [-2.2932510375976562, -4.299461364746094])",354823168,gpt2-medium
Hiking is a,sport.,hiking,sport,45,"(-7.084251403808594, -3.542125701904297, [-4.250946044921875, -2.8333053588867188])",354823168,gpt2-medium
Weight lifting is a,sport.,weight lifting,sport,46,"(-7.844085693359375, -3.9220428466796875, [-3.7978439331054688, -4.046241760253906])",354823168,gpt2-medium
Croquet is a,sport.,croquet,sport,47,"(-10.62786865234375, -5.313934326171875, [-5.414176940917969, -5.213691711425781])",354823168,gpt2-medium
Horseshoes is a,sport.,horseshoes,sport,48,"(-11.266242980957031, -5.633121490478516, [-7.1002197265625, -4.166023254394531])",354823168,gpt2-medium
Boating is a,sport.,boating,sport,49,"(-6.8433380126953125, -3.4216690063476562, [-3.2939300537109375, -3.549407958984375])",354823168,gpt2-medium
Pool is a,sport.,pool,sport,50,"(-12.89300537109375, -6.446502685546875, [-9.358650207519531, -3.5343551635742188])",354823168,gpt2-medium
Billiards is a,sport.,billiards,sport,51,"(-8.362075805664062, -4.181037902832031, [-4.081390380859375, -4.2806854248046875])",354823168,gpt2-medium
Hunting is a,sport.,hunting,sport,52,"(-6.668434143066406, -3.334217071533203, [-3.5169296264648438, -3.1515045166015625])",354823168,gpt2-medium
Jump rope is a,sport.,jump rope,sport,53,"(-9.709823608398438, -4.854911804199219, [-5.100555419921875, -4.6092681884765625])",354823168,gpt2-medium
Camping is a,sport.,camping,sport,54,"(-8.364913940429688, -4.182456970214844, [-5.871498107910156, -2.4934158325195312])",354823168,gpt2-medium
Chess is a,sport.,chess,sport,55,"(-7.787193298339844, -3.893596649169922, [-4.143775939941406, -3.6434173583984375])",354823168,gpt2-medium
Dancing is a,sport.,dancing,sport,56,"(-7.24017333984375, -3.620086669921875, [-4.6114349365234375, -2.6287384033203125])",354823168,gpt2-medium
Checkers is a,sport.,checkers,sport,57,"(-13.450843811035156, -6.725421905517578, [-9.185295104980469, -4.2655487060546875])",354823168,gpt2-medium
Cards is a,sport.,cards,sport,58,"(-11.143630981445312, -5.571815490722656, [-7.704383850097656, -3.4392471313476562])",354823168,gpt2-medium
Sunbathing is a,sport.,sunbathing,sport,59,"(-7.659698486328125, -3.8298492431640625, [-4.614952087402344, -3.0447463989257812])",354823168,gpt2-medium
Pea is a,vegetable.,pea,vegetable,1,"(-8.288818359375, -4.1444091796875, [-4.7988128662109375, -3.4900054931640625])",354823168,gpt2-medium
Carrot is a,vegetable.,carrot,vegetable,2,"(-7.658416748046875, -3.8292083740234375, [-4.280128479003906, -3.3782882690429688])",354823168,gpt2-medium
Green bean is a,vegetable.,green bean,vegetable,3,"(-8.3262939453125, -4.16314697265625, [-4.386131286621094, -3.9401626586914062])",354823168,gpt2-medium
String bean is a,vegetable.,string bean,vegetable,4,"(-13.302726745605469, -6.651363372802734, [-10.707565307617188, -2.5951614379882812])",354823168,gpt2-medium
Spinach is a,vegetable.,spinach,vegetable,5,"(-7.823951721191406, -3.911975860595703, [-3.8998031616210938, -3.9241485595703125])",354823168,gpt2-medium
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-8.153106689453125, -4.0765533447265625, [-4.3597412109375, -3.793365478515625])",354823168,gpt2-medium
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-7.8706512451171875, -3.9353256225585938, [-3.7923736572265625, -4.078277587890625])",354823168,gpt2-medium
Corn is a,vegetable.,corn,vegetable,8,"(-8.74859619140625, -4.374298095703125, [-5.798515319824219, -2.9500808715820312])",354823168,gpt2-medium
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-6.767738342285156, -3.383869171142578, [-3.2813186645507812, -3.486419677734375])",354823168,gpt2-medium
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-11.599830627441406, -5.799915313720703, [-7.660125732421875, -3.9397048950195312])",354823168,gpt2-medium
Squash is a,vegetable.,squash,vegetable,11,"(-9.664566040039062, -4.832283020019531, [-5.860015869140625, -3.8045501708984375])",354823168,gpt2-medium
Lettuce is a,vegetable.,lettuce,vegetable,12,"(-8.103439331054688, -4.051719665527344, [-4.219024658203125, -3.8844146728515625])",354823168,gpt2-medium
Celery is a,vegetable.,celery,vegetable,13,"(-9.168174743652344, -4.584087371826172, [-5.116096496582031, -4.0520782470703125])",354823168,gpt2-medium
Cucumber is a,vegetable.,cucumber,vegetable,14,"(-9.053802490234375, -4.5269012451171875, [-4.891197204589844, -4.162605285644531])",354823168,gpt2-medium
Beet is a,vegetable.,beet,vegetable,15,"(-9.019149780273438, -4.509574890136719, [-5.189414978027344, -3.8297348022460938])",354823168,gpt2-medium
