preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Paper dolls are,toys.,paper dolls,toy,16,"[(-10.80221176147461, -5.401105880737305, [-9.518928527832031, -1.2832832336425781]), (-10.247822761535645, -5.123911380767822, [-9.175145149230957, -1.0726776123046875]), (-11.421283721923828, -5.710641860961914, [-10.048116683959961, -1.3731670379638672]), (-10.979307174682617, -5.489653587341309, [-9.788296699523926, -1.1910109519958496]), (-9.502113342285156, -4.751056671142578, [-8.409245491027832, -1.0928678512573242])]",116535552,openai-gpt
An erector set is a,toy.,erector set,toy,17,"[(-10.379403114318848, -5.189701557159424, [-8.469823837280273, -1.9095795154571533]), (-9.968253135681152, -4.984126567840576, [-8.37809944152832, -1.590153694152832]), (-9.817094802856445, -4.908547401428223, [-8.319785118103027, -1.4973101615905762]), (-9.0242919921875, -4.51214599609375, [-7.212435245513916, -1.8118562698364258]), (-10.043330192565918, -5.021665096282959, [-7.882381439208984, -2.1609487533569336])]",116535552,openai-gpt
A hula hoop is a,toy.,hula hoop,toy,18,"[(-10.5027437210083, -5.25137186050415, [-8.628610610961914, -1.8741333484649658]), (-9.95768928527832, -4.97884464263916, [-8.31505012512207, -1.64263916015625]), (-9.405780792236328, -4.702890396118164, [-8.083126068115234, -1.3226547241210938]), (-8.946815490722656, -4.473407745361328, [-7.345064163208008, -1.6017513275146484]), (-9.459512710571289, -4.7297563552856445, [-8.003710746765137, -1.4558014869689941])]",116535552,openai-gpt
A jump rope is a,toy.,jump rope,toy,19,"[(-9.769014358520508, -4.884507179260254, [-8.680620193481445, -1.0883941650390625]), (-10.930118560791016, -5.465059280395508, [-9.296548843383789, -1.6335701942443848]), (-10.731910705566406, -5.365955352783203, [-9.423410415649414, -1.308499813079834]), (-10.616766929626465, -5.308383464813232, [-9.315590858459473, -1.3011760711669922]), (-10.029504776000977, -5.014752388000488, [-8.723593711853027, -1.305910587310791])]",116535552,openai-gpt
A pogo stick is a,toy.,pogo stick,toy,20,"[(-7.3509202003479, -3.67546010017395, [-6.354628086090088, -0.9962921142578125]), (-8.618606567382812, -4.309303283691406, [-7.087684631347656, -1.5309219360351562]), (-7.759688854217529, -3.8798444271087646, [-6.473835468292236, -1.285853385925293]), (-8.016538619995117, -4.008269309997559, [-6.580277919769287, -1.4362602233886719]), (-7.761842727661133, -3.8809213638305664, [-6.38357400894165, -1.3782687187194824])]",116535552,openai-gpt
A clay is a,toy.,clay,toy,21,"[(-9.828872680664062, -4.914436340332031, [-8.56592082977295, -1.262951374053955]), (-10.388063430786133, -5.194031715393066, [-9.128496170043945, -1.2595677375793457]), (-9.273002624511719, -4.636501312255859, [-8.20164680480957, -1.0713553428649902]), (-9.49258041381836, -4.74629020690918, [-8.101923942565918, -1.3906559944152832]), (-9.891210556030273, -4.945605278015137, [-8.4133939743042, -1.4778170585632324])]",116535552,openai-gpt
A wagon is a,toy.,wagon,toy,22,"[(-9.430947303771973, -4.715473651885986, [-7.920589923858643, -1.51035737991333]), (-9.452163696289062, -4.726081848144531, [-8.175792694091797, -1.2763705253601074]), (-9.537541389465332, -4.768770694732666, [-8.240189552307129, -1.2973518371582031]), (-10.204384803771973, -5.102192401885986, [-8.33511734008789, -1.869267463684082]), (-9.692407608032227, -4.846203804016113, [-8.116941452026367, -1.5754666328430176])]",116535552,openai-gpt
A kite is a,toy.,kite,toy,23,"[(-8.155302047729492, -4.077651023864746, [-6.864076614379883, -1.2912259101867676]), (-9.352224349975586, -4.676112174987793, [-7.918409824371338, -1.4338150024414062]), (-8.377219200134277, -4.188609600067139, [-7.365799903869629, -1.0114192962646484]), (-7.362518787384033, -3.6812593936920166, [-6.006972312927246, -1.355546474456787]), (-8.980186462402344, -4.490093231201172, [-7.68304443359375, -1.297142505645752])]",116535552,openai-gpt
A train is a,toy.,train,toy,24,"[(-10.146397590637207, -5.0731987953186035, [-8.768196105957031, -1.3782014846801758]), (-10.34449577331543, -5.172247886657715, [-8.995247840881348, -1.349247932434082]), (-8.808195114135742, -4.404097557067871, [-7.477933406829834, -1.33026123046875]), (-10.361920356750488, -5.180960178375244, [-8.819026947021484, -1.542893409729004]), (-9.799030303955078, -4.899515151977539, [-8.170378684997559, -1.6286520957946777])]",116535552,openai-gpt
A tricycle is a,toy.,tricycle,toy,25,"[(-8.111320495605469, -4.055660247802734, [-6.894135475158691, -1.2171845436096191]), (-9.035282135009766, -4.517641067504883, [-7.584957599639893, -1.4503240585327148]), (-9.794533729553223, -4.897266864776611, [-8.4309720993042, -1.3635616302490234]), (-9.169845581054688, -4.584922790527344, [-7.862827777862549, -1.3070173263549805]), (-9.74692153930664, -4.87346076965332, [-8.258003234863281, -1.4889183044433594])]",116535552,openai-gpt
A coloring book is a,toy.,coloring book,toy,26,"[(-8.887206077575684, -4.443603038787842, [-7.469287395477295, -1.4179186820983887]), (-8.946553230285645, -4.473276615142822, [-6.936895370483398, -2.009657859802246]), (-8.478364944458008, -4.239182472229004, [-6.699533939361572, -1.7788314819335938]), (-8.719609260559082, -4.359804630279541, [-7.062752723693848, -1.6568565368652344]), (-8.43742847442627, -4.218714237213135, [-6.661012172698975, -1.776416301727295])]",116535552,openai-gpt
Crayons are,toys.,crayons,toy,27,"[(-11.910873413085938, -5.955436706542969, [-10.72251033782959, -1.1883635520935059]), (-10.140676498413086, -5.070338249206543, [-8.725751876831055, -1.4149250984191895]), (-9.405023574829102, -4.702511787414551, [-8.349774360656738, -1.0552496910095215]), (-11.105289459228516, -5.552644729614258, [-9.929365158081055, -1.1759247779846191]), (-11.671882629394531, -5.835941314697266, [-10.3983736038208, -1.2735090255737305])]",116535552,openai-gpt
A truck is a,toy.,truck,toy,28,"[(-9.185127258300781, -4.592563629150391, [-8.224936485290527, -0.9601902961730957]), (-8.737098693847656, -4.368549346923828, [-7.4496307373046875, -1.287468433380127]), (-8.990991592407227, -4.495495796203613, [-7.84722900390625, -1.1437625885009766]), (-8.961729049682617, -4.480864524841309, [-7.79298734664917, -1.1687421798706055]), (-9.656622886657715, -4.828311443328857, [-8.260648727416992, -1.3959741592407227])]",116535552,openai-gpt
A puzzle is a,toy.,puzzle,toy,29,"[(-10.922245025634766, -5.461122512817383, [-9.722637176513672, -1.1996073722839355]), (-9.8475980758667, -4.92379903793335, [-8.52214527130127, -1.3254528045654297]), (-9.882057189941406, -4.941028594970703, [-8.316617965698242, -1.565439224243164]), (-9.462867736816406, -4.731433868408203, [-8.28245735168457, -1.180410385131836]), (-9.13992691040039, -4.569963455200195, [-7.751246452331543, -1.3886809349060059])]",116535552,openai-gpt
A fire engine is a,toy.,fire engine,toy,30,"[(-10.843385696411133, -5.421692848205566, [-9.570087432861328, -1.2732977867126465]), (-10.269571304321289, -5.1347856521606445, [-8.381575584411621, -1.8879961967468262]), (-10.767364501953125, -5.3836822509765625, [-9.325902938842773, -1.4414610862731934]), (-10.14294719696045, -5.071473598480225, [-8.718066215515137, -1.4248809814453125]), (-10.195745468139648, -5.097872734069824, [-8.93805980682373, -1.2576851844787598])]",116535552,openai-gpt
A balloon is a,toy.,balloon,toy,31,"[(-7.8568501472473145, -3.9284250736236572, [-6.72477912902832, -1.1320710182189941]), (-8.000617027282715, -4.000308513641357, [-6.851417541503906, -1.1491994857788086]), (-7.999312400817871, -3.9996562004089355, [-6.515424728393555, -1.4838876724243164]), (-7.120462894439697, -3.5602314472198486, [-6.1175665855407715, -1.0028963088989258]), (-8.193626403808594, -4.096813201904297, [-7.052680015563965, -1.140946865081787])]",116535552,openai-gpt
Skates are,toys.,skates,toy,32,"[(-10.650556564331055, -5.325278282165527, [-9.11503791809082, -1.5355186462402344]), (-11.210541725158691, -5.605270862579346, [-9.87966251373291, -1.3308792114257812]), (-11.433451652526855, -5.716725826263428, [-10.379117965698242, -1.0543336868286133]), (-11.030200958251953, -5.515100479125977, [-9.944463729858398, -1.085737705230713]), (-11.07745361328125, -5.538726806640625, [-9.923858642578125, -1.1535954475402832])]",116535552,openai-gpt
A baseball is a,toy.,baseball,toy,33,"[(-8.16650390625, -4.083251953125, [-7.156136989593506, -1.0103673934936523]), (-7.8828935623168945, -3.9414467811584473, [-7.093478679656982, -0.7894148826599121]), (-9.064451217651367, -4.532225608825684, [-7.957433223724365, -1.107017993927002]), (-7.871490001678467, -3.9357450008392334, [-6.77032470703125, -1.1011652946472168]), (-8.309160232543945, -4.154580116271973, [-7.5254693031311035, -0.7836909294128418])]",116535552,openai-gpt
A drum is a,toy.,drum,toy,34,"[(-8.467422485351562, -4.233711242675781, [-7.163127422332764, -1.3042950630187988]), (-8.123266220092773, -4.061633110046387, [-7.003102779388428, -1.1201634407043457]), (-8.70223617553711, -4.351118087768555, [-7.3881001472473145, -1.314136028289795]), (-8.585861206054688, -4.292930603027344, [-7.399564743041992, -1.1862969398498535]), (-8.731979370117188, -4.365989685058594, [-7.444042205810547, -1.2879366874694824])]",116535552,openai-gpt
A football is a,toy.,football,toy,35,"[(-8.46696662902832, -4.23348331451416, [-7.277384281158447, -1.1895818710327148]), (-8.175922393798828, -4.087961196899414, [-7.027138710021973, -1.1487832069396973]), (-8.18259048461914, -4.09129524230957, [-7.059986591339111, -1.1226043701171875]), (-9.137454986572266, -4.568727493286133, [-7.978102684020996, -1.1593527793884277]), (-7.461368083953857, -3.7306840419769287, [-6.321284770965576, -1.1400833129882812])]",116535552,openai-gpt
A game is a,toy.,game,toy,36,"[(-9.610586166381836, -4.805293083190918, [-8.5506591796875, -1.0599265098571777]), (-8.651296615600586, -4.325648307800293, [-7.440080642700195, -1.2112154960632324]), (-9.30627727508545, -4.653138637542725, [-8.34370231628418, -0.9625749588012695]), (-9.76104736328125, -4.880523681640625, [-8.743809700012207, -1.017237663269043]), (-9.73580265045166, -4.86790132522583, [-8.8181734085083, -0.9176292419433594])]",116535552,openai-gpt
A swing is a,toy.,swing,toy,37,"[(-10.453378677368164, -5.226689338684082, [-8.776145935058594, -1.6772332191467285]), (-10.018840789794922, -5.009420394897461, [-8.615734100341797, -1.4031062126159668]), (-10.623424530029297, -5.311712265014648, [-9.44871997833252, -1.1747040748596191]), (-9.806877136230469, -4.903438568115234, [-8.434391975402832, -1.372485637664795]), (-9.145752906799316, -4.572876453399658, [-7.864801406860352, -1.2809514999389648])]",116535552,openai-gpt
A boat is a,toy.,boat,toy,38,"[(-9.384724617004395, -4.692362308502197, [-7.908311367034912, -1.4764132499694824]), (-9.458681106567383, -4.729340553283691, [-7.932130336761475, -1.5265512466430664]), (-8.951448440551758, -4.475724220275879, [-7.748257160186768, -1.203190803527832]), (-8.490453720092773, -4.245226860046387, [-7.210797309875488, -1.2796564102172852]), (-9.792584419250488, -4.896292209625244, [-8.494904518127441, -1.2976799011230469])]",116535552,openai-gpt
A monopoly is a,toy.,monopoly,toy,39,"[(-8.97906494140625, -4.489532470703125, [-7.856223106384277, -1.1228413581848145]), (-8.072837829589844, -4.036418914794922, [-7.1268157958984375, -0.9460225105285645]), (-8.464395523071289, -4.2321977615356445, [-7.242072105407715, -1.2223234176635742]), (-8.054513931274414, -4.027256965637207, [-6.79897928237915, -1.2555351257324219]), (-8.779293060302734, -4.389646530151367, [-7.7746806144714355, -1.004612922668457])]",116535552,openai-gpt
A sled is a,toy.,sled,toy,40,"[(-7.988631248474121, -3.9943156242370605, [-6.731274604797363, -1.2573566436767578]), (-8.160089492797852, -4.080044746398926, [-7.270714282989502, -0.8893747329711914]), (-8.673084259033203, -4.336542129516602, [-7.516036033630371, -1.157048225402832]), (-7.950860977172852, -3.975430488586426, [-6.544073581695557, -1.406787395477295]), (-8.556463241577148, -4.278231620788574, [-7.106597423553467, -1.4498653411865234])]",116535552,openai-gpt
A seesaw is a,toy.,seesaw,toy,41,"[(-8.479198455810547, -4.239599227905273, [-7.26088285446167, -1.2183160781860352]), (-9.230398178100586, -4.615199089050293, [-7.812117576599121, -1.4182806015014648]), (-9.104419708251953, -4.552209854125977, [-7.412904739379883, -1.6915149688720703]), (-7.917367458343506, -3.958683729171753, [-6.50293493270874, -1.4144325256347656]), (-10.966495513916016, -5.483247756958008, [-9.129916191101074, -1.8365793228149414])]",116535552,openai-gpt
Stilts are,toys.,stilts,toy,42,"[(-11.716032981872559, -5.858016490936279, [-10.682273864746094, -1.0337591171264648]), (-13.266495704650879, -6.6332478523254395, [-11.65805435180664, -1.6084413528442383]), (-12.558771133422852, -6.279385566711426, [-11.320046424865723, -1.238724708557129]), (-13.359220504760742, -6.679610252380371, [-12.046990394592285, -1.312230110168457]), (-12.349271774291992, -6.174635887145996, [-11.25787353515625, -1.091397762298584])]",116535552,openai-gpt
Checkers are,toys.,checkers,toy,43,"[(-11.6845703125, -5.84228515625, [-10.710824966430664, -0.9737453460693359]), (-11.398542404174805, -5.699271202087402, [-10.30384635925293, -1.094696044921875]), (-12.21717643737793, -6.108588218688965, [-11.151100158691406, -1.0660767555236816]), (-11.676275253295898, -5.838137626647949, [-10.593547821044922, -1.0827269554138184]), (-11.854251861572266, -5.927125930786133, [-10.804113388061523, -1.050137996673584])]",116535552,openai-gpt
A bat is a,toy.,bat,toy,44,"[(-9.640583992004395, -4.820291996002197, [-8.382558822631836, -1.2580251693725586]), (-8.863036155700684, -4.431518077850342, [-7.81990385055542, -1.0431323051452637]), (-9.443056106567383, -4.721528053283691, [-8.351945877075195, -1.0911097526550293]), (-9.19542121887207, -4.597710609436035, [-8.154982566833496, -1.040438175201416]), (-10.030975341796875, -5.0154876708984375, [-8.836091995239258, -1.1948833465576172])]",116535552,openai-gpt
A car is a,toy.,car,toy,45,"[(-9.544329643249512, -4.772164821624756, [-7.971057891845703, -1.5732717514038086]), (-8.88719654083252, -4.44359827041626, [-7.598511695861816, -1.2886848449707031]), (-8.86476993560791, -4.432384967803955, [-7.713554859161377, -1.1512150764465332]), (-8.850858688354492, -4.425429344177246, [-7.721695423126221, -1.1291627883911133]), (-9.48727798461914, -4.74363899230957, [-8.297270774841309, -1.1900067329406738])]",116535552,openai-gpt
An airplane is a,toy.,airplane,toy,46,"[(-9.449448585510254, -4.724724292755127, [-8.16202449798584, -1.287424087524414]), (-8.341409683227539, -4.1707048416137695, [-7.322098255157471, -1.0193119049072266]), (-9.6660737991333, -4.83303689956665, [-8.111654281616211, -1.5544195175170898]), (-8.786060333251953, -4.393030166625977, [-7.8553690910339355, -0.9306912422180176]), (-9.384248733520508, -4.692124366760254, [-8.032986640930176, -1.3512616157531738])]",116535552,openai-gpt
A bicycle is a,toy.,bicycle,toy,47,"[(-9.324441909790039, -4.6622209548950195, [-7.925516605377197, -1.39892578125]), (-8.17622184753418, -4.08811092376709, [-7.12398099899292, -1.0522408485412598]), (-7.75483512878418, -3.87741756439209, [-6.791214466094971, -0.963620662689209]), (-8.895896911621094, -4.447948455810547, [-7.707873344421387, -1.1880240440368652]), (-8.466756820678711, -4.2333784103393555, [-7.0565266609191895, -1.4102296829223633])]",116535552,openai-gpt
A tractor is a,toy.,tractor,toy,48,"[(-8.437803268432617, -4.218901634216309, [-6.933363437652588, -1.5044403076171875]), (-8.34640121459961, -4.173200607299805, [-7.276889801025391, -1.069511890411377]), (-8.546052932739258, -4.273026466369629, [-6.922892093658447, -1.6231613159179688]), (-9.362472534179688, -4.681236267089844, [-7.904585361480713, -1.4578866958618164]), (-8.580513000488281, -4.290256500244141, [-7.264247417449951, -1.31626558303833])]",116535552,openai-gpt
A sandbox is a,toy.,sandbox,toy,49,"[(-9.61500072479248, -4.80750036239624, [-8.176172256469727, -1.438828468322754]), (-10.69502067565918, -5.34751033782959, [-9.085104942321777, -1.6099157333374023]), (-9.730513572692871, -4.8652567863464355, [-8.09876823425293, -1.6317453384399414]), (-9.269207000732422, -4.634603500366211, [-7.775763511657715, -1.493443489074707]), (-9.243692398071289, -4.6218461990356445, [-7.5574846267700195, -1.6862072944641113])]",116535552,openai-gpt
A bike is a,toy.,bike,toy,50,"[(-9.19074821472168, -4.59537410736084, [-8.158140182495117, -1.0326085090637207]), (-9.173364639282227, -4.586682319641113, [-8.027726173400879, -1.1456384658813477]), (-8.29025650024414, -4.14512825012207, [-7.435898303985596, -0.8543586730957031]), (-8.11203384399414, -4.05601692199707, [-7.1833577156066895, -0.928675651550293]), (-8.01272964477539, -4.006364822387695, [-7.116964817047119, -0.8957653045654297])]",116535552,openai-gpt
A bow and arrow is a,toy.,bow and arrow,toy,51,"[(-9.544855117797852, -4.772427558898926, [-8.365839004516602, -1.1790165901184082]), (-9.151961326599121, -4.5759806632995605, [-7.989915370941162, -1.162045955657959]), (-8.039304733276367, -4.019652366638184, [-7.091701030731201, -0.9476041793823242]), (-10.300521850585938, -5.150260925292969, [-9.032929420471191, -1.267592430114746]), (-9.599000930786133, -4.799500465393066, [-8.332002639770508, -1.266998291015625])]",116535552,openai-gpt
A rope is a,toy.,rope,toy,52,"[(-8.890790939331055, -4.445395469665527, [-7.540713787078857, -1.3500771522521973]), (-9.689003944396973, -4.844501972198486, [-8.157319068908691, -1.5316848754882812]), (-9.412044525146484, -4.706022262573242, [-8.185518264770508, -1.2265267372131348]), (-9.195375442504883, -4.597687721252441, [-7.942770004272461, -1.2526049613952637]), (-8.994476318359375, -4.4972381591796875, [-7.627867698669434, -1.3666090965270996])]",116535552,openai-gpt
Dishes are,toys.,dishes,toy,53,"[(-12.551259994506836, -6.275629997253418, [-11.104528427124023, -1.4467310905456543]), (-14.008667945861816, -7.004333972930908, [-12.791585922241211, -1.2170820236206055]), (-13.895496368408203, -6.947748184204102, [-12.425593376159668, -1.469902515411377]), (-13.25400161743164, -6.62700080871582, [-11.794917106628418, -1.4590849876403809]), (-13.814765930175781, -6.907382965087891, [-12.684736251831055, -1.1300296783447266])]",116535552,openai-gpt
Cards are,toys.,cards,toy,54,"[(-13.706979751586914, -6.853489875793457, [-12.26652717590332, -1.4404520988464355]), (-12.227157592773438, -6.113578796386719, [-10.894506454467773, -1.3326506614685059]), (-12.845977783203125, -6.4229888916015625, [-11.60827350616455, -1.237703800201416]), (-13.760486602783203, -6.880243301391602, [-12.406229019165039, -1.354257583618164]), (-12.40579605102539, -6.202898025512695, [-11.163333892822266, -1.242462158203125])]",116535552,openai-gpt
A mitt is a,toy.,mitt,toy,55,"[(-8.6060152053833, -4.30300760269165, [-7.590859413146973, -1.0151557922363281]), (-8.335229873657227, -4.167614936828613, [-7.078380584716797, -1.2568488121032715]), (-9.147197723388672, -4.573598861694336, [-8.09122085571289, -1.0559773445129395]), (-8.95266056060791, -4.476330280303955, [-7.9287190437316895, -1.0239415168762207]), (-8.750131607055664, -4.375065803527832, [-7.6800312995910645, -1.0701003074645996])]",116535552,openai-gpt
A horse is a,toy.,horse,toy,56,"[(-8.818361282348633, -4.409180641174316, [-7.339926242828369, -1.4784345626831055]), (-8.088312149047852, -4.044156074523926, [-7.076160430908203, -1.0121512413024902]), (-8.257116317749023, -4.128558158874512, [-6.894167423248291, -1.3629488945007324]), (-8.019208908081055, -4.009604454040527, [-7.094319820404053, -0.9248886108398438]), (-8.93600082397461, -4.468000411987305, [-7.833536624908447, -1.1024646759033203])]",116535552,openai-gpt
A gun is a,toy.,gun,toy,57,"[(-8.824482917785645, -4.412241458892822, [-7.72714900970459, -1.0973339080810547]), (-7.845767021179199, -3.9228835105895996, [-6.749817848205566, -1.0959491729736328]), (-8.07135009765625, -4.035675048828125, [-7.131142616271973, -0.9402070045471191]), (-8.169990539550781, -4.084995269775391, [-6.8775129318237305, -1.292478084564209]), (-7.869942665100098, -3.934971332550049, [-6.780077934265137, -1.089864730834961])]",116535552,openai-gpt
Animals are,toys.,animals,toy,58,"[(-13.634392738342285, -6.817196369171143, [-12.297224998474121, -1.337167739868164]), (-13.455056190490723, -6.727528095245361, [-12.174459457397461, -1.2805967330932617]), (-11.89693832397461, -5.948469161987305, [-10.674071311950684, -1.222867488861084]), (-14.144452095031738, -7.072226047515869, [-12.713556289672852, -1.4308958053588867]), (-12.217065811157227, -6.108532905578613, [-11.201839447021484, -1.015225887298584])]",116535552,openai-gpt
A tennis racket is a,toy.,tennis racket,toy,59,"[(-8.416866302490234, -4.208433151245117, [-6.942049980163574, -1.4748167991638184]), (-8.352672576904297, -4.176336288452148, [-6.773174285888672, -1.5794987678527832]), (-7.894145965576172, -3.947072982788086, [-6.541513442993164, -1.3526325225830078]), (-7.995936393737793, -3.9979681968688965, [-6.765226364135742, -1.2307100296020508]), (-8.562067031860352, -4.281033515930176, [-7.019007682800293, -1.5430588722229004])]",116535552,openai-gpt
