preamble,stimulus,item,category,rank,true,"score (sum, mean, [list)",params,model
It is true that an eagle is a,bird.,eagle,bird,18,1,"(-1.3064308166503906, -0.6532154083251953, [-1.1785926818847656, -0.127838134765625])",335174458,bert-large-uncased
It is false that an eagle is a,bird.,eagle,bird,18,-1,"(-1.5454902648925781, -0.7727451324462891, [-1.4531688690185547, -0.09232139587402344])",335174458,bert-large-uncased
It is true that a hummingbird is a,bird.,hummingbird,bird,19,1,"(-1.0786972045898438, -0.5393486022949219, [-0.992034912109375, -0.08666229248046875])",335174458,bert-large-uncased
It is false that a hummingbird is a,bird.,hummingbird,bird,19,-1,"(-1.2253551483154297, -0.6126775741577148, [-1.1613998413085938, -0.06395530700683594])",335174458,bert-large-uncased
It is true that a seagull is a,bird.,seagull,bird,20,1,"(-1.2903289794921875, -0.6451644897460938, [-1.1341934204101562, -0.15613555908203125])",335174458,bert-large-uncased
It is false that a seagull is a,bird.,seagull,bird,20,-1,"(-1.1499834060668945, -0.5749917030334473, [-1.0623388290405273, -0.08764457702636719])",335174458,bert-large-uncased
It is true that a woodpecker is a,bird.,woodpecker,bird,21,1,"(-1.127842903137207, -0.5639214515686035, [-0.980381965637207, -0.1474609375])",335174458,bert-large-uncased
It is false that a woodpecker is a,bird.,woodpecker,bird,21,-1,"(-1.089716911315918, -0.544858455657959, [-1.015303611755371, -0.07441329956054688])",335174458,bert-large-uncased
It is true that a pigeon is a,bird.,pigeon,bird,22,1,"(-1.4512386322021484, -0.7256193161010742, [-1.3080272674560547, -0.14321136474609375])",335174458,bert-large-uncased
It is false that a pigeon is a,bird.,pigeon,bird,22,-1,"(-1.7117919921875, -0.85589599609375, [-1.6271419525146484, -0.08465003967285156])",335174458,bert-large-uncased
It is true that a thrush is a,bird.,thrush,bird,23,1,"(-0.9568939208984375, -0.47844696044921875, [-0.7760696411132812, -0.18082427978515625])",335174458,bert-large-uncased
It is false that a thrush is a,bird.,thrush,bird,23,-1,"(-0.9720144271850586, -0.4860072135925293, [-0.8548135757446289, -0.11720085144042969])",335174458,bert-large-uncased
It is true that a falcon is a,bird.,falcon,bird,24,1,"(-1.6456384658813477, -0.8228192329406738, [-1.5092401504516602, -0.1363983154296875])",335174458,bert-large-uncased
It is false that a falcon is a,bird.,falcon,bird,24,-1,"(-1.6378459930419922, -0.8189229965209961, [-1.5484485626220703, -0.08939743041992188])",335174458,bert-large-uncased
It is true that a crow is a,bird.,crow,bird,25,1,"(-1.8522882461547852, -0.9261441230773926, [-1.721003532409668, -0.1312847137451172])",335174458,bert-large-uncased
It is false that a crow is a,bird.,crow,bird,25,-1,"(-1.871079444885254, -0.935539722442627, [-1.7851152420043945, -0.08596420288085938])",335174458,bert-large-uncased
It is true that a hawk is a,bird.,hawk,bird,26,1,"(-1.9255456924438477, -0.9627728462219238, [-1.7855024337768555, -0.1400432586669922])",335174458,bert-large-uncased
It is false that a hawk is a,bird.,hawk,bird,26,-1,"(-1.9453134536743164, -0.9726567268371582, [-1.8571977615356445, -0.08811569213867188])",335174458,bert-large-uncased
It is true that a raven is a,bird.,raven,bird,27,1,"(-2.4684228897094727, -1.2342114448547363, [-2.3408403396606445, -0.12758255004882812])",335174458,bert-large-uncased
It is false that a raven is a,bird.,raven,bird,27,-1,"(-2.445204734802246, -1.222602367401123, [-2.34860897064209, -0.09659576416015625])",335174458,bert-large-uncased
It is true that a goldfinch is a,bird.,goldfinch,bird,28,1,"(-2.323488235473633, -1.1617441177368164, [-2.170389175415039, -0.15309906005859375])",335174458,bert-large-uncased
It is false that a goldfinch is a,bird.,goldfinch,bird,28,-1,"(-2.1568803787231445, -1.0784401893615723, [-2.071091651916504, -0.08578872680664062])",335174458,bert-large-uncased
It is true that a parrot is a,bird.,parrot,bird,29,1,"(-1.9211759567260742, -0.9605879783630371, [-1.8064279556274414, -0.11474800109863281])",335174458,bert-large-uncased
It is false that a parrot is a,bird.,parrot,bird,29,-1,"(-2.149425506591797, -1.0747127532958984, [-2.070117950439453, -0.07930755615234375])",335174458,bert-large-uncased
It is true that a sandpiper is a,bird.,sandpiper,bird,30,1,"(-2.5606136322021484, -1.2803068161010742, [-2.3696231842041016, -0.19099044799804688])",335174458,bert-large-uncased
It is false that a sandpiper is a,bird.,sandpiper,bird,30,-1,"(-2.748537063598633, -1.3742685317993164, [-2.6262550354003906, -0.12228202819824219])",335174458,bert-large-uncased
It is true that a pheasant is a,bird.,pheasant,bird,31,1,"(-1.5970344543457031, -0.7985172271728516, [-1.4182701110839844, -0.17876434326171875])",335174458,bert-large-uncased
It is false that a pheasant is a,bird.,pheasant,bird,31,-1,"(-1.7335748672485352, -0.8667874336242676, [-1.6475019454956055, -0.08607292175292969])",335174458,bert-large-uncased
It is true that a catbird is a,bird.,catbird,bird,32,1,"(-1.7030553817749023, -0.8515276908874512, [-1.566899299621582, -0.1361560821533203])",335174458,bert-large-uncased
It is false that a catbird is a,bird.,catbird,bird,32,-1,"(-1.643381118774414, -0.821690559387207, [-1.5373001098632812, -0.10608100891113281])",335174458,bert-large-uncased
It is true that a crane is a,bird.,crane,bird,33,1,"(-1.4466266632080078, -0.7233133316040039, [-1.3035888671875, -0.1430377960205078])",335174458,bert-large-uncased
It is false that a crane is a,bird.,crane,bird,33,-1,"(-1.732527732849121, -0.8662638664245605, [-1.6272687911987305, -0.10525894165039062])",335174458,bert-large-uncased
It is true that an albatross is a,bird.,albatross,bird,34,1,"(-1.1764612197875977, -0.5882306098937988, [-1.008133888244629, -0.16832733154296875])",335174458,bert-large-uncased
It is false that an albatross is a,bird.,albatross,bird,34,-1,"(-1.4085197448730469, -0.7042598724365234, [-1.311990737915039, -0.09652900695800781])",335174458,bert-large-uncased
It is true that a condor is a,bird.,condor,bird,35,1,"(-2.4271583557128906, -1.2135791778564453, [-2.3221168518066406, -0.10504150390625])",335174458,bert-large-uncased
It is false that a condor is a,bird.,condor,bird,35,-1,"(-2.6073150634765625, -1.3036575317382812, [-2.5535736083984375, -0.053741455078125])",335174458,bert-large-uncased
It is true that a toucan is a,bird.,toucan,bird,36,1,"(-2.2055625915527344, -1.1027812957763672, [-2.0836868286132812, -0.12187576293945312])",335174458,bert-large-uncased
It is false that a toucan is a,bird.,toucan,bird,36,-1,"(-1.9966192245483398, -0.9983096122741699, [-1.9277925491333008, -0.06882667541503906])",335174458,bert-large-uncased
It is true that an owl is a,bird.,owl,bird,37,1,"(-1.9038887023925781, -0.9519443511962891, [-1.7678947448730469, -0.13599395751953125])",335174458,bert-large-uncased
It is false that an owl is a,bird.,owl,bird,37,-1,"(-1.977259635925293, -0.9886298179626465, [-1.8959150314331055, -0.0813446044921875])",335174458,bert-large-uncased
It is true that a pelican is a,bird.,pelican,bird,38,1,"(-1.3533563613891602, -0.6766781806945801, [-1.2150354385375977, -0.1383209228515625])",335174458,bert-large-uncased
It is false that a pelican is a,bird.,pelican,bird,38,-1,"(-1.4517173767089844, -0.7258586883544922, [-1.3685550689697266, -0.08316230773925781])",335174458,bert-large-uncased
It is true that a goose is a,bird.,goose,bird,39,1,"(-3.1046342849731445, -1.5523171424865723, [-2.9455881118774414, -0.15904617309570312])",335174458,bert-large-uncased
It is false that a goose is a,bird.,goose,bird,39,-1,"(-3.081540107727051, -1.5407700538635254, [-2.9765424728393555, -0.10499763488769531])",335174458,bert-large-uncased
It is true that a vulture is a,bird.,vulture,bird,40,1,"(-1.8520660400390625, -0.9260330200195312, [-1.7271747589111328, -0.12489128112792969])",335174458,bert-large-uncased
It is false that a vulture is a,bird.,vulture,bird,40,-1,"(-1.8325262069702148, -0.9162631034851074, [-1.7573175430297852, -0.07520866394042969])",335174458,bert-large-uncased
It is true that a stork is a,bird.,stork,bird,41,1,"(-0.9626379013061523, -0.48131895065307617, [-0.771122932434082, -0.1915149688720703])",335174458,bert-large-uncased
It is false that a stork is a,bird.,stork,bird,41,-1,"(-1.0138111114501953, -0.5069055557250977, [-0.9082126617431641, -0.10559844970703125])",335174458,bert-large-uncased
It is true that a buzzard is a,bird.,buzzard,bird,42,1,"(-1.7203912734985352, -0.8601956367492676, [-1.5120954513549805, -0.2082958221435547])",335174458,bert-large-uncased
It is false that a buzzard is a,bird.,buzzard,bird,42,-1,"(-1.9272880554199219, -0.9636440277099609, [-1.7904682159423828, -0.13681983947753906])",335174458,bert-large-uncased
It is true that a swan is a,bird.,swan,bird,43,1,"(-1.9273881912231445, -0.9636940956115723, [-1.7646989822387695, -0.162689208984375])",335174458,bert-large-uncased
It is false that a swan is a,bird.,swan,bird,43,-1,"(-1.995133399963379, -0.9975666999816895, [-1.8808393478393555, -0.11429405212402344])",335174458,bert-large-uncased
It is true that a flamingo is a,bird.,flamingo,bird,44,1,"(-3.3777899742126465, -1.6888949871063232, [-3.238675594329834, -0.1391143798828125])",335174458,bert-large-uncased
It is false that a flamingo is a,bird.,flamingo,bird,44,-1,"(-3.1949825286865234, -1.5974912643432617, [-3.113189697265625, -0.08179283142089844])",335174458,bert-large-uncased
It is true that a duck is a,bird.,duck,bird,45,1,"(-3.3238420486450195, -1.6619210243225098, [-3.1759729385375977, -0.14786911010742188])",335174458,bert-large-uncased
It is false that a duck is a,bird.,duck,bird,45,-1,"(-3.2918643951416016, -1.6459321975708008, [-3.186492919921875, -0.10537147521972656])",335174458,bert-large-uncased
It is true that a peacock is a,bird.,peacock,bird,46,1,"(-2.520270347595215, -1.2601351737976074, [-2.370772361755371, -0.14949798583984375])",335174458,bert-large-uncased
It is false that a peacock is a,bird.,peacock,bird,46,-1,"(-2.6074304580688477, -1.3037152290344238, [-2.513606071472168, -0.09382438659667969])",335174458,bert-large-uncased
It is true that an egret is a,bird.,egret,bird,47,1,"(-1.956263542175293, -0.9781317710876465, [-1.7850103378295898, -0.17125320434570312])",335174458,bert-large-uncased
It is false that an egret is a,bird.,egret,bird,47,-1,"(-1.8045759201049805, -0.9022879600524902, [-1.6804685592651367, -0.12410736083984375])",335174458,bert-large-uncased
It is true that a chicken is a,bird.,chicken,bird,48,1,"(-2.5501718521118164, -1.2750859260559082, [-2.421149253845215, -0.12902259826660156])",335174458,bert-large-uncased
It is false that a chicken is a,bird.,chicken,bird,48,-1,"(-2.8840150833129883, -1.4420075416564941, [-2.776535987854004, -0.10747909545898438])",335174458,bert-large-uncased
It is true that a turkey is a,bird.,turkey,bird,49,1,"(-2.800596237182617, -1.4002981185913086, [-2.648355484008789, -0.15224075317382812])",335174458,bert-large-uncased
It is false that a turkey is a,bird.,turkey,bird,49,-1,"(-2.981853485107422, -1.490926742553711, [-2.886384963989258, -0.09546852111816406])",335174458,bert-large-uncased
It is true that an ostrich is a,bird.,ostrich,bird,50,1,"(-1.2725696563720703, -0.6362848281860352, [-1.0962257385253906, -0.1763439178466797])",335174458,bert-large-uncased
It is false that an ostrich is a,bird.,ostrich,bird,50,-1,"(-1.2704076766967773, -0.6352038383483887, [-1.1474332809448242, -0.12297439575195312])",335174458,bert-large-uncased
It is true that a titmouse is a,bird.,titmouse,bird,51,1,"(-6.798501968383789, -3.3992509841918945, [-6.607545852661133, -0.19095611572265625])",335174458,bert-large-uncased
It is false that a titmouse is a,bird.,titmouse,bird,51,-1,"(-7.067899703979492, -3.533949851989746, [-6.884151458740234, -0.1837482452392578])",335174458,bert-large-uncased
It is true that an emu is a,bird.,emu,bird,52,1,"(-2.1385793685913086, -1.0692896842956543, [-1.9902257919311523, -0.14835357666015625])",335174458,bert-large-uncased
It is false that an emu is a,bird.,emu,bird,52,-1,"(-2.125751495361328, -1.062875747680664, [-2.030851364135742, -0.09490013122558594])",335174458,bert-large-uncased
It is true that a penguin is a,bird.,penguin,bird,53,1,"(-2.8008623123168945, -1.4004311561584473, [-2.6423654556274414, -0.15849685668945312])",335174458,bert-large-uncased
It is false that a penguin is a,bird.,penguin,bird,53,-1,"(-2.723356246948242, -1.361678123474121, [-2.625865936279297, -0.09749031066894531])",335174458,bert-large-uncased
It is true that a bat is a,bird.,bat,bird,54,1,"(-2.794076919555664, -1.397038459777832, [-2.6626548767089844, -0.1314220428466797])",335174458,bert-large-uncased
It is false that a bat is a,bird.,bat,bird,54,-1,"(-2.673402786254883, -1.3367013931274414, [-2.591897964477539, -0.08150482177734375])",335174458,bert-large-uncased
It is true that a pant is a,clothing.,pant,clothing,1,1,"(-10.47583293914795, -5.237916469573975, [-10.382893562316895, -0.09293937683105469])",335174458,bert-large-uncased
It is false that a pant is a,clothing.,pant,clothing,1,-1,"(-9.083773612976074, -4.541886806488037, [-8.996113777160645, -0.08765983581542969])",335174458,bert-large-uncased
It is true that a shirt is a,clothing.,shirt,clothing,2,1,"(-7.67223596572876, -3.83611798286438, [-7.579397678375244, -0.09283828735351562])",335174458,bert-large-uncased
It is false that a shirt is a,clothing.,shirt,clothing,2,-1,"(-6.809539794921875, -3.4047698974609375, [-6.732473373413086, -0.07706642150878906])",335174458,bert-large-uncased
It is true that a dress is a,clothing.,dress,clothing,3,1,"(-7.7133355140686035, -3.8566677570343018, [-7.60558557510376, -0.10774993896484375])",335174458,bert-large-uncased
It is false that a dress is a,clothing.,dress,clothing,3,-1,"(-7.419325828552246, -3.709662914276123, [-7.340073585510254, -0.07925224304199219])",335174458,bert-large-uncased
It is true that a skirt is a,clothing.,skirt,clothing,4,1,"(-8.77651596069336, -4.38825798034668, [-8.694181442260742, -0.08233451843261719])",335174458,bert-large-uncased
It is false that a skirt is a,clothing.,skirt,clothing,4,-1,"(-8.076069831848145, -4.038034915924072, [-8.014744758605957, -0.0613250732421875])",335174458,bert-large-uncased
It is true that a blouse is a,clothing.,blouse,clothing,5,1,"(-8.090717315673828, -4.045358657836914, [-8.01498031616211, -0.07573699951171875])",335174458,bert-large-uncased
It is false that a blouse is a,clothing.,blouse,clothing,5,-1,"(-7.833046913146973, -3.9165234565734863, [-7.784857749938965, -0.04818916320800781])",335174458,bert-large-uncased
It is true that a suit is a,clothing.,suit,clothing,6,1,"(-13.254349708557129, -6.6271748542785645, [-13.157559394836426, -0.09679031372070312])",335174458,bert-large-uncased
It is false that a suit is a,clothing.,suit,clothing,6,-1,"(-14.935790061950684, -7.467895030975342, [-14.838561058044434, -0.09722900390625])",335174458,bert-large-uncased
It is true that a slack is a,clothing.,slack,clothing,7,1,"(-14.544000625610352, -7.272000312805176, [-14.389808654785156, -0.1541919708251953])",335174458,bert-large-uncased
It is false that a slack is a,clothing.,slack,clothing,7,-1,"(-14.741178512573242, -7.370589256286621, [-14.623559951782227, -0.11761856079101562])",335174458,bert-large-uncased
It is true that a jacket is a,clothing.,jacket,clothing,8,1,"(-7.265507698059082, -3.632753849029541, [-7.169259071350098, -0.09624862670898438])",335174458,bert-large-uncased
It is false that a jacket is a,clothing.,jacket,clothing,8,-1,"(-7.248744010925293, -3.6243720054626465, [-7.176785469055176, -0.07195854187011719])",335174458,bert-large-uncased
It is true that a coat is a,clothing.,coat,clothing,9,1,"(-7.105983734130859, -3.5529918670654297, [-6.997488021850586, -0.10849571228027344])",335174458,bert-large-uncased
It is false that a coat is a,clothing.,coat,clothing,9,-1,"(-7.691220283508301, -3.8456101417541504, [-7.5977888107299805, -0.09343147277832031])",335174458,bert-large-uncased
It is true that a sweater is a,clothing.,sweater,clothing,10,1,"(-9.379026412963867, -4.689513206481934, [-9.310113906860352, -0.06891250610351562])",335174458,bert-large-uncased
It is false that a sweater is a,clothing.,sweater,clothing,10,-1,"(-8.324993133544922, -4.162496566772461, [-8.278142929077148, -0.04685020446777344])",335174458,bert-large-uncased
It is true that a sweatshirt is a,clothing.,sweatshirt,clothing,11,1,"(-10.917316436767578, -5.458658218383789, [-10.844430923461914, -0.07288551330566406])",335174458,bert-large-uncased
It is false that a sweatshirt is a,clothing.,sweatshirt,clothing,11,-1,"(-9.592338562011719, -4.796169281005859, [-9.543920516967773, -0.04841804504394531])",335174458,bert-large-uncased
It is true that an underpant is a,clothing.,underpant,clothing,12,1,"(-14.781281471252441, -7.390640735626221, [-14.67397403717041, -0.10730743408203125])",335174458,bert-large-uncased
It is false that an underpant is a,clothing.,underpant,clothing,12,-1,"(-15.017651557922363, -7.508825778961182, [-14.931796073913574, -0.08585548400878906])",335174458,bert-large-uncased
It is true that a sports jacket is a,clothing.,sports jacket,clothing,13,1,"(-7.313090801239014, -3.656545400619507, [-7.243545055389404, -0.06954574584960938])",335174458,bert-large-uncased
It is false that a sports jacket is a,clothing.,sports jacket,clothing,13,-1,"(-7.2896504402160645, -3.6448252201080322, [-7.2415242195129395, -0.048126220703125])",335174458,bert-large-uncased
It is true that a jumper is a,clothing.,jumper,clothing,14,1,"(-13.597182273864746, -6.798591136932373, [-13.493638038635254, -0.10354423522949219])",335174458,bert-large-uncased
It is false that a jumper is a,clothing.,jumper,clothing,14,-1,"(-13.49099349975586, -6.74549674987793, [-13.426773071289062, -0.06422042846679688])",335174458,bert-large-uncased
It is true that a panty is a,clothing.,panty,clothing,15,1,"(-8.676250457763672, -4.338125228881836, [-8.575414657592773, -0.10083580017089844])",335174458,bert-large-uncased
It is false that a panty is a,clothing.,panty,clothing,15,-1,"(-8.639728546142578, -4.319864273071289, [-8.564727783203125, -0.07500076293945312])",335174458,bert-large-uncased
It is true that a sock is a,clothing.,sock,clothing,16,1,"(-12.410904884338379, -6.2054524421691895, [-12.31493091583252, -0.09597396850585938])",335174458,bert-large-uncased
It is false that a sock is a,clothing.,sock,clothing,16,-1,"(-11.64363956451416, -5.82181978225708, [-11.569401741027832, -0.07423782348632812])",335174458,bert-large-uncased
It is true that a parka is a,clothing.,parka,clothing,17,1,"(-7.668888092041016, -3.834444046020508, [-7.570955276489258, -0.09793281555175781])",335174458,bert-large-uncased
It is false that a parka is a,clothing.,parka,clothing,17,-1,"(-7.572768211364746, -3.786384105682373, [-7.498959541320801, -0.07380867004394531])",335174458,bert-large-uncased
It is true that a pajama is a,clothing.,pajama,clothing,18,1,"(-6.619599342346191, -3.3097996711730957, [-6.532803535461426, -0.08679580688476562])",335174458,bert-large-uncased
It is false that a pajama is a,clothing.,pajama,clothing,18,-1,"(-6.680107116699219, -3.3400535583496094, [-6.612394332885742, -0.06771278381347656])",335174458,bert-large-uncased
It is true that an undershirt is a,clothing.,undershirt,clothing,19,1,"(-7.346405029296875, -3.6732025146484375, [-7.242835998535156, -0.10356903076171875])",335174458,bert-large-uncased
It is false that an undershirt is a,clothing.,undershirt,clothing,19,-1,"(-7.0746026039123535, -3.5373013019561768, [-6.9596428871154785, -0.114959716796875])",335174458,bert-large-uncased
It is true that an overcoat is a,clothing.,overcoat,clothing,20,1,"(-8.248903274536133, -4.124451637268066, [-8.150581359863281, -0.09832191467285156])",335174458,bert-large-uncased
It is false that an overcoat is a,clothing.,overcoat,clothing,20,-1,"(-7.973450660705566, -3.986725330352783, [-7.861590385437012, -0.11186027526855469])",335174458,bert-large-uncased
It is true that a nightgown is a,clothing.,nightgown,clothing,21,1,"(-7.250659942626953, -3.6253299713134766, [-7.171831130981445, -0.07882881164550781])",335174458,bert-large-uncased
It is false that a nightgown is a,clothing.,nightgown,clothing,21,-1,"(-6.687946319580078, -3.343973159790039, [-6.628664016723633, -0.05928230285644531])",335174458,bert-large-uncased
It is true that a raincoat is a,clothing.,raincoat,clothing,22,1,"(-8.21773624420166, -4.10886812210083, [-8.15967845916748, -0.05805778503417969])",335174458,bert-large-uncased
It is false that a raincoat is a,clothing.,raincoat,clothing,22,-1,"(-7.512415409088135, -3.7562077045440674, [-7.457273960113525, -0.055141448974609375])",335174458,bert-large-uncased
It is true that a bathing suit is a,clothing.,bathing suit,clothing,23,1,"(-8.366281509399414, -4.183140754699707, [-8.28963851928711, -0.07664299011230469])",335174458,bert-large-uncased
It is false that a bathing suit is a,clothing.,bathing suit,clothing,23,-1,"(-7.803038120269775, -3.9015190601348877, [-7.745192050933838, -0.0578460693359375])",335174458,bert-large-uncased
It is true that a bathrobe is a,clothing.,bathrobe,clothing,24,1,"(-8.355415344238281, -4.177707672119141, [-8.278297424316406, -0.077117919921875])",335174458,bert-large-uncased
It is false that a bathrobe is a,clothing.,bathrobe,clothing,24,-1,"(-7.499854564666748, -3.749927282333374, [-7.446427822113037, -0.05342674255371094])",335174458,bert-large-uncased
It is true that a slip is a,clothing.,slip,clothing,25,1,"(-16.442773818969727, -8.221386909484863, [-16.33490753173828, -0.10786628723144531])",335174458,bert-large-uncased
It is false that a slip is a,clothing.,slip,clothing,25,-1,"(-14.634103775024414, -7.317051887512207, [-14.550296783447266, -0.08380699157714844])",335174458,bert-large-uncased
It is true that a bra is a,clothing.,bra,clothing,26,1,"(-8.027422428131104, -4.013711214065552, [-7.953762531280518, -0.07365989685058594])",335174458,bert-large-uncased
It is false that a bra is a,clothing.,bra,clothing,26,-1,"(-8.191121101379395, -4.095560550689697, [-8.149092674255371, -0.04202842712402344])",335174458,bert-large-uncased
It is true that a shoe is a,clothing.,shoe,clothing,27,1,"(-9.43243408203125, -4.716217041015625, [-9.314334869384766, -0.11809921264648438])",335174458,bert-large-uncased
It is false that a shoe is a,clothing.,shoe,clothing,27,-1,"(-9.567028999328613, -4.783514499664307, [-9.457995414733887, -0.10903358459472656])",335174458,bert-large-uncased
It is true that a tuxedo is a,clothing.,tuxedo,clothing,28,1,"(-7.897984504699707, -3.9489922523498535, [-7.809060096740723, -0.08892440795898438])",335174458,bert-large-uncased
It is false that a tuxedo is a,clothing.,tuxedo,clothing,28,-1,"(-7.854632377624512, -3.927316188812256, [-7.780718803405762, -0.07391357421875])",335174458,bert-large-uncased
It is true that a stocking is a,clothing.,stocking,clothing,29,1,"(-7.7916669845581055, -3.8958334922790527, [-7.637587547302246, -0.15407943725585938])",335174458,bert-large-uncased
It is false that a stocking is a,clothing.,stocking,clothing,29,-1,"(-7.640298843383789, -3.8201494216918945, [-7.490598678588867, -0.14970016479492188])",335174458,bert-large-uncased
It is true that a vest is a,clothing.,vest,clothing,30,1,"(-6.90887975692749, -3.454439878463745, [-6.816325664520264, -0.09255409240722656])",335174458,bert-large-uncased
It is false that a vest is a,clothing.,vest,clothing,30,-1,"(-7.203433036804199, -3.6017165184020996, [-7.134427070617676, -0.06900596618652344])",335174458,bert-large-uncased
