preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A hula hoop is a,toy.,hula hoop,toy,18,"(-3.496654510498047, -1.7483272552490234, [-3.285694122314453, -0.21096038818359375])",355412057,roberta-large
A jump rope is a,toy.,jump rope,toy,19,"(-4.422420501708984, -2.211210250854492, [-4.218921661376953, -0.20349884033203125])",355412057,roberta-large
A pogo stick is a,toy.,pogo stick,toy,20,"(-2.3642044067382812, -1.1821022033691406, [-2.1407318115234375, -0.22347259521484375])",355412057,roberta-large
A clay is a,toy.,clay,toy,21,"(-7.135704040527344, -3.567852020263672, [-6.808006286621094, -0.32769775390625])",355412057,roberta-large
A wagon is a,toy.,wagon,toy,22,"(-8.023544311523438, -4.011772155761719, [-7.696437835693359, -0.3271064758300781])",355412057,roberta-large
A kite is a,toy.,kite,toy,23,"(-5.200508117675781, -2.6002540588378906, [-5.040962219238281, -0.1595458984375])",355412057,roberta-large
A train is a,toy.,train,toy,24,"(-6.665126800537109, -3.3325634002685547, [-6.507068634033203, -0.15805816650390625])",355412057,roberta-large
A tricycle is a,toy.,tricycle,toy,25,"(-4.3613739013671875, -2.1806869506835938, [-4.111347198486328, -0.2500267028808594])",355412057,roberta-large
A coloring book is a,toy.,coloring book,toy,26,"(-1.4308586120605469, -0.7154293060302734, [-1.2886009216308594, -0.1422576904296875])",355412057,roberta-large
Crayons are,toys.,crayons,toy,27,"(-7.315685272216797, -3.6578426361083984, [-7.071056365966797, -0.24462890625])",355412057,roberta-large
A truck is a,toy.,truck,toy,28,"(-6.731830596923828, -3.365915298461914, [-6.571308135986328, -0.1605224609375])",355412057,roberta-large
A puzzle is a,toy.,puzzle,toy,29,"(-6.150829315185547, -3.0754146575927734, [-6.002803802490234, -0.1480255126953125])",355412057,roberta-large
A fire engine is a,toy.,fire engine,toy,30,"(-5.27081298828125, -2.635406494140625, [-5.08477783203125, -0.18603515625])",355412057,roberta-large
A balloon is a,toy.,balloon,toy,31,"(-3.9395370483398438, -1.9697685241699219, [-3.8297195434570312, -0.1098175048828125])",355412057,roberta-large
Skates are,toys.,skates,toy,32,"(-11.786552429199219, -5.893276214599609, [-11.581130981445312, -0.20542144775390625])",355412057,roberta-large
A baseball is a,toy.,baseball,toy,33,"(-4.650966644287109, -2.3254833221435547, [-4.566219329833984, -0.084747314453125])",355412057,roberta-large
A drum is a,toy.,drum,toy,34,"(-4.69329833984375, -2.346649169921875, [-4.490264892578125, -0.203033447265625])",355412057,roberta-large
A football is a,toy.,football,toy,35,"(-3.616352081298828, -1.808176040649414, [-3.5259361267089844, -0.09041595458984375])",355412057,roberta-large
A game is a,toy.,game,toy,36,"(-5.281017303466797, -2.6405086517333984, [-5.178424835205078, -0.10259246826171875])",355412057,roberta-large
A swing is a,toy.,swing,toy,37,"(-6.8451080322265625, -3.4225540161132812, [-6.6318206787109375, -0.213287353515625])",355412057,roberta-large
A boat is a,toy.,boat,toy,38,"(-6.366565704345703, -3.1832828521728516, [-6.145786285400391, -0.2207794189453125])",355412057,roberta-large
A monopoly is a,toy.,monopoly,toy,39,"(-10.767536163330078, -5.383768081665039, [-10.138618469238281, -0.6289176940917969])",355412057,roberta-large
A sled is a,toy.,sled,toy,40,"(-4.746070861816406, -2.373035430908203, [-4.565483093261719, -0.1805877685546875])",355412057,roberta-large
A seesaw is a,toy.,seesaw,toy,41,"(-4.4563446044921875, -2.2281723022460938, [-4.1712646484375, -0.2850799560546875])",355412057,roberta-large
Stilts are,toys.,stilts,toy,42,"(-6.703849792480469, -3.3519248962402344, [-6.448402404785156, -0.2554473876953125])",355412057,roberta-large
Checkers are,toys.,checkers,toy,43,"(-12.558540344238281, -6.279270172119141, [-12.319099426269531, -0.23944091796875])",355412057,roberta-large
A bat is a,toy.,bat,toy,44,"(-7.2398223876953125, -3.6199111938476562, [-6.907623291015625, -0.3321990966796875])",355412057,roberta-large
A car is a,toy.,car,toy,45,"(-4.461860656738281, -2.2309303283691406, [-4.341117858886719, -0.1207427978515625])",355412057,roberta-large
An airplane is a,toy.,airplane,toy,46,"(-6.255970001220703, -3.1279850006103516, [-6.107494354248047, -0.14847564697265625])",355412057,roberta-large
A bicycle is a,toy.,bicycle,toy,47,"(-3.6794509887695312, -1.8397254943847656, [-3.5695114135742188, -0.1099395751953125])",355412057,roberta-large
A tractor is a,toy.,tractor,toy,48,"(-6.191432952880859, -3.0957164764404297, [-5.9239349365234375, -0.2674980163574219])",355412057,roberta-large
A sandbox is a,toy.,sandbox,toy,49,"(-4.438011169433594, -2.219005584716797, [-3.9797210693359375, -0.45829010009765625])",355412057,roberta-large
A bike is a,toy.,bike,toy,50,"(-3.9231948852539062, -1.9615974426269531, [-3.7862014770507812, -0.136993408203125])",355412057,roberta-large
A bow and arrow is a,toy.,bow and arrow,toy,51,"(-4.669651031494141, -2.3348255157470703, [-4.4574737548828125, -0.21217727661132812])",355412057,roberta-large
A rope is a,toy.,rope,toy,52,"(-7.367561340332031, -3.6837806701660156, [-7.207511901855469, -0.1600494384765625])",355412057,roberta-large
Dishes are,toys.,dishes,toy,53,"(-13.640079498291016, -6.820039749145508, [-13.350276947021484, -0.28980255126953125])",355412057,roberta-large
Cards are,toys.,cards,toy,54,"(-9.768024444580078, -4.884012222290039, [-9.563404083251953, -0.204620361328125])",355412057,roberta-large
A mitt is a,toy.,mitt,toy,55,"(-6.544284820556641, -3.2721424102783203, [-6.365695953369141, -0.1785888671875])",355412057,roberta-large
A horse is a,toy.,horse,toy,56,"(-4.963680267333984, -2.481840133666992, [-4.773433685302734, -0.19024658203125])",355412057,roberta-large
A gun is a,toy.,gun,toy,57,"(-3.6829452514648438, -1.8414726257324219, [-3.5687332153320312, -0.1142120361328125])",355412057,roberta-large
Animals are,toys.,animals,toy,58,"(-6.7928466796875, -3.39642333984375, [-6.576454162597656, -0.21639251708984375])",355412057,roberta-large
A tennis racket is a,toy.,tennis racket,toy,59,"(-2.437267303466797, -1.2186336517333984, [-2.336650848388672, -0.100616455078125])",355412057,roberta-large
Books are,toys.,books,toy,60,"(-6.515789031982422, -3.257894515991211, [-6.330211639404297, -0.185577392578125])",355412057,roberta-large
A robin is a,bird.,robin,bird,1,"(-0.6743316650390625, -0.33716583251953125, [-0.48764801025390625, -0.18668365478515625])",355412057,roberta-large
A sparrow is a,bird.,sparrow,bird,2,"(-0.4509086608886719, -0.22545433044433594, [-0.3074150085449219, -0.14349365234375])",355412057,roberta-large
A bluejay is a,bird.,bluejay,bird,3,"(-1.6876945495605469, -0.8438472747802734, [-0.8654556274414062, -0.8222389221191406])",355412057,roberta-large
A bluebird is a,bird.,bluebird,bird,4,"(-2.1033248901367188, -1.0516624450683594, [-1.9723739624023438, -0.130950927734375])",355412057,roberta-large
A canary is a,bird.,canary,bird,5,"(-1.4024505615234375, -0.7012252807617188, [-1.2469253540039062, -0.15552520751953125])",355412057,roberta-large
A blackbird is a,bird.,blackbird,bird,6,"(-2.830181121826172, -1.415090560913086, [-2.6608009338378906, -0.16938018798828125])",355412057,roberta-large
A dove is a,bird.,dove,bird,7,"(-0.6411781311035156, -0.3205890655517578, [-0.5557289123535156, -0.08544921875])",355412057,roberta-large
A lark is a,bird.,lark,bird,8,"(-0.6788482666015625, -0.33942413330078125, [-0.49356842041015625, -0.18527984619140625])",355412057,roberta-large
A swallow is a,bird.,swallow,bird,9,"(-2.6026039123535156, -1.3013019561767578, [-2.4949607849121094, -0.10764312744140625])",355412057,roberta-large
A parakeet is a,bird.,parakeet,bird,10,"(-0.32616424560546875, -0.16308212280273438, [-0.2251739501953125, -0.10099029541015625])",355412057,roberta-large
An oriole is a,bird.,oriole,bird,11,"(-0.880279541015625, -0.4401397705078125, [-0.64434814453125, -0.235931396484375])",355412057,roberta-large
A mockingbird is a,bird.,mockingbird,bird,12,"(-1.8993797302246094, -0.9496898651123047, [-1.7931480407714844, -0.106231689453125])",355412057,roberta-large
A redbird is a,bird.,redbird,bird,13,"(-2.9882583618164062, -1.4941291809082031, [-2.8028182983398438, -0.1854400634765625])",355412057,roberta-large
A wren is a,bird.,wren,bird,14,"(-1.0976219177246094, -0.5488109588623047, [-0.8257865905761719, -0.2718353271484375])",355412057,roberta-large
A finch is a,bird.,finch,bird,15,"(-0.6687469482421875, -0.33437347412109375, [-0.530914306640625, -0.1378326416015625])",355412057,roberta-large
A starling is a,bird.,starling,bird,16,"(-1.3314285278320312, -0.6657142639160156, [-1.1195602416992188, -0.2118682861328125])",355412057,roberta-large
A cardinal is a,bird.,cardinal,bird,17,"(-9.689994812011719, -4.844997406005859, [-9.577377319335938, -0.11261749267578125])",355412057,roberta-large
An eagle is a,bird.,eagle,bird,18,"(-0.8306922912597656, -0.4153461456298828, [-0.7333717346191406, -0.097320556640625])",355412057,roberta-large
A hummingbird is a,bird.,hummingbird,bird,19,"(-1.1176261901855469, -0.5588130950927734, [-1.0269660949707031, -0.09066009521484375])",355412057,roberta-large
A seagull is a,bird.,seagull,bird,20,"(-0.55450439453125, -0.277252197265625, [-0.4022369384765625, -0.1522674560546875])",355412057,roberta-large
A woodpecker is a,bird.,woodpecker,bird,21,"(-0.5762252807617188, -0.2881126403808594, [-0.462310791015625, -0.11391448974609375])",355412057,roberta-large
A pigeon is a,bird.,pigeon,bird,22,"(-0.5700111389160156, -0.2850055694580078, [-0.4966011047363281, -0.0734100341796875])",355412057,roberta-large
A thrush is a,bird.,thrush,bird,23,"(-2.0209426879882812, -1.0104713439941406, [-1.8611297607421875, -0.15981292724609375])",355412057,roberta-large
A falcon is a,bird.,falcon,bird,24,"(-0.9242324829101562, -0.4621162414550781, [-0.5936660766601562, -0.33056640625])",355412057,roberta-large
A crow is a,bird.,crow,bird,25,"(-0.6665992736816406, -0.3332996368408203, [-0.5896034240722656, -0.076995849609375])",355412057,roberta-large
A hawk is a,bird.,hawk,bird,26,"(-1.216064453125, -0.6080322265625, [-1.1269302368164062, -0.08913421630859375])",355412057,roberta-large
A raven is a,bird.,raven,bird,27,"(-0.6795005798339844, -0.3397502899169922, [-0.5599632263183594, -0.119537353515625])",355412057,roberta-large
A goldfinch is a,bird.,goldfinch,bird,28,"(-1.7592887878417969, -0.8796443939208984, [-1.2407455444335938, -0.5185432434082031])",355412057,roberta-large
A parrot is a,bird.,parrot,bird,29,"(-0.685760498046875, -0.3428802490234375, [-0.5356597900390625, -0.1501007080078125])",355412057,roberta-large
A sandpiper is a,bird.,sandpiper,bird,30,"(-2.0248870849609375, -1.0124435424804688, [-1.8693923950195312, -0.15549468994140625])",355412057,roberta-large
A pheasant is a,bird.,pheasant,bird,31,"(-0.8617134094238281, -0.43085670471191406, [-0.7552604675292969, -0.10645294189453125])",355412057,roberta-large
A catbird is a,bird.,catbird,bird,32,"(-2.3099327087402344, -1.1549663543701172, [-2.187915802001953, -0.12201690673828125])",355412057,roberta-large
A crane is a,bird.,crane,bird,33,"(-3.212329864501953, -1.6061649322509766, [-3.112682342529297, -0.09964752197265625])",355412057,roberta-large
An albatross is a,bird.,albatross,bird,34,"(-1.19744873046875, -0.598724365234375, [-0.5357742309570312, -0.6616744995117188])",355412057,roberta-large
A condor is a,bird.,condor,bird,35,"(-1.02734375, -0.513671875, [-0.3958587646484375, -0.6314849853515625])",355412057,roberta-large
A toucan is a,bird.,toucan,bird,36,"(-1.1385231018066406, -0.5692615509033203, [-0.6975555419921875, -0.4409675598144531])",355412057,roberta-large
An owl is a,bird.,owl,bird,37,"(-0.7023086547851562, -0.3511543273925781, [-0.625152587890625, -0.07715606689453125])",355412057,roberta-large
A pelican is a,bird.,pelican,bird,38,"(-0.32300567626953125, -0.16150283813476562, [-0.17211151123046875, -0.1508941650390625])",355412057,roberta-large
A goose is a,bird.,goose,bird,39,"(-1.2906951904296875, -0.6453475952148438, [-1.2135391235351562, -0.07715606689453125])",355412057,roberta-large
A vulture is a,bird.,vulture,bird,40,"(-1.6590309143066406, -0.8295154571533203, [-1.4227485656738281, -0.2362823486328125])",355412057,roberta-large
A stork is a,bird.,stork,bird,41,"(-1.2211151123046875, -0.6105575561523438, [-1.0565948486328125, -0.164520263671875])",355412057,roberta-large
A buzzard is a,bird.,buzzard,bird,42,"(-1.3923225402832031, -0.6961612701416016, [-1.0929298400878906, -0.2993927001953125])",355412057,roberta-large
A swan is a,bird.,swan,bird,43,"(-1.4560813903808594, -0.7280406951904297, [-1.3387870788574219, -0.1172943115234375])",355412057,roberta-large
A flamingo is a,bird.,flamingo,bird,44,"(-1.5654716491699219, -0.7827358245849609, [-1.3990287780761719, -0.16644287109375])",355412057,roberta-large
A duck is a,bird.,duck,bird,45,"(-1.9475288391113281, -0.9737644195556641, [-1.8516731262207031, -0.095855712890625])",355412057,roberta-large
A peacock is a,bird.,peacock,bird,46,"(-0.9218482971191406, -0.4609241485595703, [-0.8077354431152344, -0.11411285400390625])",355412057,roberta-large
An egret is a,bird.,egret,bird,47,"(-1.3434066772460938, -0.6717033386230469, [-0.7921218872070312, -0.5512847900390625])",355412057,roberta-large
A chicken is a,bird.,chicken,bird,48,"(-1.5086860656738281, -0.7543430328369141, [-1.4387321472167969, -0.06995391845703125])",355412057,roberta-large
A turkey is a,bird.,turkey,bird,49,"(-0.74468994140625, -0.372344970703125, [-0.6713333129882812, -0.07335662841796875])",355412057,roberta-large
An ostrich is a,bird.,ostrich,bird,50,"(-0.8604240417480469, -0.43021202087402344, [-0.7037315368652344, -0.1566925048828125])",355412057,roberta-large
A titmouse is a,bird.,titmouse,bird,51,"(-2.152423858642578, -1.076211929321289, [-2.0392494201660156, -0.1131744384765625])",355412057,roberta-large
An emu is a,bird.,emu,bird,52,"(-2.110748291015625, -1.0553741455078125, [-1.7045211791992188, -0.40622711181640625])",355412057,roberta-large
A penguin is a,bird.,penguin,bird,53,"(-0.6711692810058594, -0.3355846405029297, [-0.5626411437988281, -0.10852813720703125])",355412057,roberta-large
A bat is a,bird.,bat,bird,54,"(-2.5358924865722656, -1.2679462432861328, [-2.445423126220703, -0.0904693603515625])",355412057,roberta-large
Football is a,sport.,football,sport,1,"(-2.7897415161132812, -1.3948707580566406, [-2.6714630126953125, -0.11827850341796875])",355412057,roberta-large
Baseball is a,sport.,baseball,sport,2,"(-2.47283935546875, -1.236419677734375, [-2.3520889282226562, -0.12075042724609375])",355412057,roberta-large
Basketball is a,sport.,basketball,sport,3,"(-2.09112548828125, -1.045562744140625, [-1.9909896850585938, -0.10013580322265625])",355412057,roberta-large
Tennis is a,sport.,tennis,sport,4,"(-1.4586181640625, -0.72930908203125, [-1.2856979370117188, -0.17292022705078125])",355412057,roberta-large
Softball is a,sport.,softball,sport,5,"(-2.242603302001953, -1.1213016510009766, [-2.0277061462402344, -0.21489715576171875])",355412057,roberta-large
Canoeing is a,sport.,canoeing,sport,6,"(-0.8817977905273438, -0.4408988952636719, [-0.7406692504882812, -0.1411285400390625])",355412057,roberta-large
Handball is a,sport.,handball,sport,7,"(-1.290557861328125, -0.6452789306640625, [-1.0389938354492188, -0.25156402587890625])",355412057,roberta-large
Rugby is a,sport.,rugby,sport,8,"(-1.2284507751464844, -0.6142253875732422, [-1.0735740661621094, -0.154876708984375])",355412057,roberta-large
Hockey is a,sport.,hockey,sport,9,"(-2.493316650390625, -1.2466583251953125, [-2.3125381469726562, -0.18077850341796875])",355412057,roberta-large
Ice hockey is a,sport.,ice hockey,sport,10,"(-1.2991600036621094, -0.6495800018310547, [-1.1827812194824219, -0.1163787841796875])",355412057,roberta-large
Swimming is a,sport.,swimming,sport,11,"(-1.3275222778320312, -0.6637611389160156, [-1.1256637573242188, -0.2018585205078125])",355412057,roberta-large
Track is a,sport.,track,sport,12,"(-6.426708221435547, -3.2133541107177734, [-6.249393463134766, -0.17731475830078125])",355412057,roberta-large
Boxing is a,sport.,boxing,sport,13,"(-1.2245750427246094, -0.6122875213623047, [-1.0714073181152344, -0.153167724609375])",355412057,roberta-large
Volleyball is a,sport.,volleyball,sport,14,"(-1.9499130249023438, -0.9749565124511719, [-1.718902587890625, -0.23101043701171875])",355412057,roberta-large
Lacrosse is a,sport.,lacrosse,sport,15,"(-1.3847885131835938, -0.6923942565917969, [-1.2151565551757812, -0.1696319580078125])",355412057,roberta-large
Skiing is a,sport.,skiing,sport,16,"(-1.2178077697753906, -0.6089038848876953, [-1.0338249206542969, -0.18398284912109375])",355412057,roberta-large
Golf is a,sport.,golf,sport,17,"(-1.8749542236328125, -0.9374771118164062, [-1.72381591796875, -0.1511383056640625])",355412057,roberta-large
Polo is a,sport.,polo,sport,18,"(-1.8492546081542969, -0.9246273040771484, [-1.5330009460449219, -0.316253662109375])",355412057,roberta-large
Surfing is a,sport.,surfing,sport,19,"(-2.860340118408203, -1.4301700592041016, [-2.729358673095703, -0.1309814453125])",355412057,roberta-large
Wrestling is a,sport.,wrestling,sport,20,"(-1.929962158203125, -0.9649810791015625, [-1.7863006591796875, -0.1436614990234375])",355412057,roberta-large
Gymnastics is a,sport.,gymnastics,sport,21,"(-1.2964706420898438, -0.6482353210449219, [-1.1855850219726562, -0.1108856201171875])",355412057,roberta-large
Cricket is a,sport.,cricket,sport,22,"(-2.2130661010742188, -1.1065330505371094, [-2.085113525390625, -0.12795257568359375])",355412057,roberta-large
Squash is a,sport.,squash,sport,23,"(-5.448787689208984, -2.724393844604492, [-5.088687896728516, -0.36009979248046875])",355412057,roberta-large
Badminton is a,sport.,badminton,sport,24,"(-1.0941886901855469, -0.5470943450927734, [-0.9099235534667969, -0.18426513671875])",355412057,roberta-large
Racing is a,sport.,racing,sport,25,"(-1.6419563293457031, -0.8209781646728516, [-1.4978752136230469, -0.14408111572265625])",355412057,roberta-large
Pole vault is a,sport.,pole vault,sport,26,"(-3.410552978515625, -1.7052764892578125, [-2.7656478881835938, -0.6449050903320312])",355412057,roberta-large
Fencing is a,sport.,fencing,sport,27,"(-1.3435745239257812, -0.6717872619628906, [-1.0970993041992188, -0.2464752197265625])",355412057,roberta-large
Bowling is a,sport.,bowling,sport,28,"(-0.9721298217773438, -0.4860649108886719, [-0.787384033203125, -0.18474578857421875])",355412057,roberta-large
Water skiing is a,sport.,water skiing,sport,29,"(-3.086284637451172, -1.543142318725586, [-2.8778419494628906, -0.20844268798828125])",355412057,roberta-large
Ice skating is a,sport.,ice skating,sport,30,"(-1.8261871337890625, -0.9130935668945312, [-1.6791305541992188, -0.14705657958984375])",355412057,roberta-large
Jai alai is a,sport.,jai alai,sport,31,"(-8.765174865722656, -4.382587432861328, [-8.004692077636719, -0.7604827880859375])",355412057,roberta-large
Skating is a,sport.,skating,sport,32,"(-2.04888916015625, -1.024444580078125, [-1.8199920654296875, -0.2288970947265625])",355412057,roberta-large
Skindiving is a,sport.,skindiving,sport,33,"(-5.744380950927734, -2.872190475463867, [-5.499042510986328, -0.24533843994140625])",355412057,roberta-large
Sailing is a,sport.,sailing,sport,34,"(-1.6259498596191406, -0.8129749298095703, [-1.5010108947753906, -0.12493896484375])",355412057,roberta-large
Diving is a,sport.,diving,sport,35,"(-1.8217010498046875, -0.9108505249023438, [-1.6409759521484375, -0.18072509765625])",355412057,roberta-large
Archery is a,sport.,archery,sport,36,"(-1.3879508972167969, -0.6939754486083984, [-1.1125068664550781, -0.27544403076171875])",355412057,roberta-large
Judo is a,sport.,judo,sport,37,"(-2.3180160522460938, -1.1590080261230469, [-1.9819297790527344, -0.3360862731933594])",355412057,roberta-large
Car racing is a,sport.,car racing,sport,38,"(-2.4931640625, -1.24658203125, [-2.3436126708984375, -0.1495513916015625])",355412057,roberta-large
Ping pong is a,sport.,ping pong,sport,39,"(-1.7463607788085938, -0.8731803894042969, [-1.4759140014648438, -0.27044677734375])",355412057,roberta-large
Rowing is a,sport.,rowing,sport,40,"(-0.7260093688964844, -0.3630046844482422, [-0.5511665344238281, -0.17484283447265625])",355412057,roberta-large
Fishing is a,sport.,fishing,sport,41,"(-1.7686424255371094, -0.8843212127685547, [-1.5509300231933594, -0.21771240234375])",355412057,roberta-large
Horseback riding is a,sport.,horseback riding,sport,42,"(-1.4254722595214844, -0.7127361297607422, [-1.2779884338378906, -0.14748382568359375])",355412057,roberta-large
Running is a,sport.,running,sport,43,"(-2.2155227661132812, -1.1077613830566406, [-2.0632858276367188, -0.1522369384765625])",355412057,roberta-large
Horse racing is a,sport.,horse racing,sport,44,"(-1.9556503295898438, -0.9778251647949219, [-1.8237075805664062, -0.1319427490234375])",355412057,roberta-large
Hiking is a,sport.,hiking,sport,45,"(-2.9099349975585938, -1.4549674987792969, [-2.6661148071289062, -0.2438201904296875])",355412057,roberta-large
Weight lifting is a,sport.,weight lifting,sport,46,"(-1.516387939453125, -0.7581939697265625, [-1.29803466796875, -0.218353271484375])",355412057,roberta-large
Croquet is a,sport.,croquet,sport,47,"(-1.6996650695800781, -0.8498325347900391, [-1.4822807312011719, -0.21738433837890625])",355412057,roberta-large
Horseshoes is a,sport.,horseshoes,sport,48,"(-8.21063232421875, -4.105316162109375, [-7.907218933105469, -0.30341339111328125])",355412057,roberta-large
Boating is a,sport.,boating,sport,49,"(-2.4235153198242188, -1.2117576599121094, [-2.1991729736328125, -0.22434234619140625])",355412057,roberta-large
Pool is a,sport.,pool,sport,50,"(-6.4295501708984375, -3.2147750854492188, [-6.165313720703125, -0.2642364501953125])",355412057,roberta-large
Billiards is a,sport.,billiards,sport,51,"(-5.707012176513672, -2.853506088256836, [-5.455821990966797, -0.251190185546875])",355412057,roberta-large
Hunting is a,sport.,hunting,sport,52,"(-2.0650100708007812, -1.0325050354003906, [-1.792938232421875, -0.27207183837890625])",355412057,roberta-large
Jump rope is a,sport.,jump rope,sport,53,"(-2.8863754272460938, -1.4431877136230469, [-2.4766464233398438, -0.40972900390625])",355412057,roberta-large
Camping is a,sport.,camping,sport,54,"(-4.0975799560546875, -2.0487899780273438, [-3.8600234985351562, -0.23755645751953125])",355412057,roberta-large
Chess is a,sport.,chess,sport,55,"(-2.5696640014648438, -1.2848320007324219, [-2.41766357421875, -0.15200042724609375])",355412057,roberta-large
Dancing is a,sport.,dancing,sport,56,"(-3.871795654296875, -1.9358978271484375, [-3.67706298828125, -0.194732666015625])",355412057,roberta-large
Checkers is a,sport.,checkers,sport,57,"(-6.299007415771484, -3.149503707885742, [-5.991245269775391, -0.30776214599609375])",355412057,roberta-large
Cards is a,sport.,cards,sport,58,"(-7.451988220214844, -3.725994110107422, [-7.2048797607421875, -0.24710845947265625])",355412057,roberta-large
Sunbathing is a,sport.,sunbathing,sport,59,"(-5.1243743896484375, -2.5621871948242188, [-4.6239166259765625, -0.500457763671875])",355412057,roberta-large
Pea is a,vegetable.,pea,vegetable,1,"(-3.713520050048828, -1.856760025024414, [-3.2432594299316406, -0.4702606201171875])",355412057,roberta-large
Carrot is a,vegetable.,carrot,vegetable,2,"(-5.147418975830078, -2.573709487915039, [-4.844287872314453, -0.303131103515625])",355412057,roberta-large
Green bean is a,vegetable.,green bean,vegetable,3,"(-2.2419586181640625, -1.1209793090820312, [-1.848297119140625, -0.3936614990234375])",355412057,roberta-large
String bean is a,vegetable.,string bean,vegetable,4,"(-3.279998779296875, -1.6399993896484375, [-2.5294837951660156, -0.7505149841308594])",355412057,roberta-large
Spinach is a,vegetable.,spinach,vegetable,5,"(-2.050334930419922, -1.025167465209961, [-1.6963653564453125, -0.3539695739746094])",355412057,roberta-large
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-2.0775833129882812, -1.0387916564941406, [-1.9132308959960938, -0.1643524169921875])",355412057,roberta-large
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-1.4409065246582031, -0.7204532623291016, [-1.1392250061035156, -0.3016815185546875])",355412057,roberta-large
Corn is a,vegetable.,corn,vegetable,8,"(-2.1096763610839844, -1.0548381805419922, [-1.8676033020019531, -0.24207305908203125])",355412057,roberta-large
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-1.3129005432128906, -0.6564502716064453, [-1.11737060546875, -0.19552993774414062])",355412057,roberta-large
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-7.383083343505859, -3.6915416717529297, [-7.110889434814453, -0.27219390869140625])",355412057,roberta-large
Squash is a,vegetable.,squash,vegetable,11,"(-5.006809234619141, -2.5034046173095703, [-4.692176818847656, -0.3146324157714844])",355412057,roberta-large
Lettuce is a,vegetable.,lettuce,vegetable,12,"(-2.280689239501953, -1.1403446197509766, [-2.0253143310546875, -0.2553749084472656])",355412057,roberta-large
Celery is a,vegetable.,celery,vegetable,13,"(-6.640830993652344, -3.320415496826172, [-6.401069641113281, -0.2397613525390625])",355412057,roberta-large
Cucumber is a,vegetable.,cucumber,vegetable,14,"(-3.260883331298828, -1.630441665649414, [-2.9324302673339844, -0.32845306396484375])",355412057,roberta-large
Beet is a,vegetable.,beet,vegetable,15,"(-2.5107574462890625, -1.2553787231445312, [-2.3205718994140625, -0.190185546875])",355412057,roberta-large
Green is a,vegetable.,green,vegetable,16,"(-5.434329986572266, -2.717164993286133, [-4.9195404052734375, -0.5147895812988281])",355412057,roberta-large
Tomato is a,vegetable.,tomato,vegetable,17,"(-6.091922760009766, -3.045961380004883, [-5.7325439453125, -0.3593788146972656])",355412057,roberta-large
