preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A teddy bear is a,toy.,teddy bear,toy,11,"[(-2.531585693359375, -1.2657928466796875, [-2.03662109375, -0.494964599609375]), (-2.7664947509765625, -1.3832473754882812, [-2.324298858642578, -0.4421958923339844]), (-0.8813400268554688, -0.4406700134277344, [-0.6390457153320312, -0.2422943115234375]), (-1.4990501403808594, -0.7495250701904297, [-1.4365501403808594, -0.0625]), (-1.1787147521972656, -0.5893573760986328, [-0.9988784790039062, -0.17983627319335938])]",355412057,roberta-large
A rocking horse is a,toy.,rocking horse,toy,12,"[(-5.153324127197266, -2.576662063598633, [-4.906085968017578, -0.2472381591796875]), (-3.643402099609375, -1.8217010498046875, [-3.38616943359375, -0.257232666015625]), (-4.336174011230469, -2.1680870056152344, [-4.0968017578125, -0.23937225341796875]), (-4.2422637939453125, -2.1211318969726562, [-4.0396728515625, -0.2025909423828125]), (-4.5626373291015625, -2.2813186645507812, [-4.070507049560547, -0.4921302795410156])]",355412057,roberta-large
A doll house is a,toy.,doll house,toy,13,"[(-2.8060302734375, -1.40301513671875, [-1.7578582763671875, -1.0481719970703125]), (-2.4418983459472656, -1.2209491729736328, [-1.6592826843261719, -0.7826156616210938]), (-3.969696044921875, -1.9848480224609375, [-2.1600379943847656, -1.8096580505371094]), (-1.6062355041503906, -0.8031177520751953, [-1.3786430358886719, -0.22759246826171875]), (-2.8998031616210938, -1.4499015808105469, [-2.7618026733398438, -0.13800048828125])]",355412057,roberta-large
A ball is a,toy.,ball,toy,14,"[(-5.568946838378906, -2.784473419189453, [-4.854400634765625, -0.7145462036132812]), (-6.029048919677734, -3.014524459838867, [-5.852535247802734, -0.176513671875]), (-6.708690643310547, -3.3543453216552734, [-6.504261016845703, -0.20442962646484375]), (-10.96291732788086, -5.48145866394043, [-10.886211395263672, -0.0767059326171875]), (-5.6928558349609375, -2.8464279174804688, [-5.193485260009766, -0.4993705749511719])]",355412057,roberta-large
Jacks are,toys.,jacks,toy,15,"[(-8.683883666992188, -4.341941833496094, [-7.427570343017578, -1.2563133239746094]), (-7.893390655517578, -3.946695327758789, [-7.671970367431641, -0.2214202880859375]), (-8.59664535522461, -4.298322677612305, [-8.282039642333984, -0.314605712890625]), (-8.082904815673828, -4.041452407836914, [-7.359813690185547, -0.7230911254882812]), (-9.931800842285156, -4.965900421142578, [-9.54571533203125, -0.38608551025390625])]",355412057,roberta-large
Paper dolls are,toys.,paper dolls,toy,16,"[(-5.964347839355469, -2.9821739196777344, [-5.167179107666016, -0.7971687316894531]), (-6.741748809814453, -3.3708744049072266, [-6.506572723388672, -0.23517608642578125]), (-4.481479644775391, -2.2407398223876953, [-4.291156768798828, -0.1903228759765625]), (-5.1349945068359375, -2.5674972534179688, [-4.750602722167969, -0.38439178466796875]), (-8.60952377319336, -4.30476188659668, [-8.445796966552734, -0.163726806640625])]",355412057,roberta-large
An erector set is a,toy.,erector set,toy,17,"[(-2.98248291015625, -1.491241455078125, [-2.7847328186035156, -0.19775009155273438]), (-4.054481506347656, -2.027240753173828, [-3.5084495544433594, -0.5460319519042969]), (-2.5429725646972656, -1.2714862823486328, [-2.048534393310547, -0.49443817138671875]), (-1.9531745910644531, -0.9765872955322266, [-1.7133750915527344, -0.23979949951171875]), (-4.072399139404297, -2.0361995697021484, [-3.6777992248535156, -0.39459991455078125])]",355412057,roberta-large
A hula hoop is a,toy.,hula hoop,toy,18,"[(-5.028038024902344, -2.514019012451172, [-4.83782958984375, -0.19020843505859375]), (-3.4769859313964844, -1.7384929656982422, [-3.3347320556640625, -0.14225387573242188]), (-4.354644775390625, -2.1773223876953125, [-3.6729698181152344, -0.6816749572753906]), (-4.708797454833984, -2.354398727416992, [-4.394130706787109, -0.314666748046875]), (-2.907329559326172, -1.453664779663086, [-2.770336151123047, -0.136993408203125])]",355412057,roberta-large
A jump rope is a,toy.,jump rope,toy,19,"[(-3.260845184326172, -1.630422592163086, [-3.0726089477539062, -0.18823623657226562]), (-5.9263153076171875, -2.9631576538085938, [-5.295692443847656, -0.6306228637695312]), (-5.7907257080078125, -2.8953628540039062, [-4.8325958251953125, -0.9581298828125]), (-7.043949127197266, -3.521974563598633, [-6.880870819091797, -0.16307830810546875]), (-4.617633819580078, -2.308816909790039, [-4.541080474853516, -0.0765533447265625])]",355412057,roberta-large
A pogo stick is a,toy.,pogo stick,toy,20,"[(-4.742534637451172, -2.371267318725586, [-4.174663543701172, -0.56787109375]), (-4.068744659423828, -2.034372329711914, [-4.002651214599609, -0.06609344482421875]), (-2.0571212768554688, -1.0285606384277344, [-1.9112396240234375, -0.14588165283203125]), (-1.8040504455566406, -0.9020252227783203, [-1.6605720520019531, -0.1434783935546875]), (-4.141918182373047, -2.0709590911865234, [-3.5244064331054688, -0.6175117492675781])]",355412057,roberta-large
A clay is a,toy.,clay,toy,21,"[(-10.841594696044922, -5.420797348022461, [-8.277000427246094, -2.564594268798828]), (-5.972095489501953, -2.9860477447509766, [-5.777194976806641, -0.1949005126953125]), (-8.508583068847656, -4.254291534423828, [-8.112457275390625, -0.39612579345703125]), (-8.950756072998047, -4.475378036499023, [-8.233917236328125, -0.7168388366699219]), (-7.185222625732422, -3.592611312866211, [-6.808628082275391, -0.37659454345703125])]",355412057,roberta-large
A wagon is a,toy.,wagon,toy,22,"[(-7.8232421875, -3.91162109375, [-6.983314514160156, -0.8399276733398438]), (-7.471401214599609, -3.7357006072998047, [-6.004802703857422, -1.4665985107421875]), (-6.8499298095703125, -3.4249649047851562, [-6.753974914550781, -0.09595489501953125]), (-8.692501068115234, -4.346250534057617, [-7.990089416503906, -0.7024116516113281]), (-7.288318634033203, -3.6441593170166016, [-7.201068878173828, -0.087249755859375])]",355412057,roberta-large
A kite is a,toy.,kite,toy,23,"[(-4.9469146728515625, -2.4734573364257812, [-4.792106628417969, -0.15480804443359375]), (-6.597999572753906, -3.298999786376953, [-5.971839904785156, -0.62615966796875]), (-4.260654449462891, -2.1303272247314453, [-4.050502777099609, -0.21015167236328125]), (-4.012054443359375, -2.0060272216796875, [-3.7381362915039062, -0.27391815185546875]), (-4.626972198486328, -2.313486099243164, [-4.372844696044922, -0.25412750244140625])]",355412057,roberta-large
A train is a,toy.,train,toy,24,"[(-7.056941986083984, -3.528470993041992, [-6.881946563720703, -0.17499542236328125]), (-5.609413146972656, -2.804706573486328, [-5.552665710449219, -0.0567474365234375]), (-7.959449768066406, -3.979724884033203, [-7.85101318359375, -0.10843658447265625]), (-9.394950866699219, -4.697475433349609, [-9.301742553710938, -0.09320831298828125]), (-6.331790924072266, -3.165895462036133, [-6.030963897705078, -0.3008270263671875])]",355412057,roberta-large
A tricycle is a,toy.,tricycle,toy,25,"[(-4.7132720947265625, -2.3566360473632812, [-4.520092010498047, -0.19318008422851562]), (-4.385105133056641, -2.1925525665283203, [-4.200962066650391, -0.18414306640625]), (-6.139400482177734, -3.069700241088867, [-5.852420806884766, -0.28697967529296875]), (-8.369544982910156, -4.184772491455078, [-7.350818634033203, -1.0187263488769531]), (-4.745475769042969, -2.3727378845214844, [-4.26812744140625, -0.47734832763671875])]",355412057,roberta-large
A coloring book is a,toy.,coloring book,toy,26,"[(-1.8786888122558594, -0.9393444061279297, [-1.8434638977050781, -0.03522491455078125]), (-5.731300354003906, -2.865650177001953, [-5.25390625, -0.47739410400390625]), (-2.8271408081054688, -1.4135704040527344, [-2.63934326171875, -0.18779754638671875]), (-2.5267906188964844, -1.2633953094482422, [-2.318492889404297, -0.2082977294921875]), (-3.5454559326171875, -1.7727279663085938, [-3.1692428588867188, -0.37621307373046875])]",355412057,roberta-large
Crayons are,toys.,crayons,toy,27,"[(-8.119789123535156, -4.059894561767578, [-7.9438018798828125, -0.17598724365234375]), (-7.913490295410156, -3.956745147705078, [-7.5115203857421875, -0.40196990966796875]), (-7.459617614746094, -3.729808807373047, [-7.11566162109375, -0.34395599365234375]), (-9.12127685546875, -4.560638427734375, [-8.583259582519531, -0.5380172729492188]), (-5.276580810546875, -2.6382904052734375, [-4.893409729003906, -0.38317108154296875])]",355412057,roberta-large
A truck is a,toy.,truck,toy,28,"[(-5.7222747802734375, -2.8611373901367188, [-5.609840393066406, -0.11243438720703125]), (-7.123420715332031, -3.5617103576660156, [-7.03790283203125, -0.08551788330078125]), (-7.056140899658203, -3.5280704498291016, [-6.758567810058594, -0.2975730895996094]), (-4.838157653808594, -2.419078826904297, [-4.548053741455078, -0.2901039123535156]), (-8.062156677246094, -4.031078338623047, [-7.621646881103516, -0.4405097961425781])]",355412057,roberta-large
A puzzle is a,toy.,puzzle,toy,29,"[(-5.7922821044921875, -2.8961410522460938, [-5.483375549316406, -0.30890655517578125]), (-6.780803680419922, -3.390401840209961, [-6.610446929931641, -0.17035675048828125]), (-7.912364959716797, -3.9561824798583984, [-7.633979797363281, -0.2783851623535156]), (-8.01662826538086, -4.00831413269043, [-7.910190582275391, -0.10643768310546875]), (-5.593402862548828, -2.796701431274414, [-5.405628204345703, -0.187774658203125])]",355412057,roberta-large
A fire engine is a,toy.,fire engine,toy,30,"[(-6.995475769042969, -3.4977378845214844, [-6.338886260986328, -0.6565895080566406]), (-6.865612030029297, -3.4328060150146484, [-6.588825225830078, -0.27678680419921875]), (-4.836494445800781, -2.4182472229003906, [-4.527557373046875, -0.30893707275390625]), (-6.025917053222656, -3.012958526611328, [-5.793235778808594, -0.2326812744140625]), (-4.8927764892578125, -2.4463882446289062, [-4.466060638427734, -0.4267158508300781])]",355412057,roberta-large
A balloon is a,toy.,balloon,toy,31,"[(-4.099464416503906, -2.049732208251953, [-4.009757995605469, -0.0897064208984375]), (-4.3888397216796875, -2.1944198608398438, [-4.260108947753906, -0.12873077392578125]), (-5.899574279785156, -2.949787139892578, [-5.594654083251953, -0.3049201965332031]), (-5.161319732666016, -2.580659866333008, [-5.006374359130859, -0.15494537353515625]), (-3.920318603515625, -1.9601593017578125, [-3.695159912109375, -0.22515869140625])]",355412057,roberta-large
Skates are,toys.,skates,toy,32,"[(-10.46731185913086, -5.23365592956543, [-10.314144134521484, -0.153167724609375]), (-7.754878997802734, -3.877439498901367, [-7.548557281494141, -0.20632171630859375]), (-9.817527770996094, -4.908763885498047, [-9.372650146484375, -0.44487762451171875]), (-11.196670532226562, -5.598335266113281, [-10.82000732421875, -0.3766632080078125]), (-9.445953369140625, -4.7229766845703125, [-8.187572479248047, -1.2583808898925781])]",355412057,roberta-large
A baseball is a,toy.,baseball,toy,33,"[(-4.7614288330078125, -2.3807144165039062, [-4.124900817871094, -0.6365280151367188]), (-5.247730255126953, -2.6238651275634766, [-5.055927276611328, -0.191802978515625]), (-7.197227478027344, -3.598613739013672, [-6.9830780029296875, -0.21414947509765625]), (-4.660129547119141, -2.3300647735595703, [-4.552989959716797, -0.10713958740234375]), (-5.423919677734375, -2.7119598388671875, [-5.287010192871094, -0.13690948486328125])]",355412057,roberta-large
A drum is a,toy.,drum,toy,34,"[(-5.367149353027344, -2.683574676513672, [-5.2953948974609375, -0.07175445556640625]), (-6.0136260986328125, -3.0068130493164062, [-5.2124481201171875, -0.801177978515625]), (-7.490070343017578, -3.745035171508789, [-5.91595458984375, -1.5741157531738281]), (-5.120429992675781, -2.5602149963378906, [-4.430782318115234, -0.6896476745605469]), (-6.536033630371094, -3.268016815185547, [-6.457939147949219, -0.078094482421875])]",355412057,roberta-large
A football is a,toy.,football,toy,35,"[(-7.845874786376953, -3.9229373931884766, [-7.690380096435547, -0.15549468994140625]), (-6.430519104003906, -3.215259552001953, [-6.239601135253906, -0.19091796875]), (-2.8617210388183594, -1.4308605194091797, [-2.6350746154785156, -0.22664642333984375]), (-4.666484832763672, -2.333242416381836, [-4.502307891845703, -0.16417694091796875]), (-4.372016906738281, -2.1860084533691406, [-4.2442779541015625, -0.12773895263671875])]",355412057,roberta-large
A game is a,toy.,game,toy,36,"[(-5.715888977050781, -2.8579444885253906, [-5.4057769775390625, -0.31011199951171875]), (-4.837932586669922, -2.418966293334961, [-4.716762542724609, -0.1211700439453125]), (-7.950374603271484, -3.975187301635742, [-5.617801666259766, -2.3325729370117188]), (-5.380077362060547, -2.6900386810302734, [-5.135066986083984, -0.2450103759765625]), (-5.291187286376953, -2.6455936431884766, [-5.193698883056641, -0.0974884033203125])]",355412057,roberta-large
A swing is a,toy.,swing,toy,37,"[(-7.367729187011719, -3.6838645935058594, [-7.152687072753906, -0.2150421142578125]), (-8.401588439941406, -4.200794219970703, [-8.121662139892578, -0.2799263000488281]), (-4.7601470947265625, -2.3800735473632812, [-4.626304626464844, -0.13384246826171875]), (-8.414974212646484, -4.207487106323242, [-8.202659606933594, -0.21231460571289062]), (-12.205760955810547, -6.102880477905273, [-11.920101165771484, -0.2856597900390625])]",355412057,roberta-large
A boat is a,toy.,boat,toy,38,"[(-6.592380523681641, -3.2961902618408203, [-6.176609039306641, -0.415771484375]), (-6.890342712402344, -3.445171356201172, [-6.640472412109375, -0.24987030029296875]), (-6.719112396240234, -3.359556198120117, [-6.411460876464844, -0.3076515197753906]), (-7.060840606689453, -3.5304203033447266, [-6.758110046386719, -0.3027305603027344]), (-6.564418792724609, -3.2822093963623047, [-6.309581756591797, -0.2548370361328125])]",355412057,roberta-large
A monopoly is a,toy.,monopoly,toy,39,"[(-10.770973205566406, -5.385486602783203, [-10.219337463378906, -0.5516357421875]), (-11.253620147705078, -5.626810073852539, [-10.76944351196289, -0.4841766357421875]), (-8.323558807373047, -4.161779403686523, [-8.234966278076172, -0.088592529296875]), (-10.775566101074219, -5.387783050537109, [-9.902671813964844, -0.872894287109375]), (-11.946205139160156, -5.973102569580078, [-8.71969985961914, -3.2265052795410156])]",355412057,roberta-large
A sled is a,toy.,sled,toy,40,"[(-5.111846923828125, -2.5559234619140625, [-3.7408485412597656, -1.3709983825683594]), (-3.790233612060547, -1.8951168060302734, [-3.6907691955566406, -0.09946441650390625]), (-7.082004547119141, -3.5410022735595703, [-6.636810302734375, -0.4451942443847656]), (-6.70751953125, -3.353759765625, [-5.860256195068359, -0.8472633361816406]), (-4.722465515136719, -2.3612327575683594, [-4.534751892089844, -0.187713623046875])]",355412057,roberta-large
A seesaw is a,toy.,seesaw,toy,41,"[(-5.913299560546875, -2.9566497802734375, [-4.751667022705078, -1.1616325378417969]), (-5.663105010986328, -2.831552505493164, [-4.8678436279296875, -0.7952613830566406]), (-5.489677429199219, -2.7448387145996094, [-4.671436309814453, -0.8182411193847656]), (-6.3496856689453125, -3.1748428344726562, [-5.439659118652344, -0.9100265502929688]), (-6.290260314941406, -3.145130157470703, [-5.977996826171875, -0.31226348876953125])]",355412057,roberta-large
Stilts are,toys.,stilts,toy,42,"[(-6.300167083740234, -3.150083541870117, [-6.201328277587891, -0.09883880615234375]), (-10.554420471191406, -5.277210235595703, [-9.510684967041016, -1.0437355041503906]), (-7.032344818115234, -3.516172409057617, [-6.673137664794922, -0.3592071533203125]), (-7.598480224609375, -3.7992401123046875, [-7.501182556152344, -0.09729766845703125]), (-7.746662139892578, -3.873331069946289, [-7.475841522216797, -0.27082061767578125])]",355412057,roberta-large
Checkers are,toys.,checkers,toy,43,"[(-14.440433502197266, -7.220216751098633, [-13.305179595947266, -1.13525390625]), (-11.02716064453125, -5.513580322265625, [-10.906448364257812, -0.1207122802734375]), (-9.649917602539062, -4.824958801269531, [-9.358741760253906, -0.29117584228515625]), (-11.78158187866211, -5.890790939331055, [-11.316593170166016, -0.46498870849609375]), (-14.118396759033203, -7.059198379516602, [-12.73739242553711, -1.3810043334960938])]",355412057,roberta-large
A bat is a,toy.,bat,toy,44,"[(-6.4911651611328125, -3.2455825805664062, [-5.649768829345703, -0.8413963317871094]), (-8.281562805175781, -4.140781402587891, [-7.867000579833984, -0.4145622253417969]), (-10.029808044433594, -5.014904022216797, [-9.591339111328125, -0.43846893310546875]), (-6.705589294433594, -3.352794647216797, [-6.507793426513672, -0.19779586791992188]), (-9.05263900756836, -4.52631950378418, [-8.662097930908203, -0.39054107666015625])]",355412057,roberta-large
A car is a,toy.,car,toy,45,"[(-7.067394256591797, -3.5336971282958984, [-6.301414489746094, -0.7659797668457031]), (-6.556449890136719, -3.2782249450683594, [-6.089939117431641, -0.4665107727050781]), (-5.0872955322265625, -2.5436477661132812, [-5.004783630371094, -0.08251190185546875]), (-4.6933135986328125, -2.3466567993164062, [-4.507743835449219, -0.18556976318359375]), (-5.623077392578125, -2.8115386962890625, [-5.326725006103516, -0.2963523864746094])]",355412057,roberta-large
An airplane is a,toy.,airplane,toy,46,"[(-4.889316558837891, -2.4446582794189453, [-4.856151580810547, -0.03316497802734375]), (-5.271862030029297, -2.6359310150146484, [-5.110454559326172, -0.161407470703125]), (-5.52447509765625, -2.762237548828125, [-5.314846038818359, -0.20962905883789062]), (-8.60257339477539, -4.301286697387695, [-8.541072845458984, -0.06150054931640625]), (-6.127681732177734, -3.063840866088867, [-5.859046936035156, -0.2686347961425781])]",355412057,roberta-large
A bicycle is a,toy.,bicycle,toy,47,"[(-3.969890594482422, -1.984945297241211, [-3.433238983154297, -0.536651611328125]), (-4.5120086669921875, -2.2560043334960938, [-4.356960296630859, -0.15504837036132812]), (-5.688060760498047, -2.8440303802490234, [-5.291465759277344, -0.3965950012207031]), (-4.156009674072266, -2.078004837036133, [-4.045375823974609, -0.11063385009765625]), (-4.651813507080078, -2.325906753540039, [-4.45050048828125, -0.20131301879882812])]",355412057,roberta-large
A tractor is a,toy.,tractor,toy,48,"[(-5.310016632080078, -2.655008316040039, [-5.229633331298828, -0.08038330078125]), (-6.524620056152344, -3.262310028076172, [-6.308925628662109, -0.21569442749023438]), (-7.564327239990234, -3.782163619995117, [-7.1147613525390625, -0.4495658874511719]), (-8.355728149414062, -4.177864074707031, [-7.928009033203125, -0.4277191162109375]), (-7.587413787841797, -3.7937068939208984, [-6.837890625, -0.7495231628417969])]",355412057,roberta-large
A sandbox is a,toy.,sandbox,toy,49,"[(-4.535804748535156, -2.267902374267578, [-3.107666015625, -1.4281387329101562]), (-5.013298034667969, -2.5066490173339844, [-4.6954193115234375, -0.31787872314453125]), (-9.292640686035156, -4.646320343017578, [-7.377147674560547, -1.9154930114746094]), (-4.148876190185547, -2.0744380950927734, [-3.8897323608398438, -0.2591438293457031]), (-2.6635818481445312, -1.3317909240722656, [-2.5341796875, -0.12940216064453125])]",355412057,roberta-large
A bike is a,toy.,bike,toy,50,"[(-5.822784423828125, -2.9113922119140625, [-4.397209167480469, -1.4255752563476562]), (-6.392669677734375, -3.1963348388671875, [-5.796169281005859, -0.5965003967285156]), (-4.578334808349609, -2.2891674041748047, [-4.478534698486328, -0.09980010986328125]), (-4.362621307373047, -2.1813106536865234, [-3.919818878173828, -0.44280242919921875]), (-5.3752593994140625, -2.6876296997070312, [-5.1290740966796875, -0.246185302734375])]",355412057,roberta-large
A bow and arrow is a,toy.,bow and arrow,toy,51,"[(-6.018848419189453, -3.0094242095947266, [-5.565986633300781, -0.4528617858886719]), (-5.607818603515625, -2.8039093017578125, [-4.348758697509766, -1.2590599060058594]), (-6.518131256103516, -3.259065628051758, [-5.6310272216796875, -0.8871040344238281]), (-4.2122039794921875, -2.1061019897460938, [-3.5870323181152344, -0.6251716613769531]), (-4.506114959716797, -2.2530574798583984, [-4.081611633300781, -0.4245033264160156])]",355412057,roberta-large
A rope is a,toy.,rope,toy,52,"[(-7.797122955322266, -3.898561477661133, [-7.708095550537109, -0.08902740478515625]), (-7.586570739746094, -3.793285369873047, [-7.252159118652344, -0.33441162109375]), (-7.997364044189453, -3.9986820220947266, [-7.830150604248047, -0.16721343994140625]), (-6.608283996582031, -3.3041419982910156, [-6.450843811035156, -0.157440185546875]), (-8.034046173095703, -4.017023086547852, [-7.470855712890625, -0.5631904602050781])]",355412057,roberta-large
Dishes are,toys.,dishes,toy,53,"[(-9.148330688476562, -4.574165344238281, [-8.844825744628906, -0.30350494384765625]), (-10.16446304321289, -5.082231521606445, [-9.840396881103516, -0.324066162109375]), (-11.30535888671875, -5.652679443359375, [-11.127876281738281, -0.17748260498046875]), (-10.776786804199219, -5.388393402099609, [-10.558425903320312, -0.21836090087890625]), (-11.69034194946289, -5.845170974731445, [-11.346729278564453, -0.3436126708984375])]",355412057,roberta-large
Cards are,toys.,cards,toy,54,"[(-9.891651153564453, -4.945825576782227, [-9.729633331298828, -0.162017822265625]), (-11.005157470703125, -5.5025787353515625, [-10.777320861816406, -0.22783660888671875]), (-9.82381820678711, -4.911909103393555, [-9.550235748291016, -0.27358245849609375]), (-9.750164031982422, -4.875082015991211, [-9.367870330810547, -0.382293701171875]), (-12.353618621826172, -6.176809310913086, [-12.032825469970703, -0.32079315185546875])]",355412057,roberta-large
A mitt is a,toy.,mitt,toy,55,"[(-9.996334075927734, -4.998167037963867, [-9.90158462524414, -0.09474945068359375]), (-8.220680236816406, -4.110340118408203, [-7.902164459228516, -0.3185157775878906]), (-5.334903717041016, -2.667451858520508, [-4.926292419433594, -0.4086112976074219]), (-6.153236389160156, -3.076618194580078, [-5.2360687255859375, -0.9171676635742188]), (-7.414836883544922, -3.707418441772461, [-7.242717742919922, -0.172119140625])]",355412057,roberta-large
A horse is a,toy.,horse,toy,56,"[(-5.909694671630859, -2.9548473358154297, [-5.063121795654297, -0.8465728759765625]), (-6.486900329589844, -3.243450164794922, [-6.250648498535156, -0.2362518310546875]), (-4.888397216796875, -2.4441986083984375, [-4.757476806640625, -0.13092041015625]), (-7.813941955566406, -3.906970977783203, [-7.401271820068359, -0.4126701354980469]), (-5.823707580566406, -2.911853790283203, [-5.4022674560546875, -0.42144012451171875])]",355412057,roberta-large
A gun is a,toy.,gun,toy,57,"[(-4.585605621337891, -2.2928028106689453, [-4.477672576904297, -0.10793304443359375]), (-4.902507781982422, -2.451253890991211, [-4.865634918212891, -0.03687286376953125]), (-5.327644348144531, -2.6638221740722656, [-5.177825927734375, -0.14981842041015625]), (-5.159950256347656, -2.579975128173828, [-4.733161926269531, -0.426788330078125]), (-4.322597503662109, -2.1612987518310547, [-4.130413055419922, -0.1921844482421875])]",355412057,roberta-large
Animals are,toys.,animals,toy,58,"[(-8.496028900146484, -4.248014450073242, [-8.311023712158203, -0.18500518798828125]), (-7.494316101074219, -3.7471580505371094, [-7.190788269042969, -0.30352783203125]), (-8.120529174804688, -4.060264587402344, [-7.866058349609375, -0.2544708251953125]), (-6.740703582763672, -3.370351791381836, [-6.380130767822266, -0.36057281494140625]), (-5.534812927246094, -2.767406463623047, [-5.320320129394531, -0.2144927978515625])]",355412057,roberta-large
